Title,Location,Company,Salary,Description
Research Analyst,"Nashik, Maharashtra",Decimal Point Analytics,None,"0 - 1 Years
Nasik

Job Description
Duties
Responsible for researching, analyzing, interpreting, and presenting data related to markets, operations, finance/accounting, economics, customers, and other information
Conduct research across a wide range of assignments.
Create data dashboards, graphs and visualizations.
Gather, understand and document detailed business requirements using appropriate tools and techniques.
Identify areas to increase efficiency and automation of processes.
Create and follow various process documents such as SOPs and checklists.
Required Candidate profile
Required Skills / Abilities
Excellent research and analytical capabilities with very good understanding of financial concepts.
Knowledge of tools and techniques for data analysis
Ability to scope, structure and deliver work with a clear visibility of timelines.
Knowledge of data modelling, data cleansing and data enrichment techniques.
Ability to carry out data quality control, validation and linkage
Ability to produce clear graphical representations and data visualizations
Good verbal and written communication skills.
Keyskills
Financial Concepts
Secondary Research
advanced excel
Market Research
communication skills
Desired Candidate Profile
Please refer to the Job description above
Education-
PG:
MBA/PGDM - Any Specialization
Company Profile
DECIMAL POINT ANALYTICS PRIVATE LIMITED
Decimal Point Analytics is a technology-enabled Data and Analytics company focussed on the Financial Services Industry."
Web Research Analyst,"Coimbatore, Tamil Nadu",Kamsys Techsolutions India Private Limited,"₹9,000 a year","Greetings from Kamsys Techsolutions India Private Limited!!!
Responsibilities and Duties
1. Good communication skills
2. Good research skills on the internet.
3. Good typing skills (added advantage).
4. Knowledge in using tools such as Microsoft Excel, Word, and usage of shortcut keys.
5. Quick learner.
Note: Candidates from Coimbatore Only
Job Type: Full-time
Salary: ₹9,000.00 /year
Experience:
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Location:
Coimbatore, Tamil Nadu (Preferred)
Work Remotely:
No"
Fraud Prevention Analyst l Fortune 500 Specialty Retailer l...,"Bengaluru, Karnataka",Fortune 500 Specialty Retailer,None,"The Fraud Management Specialist will be responsible for the daily review of orders that come into screening through our fraud prevention systems. The candidate will learn fraud prevention processes and best practices which mitigate loss due to fraudulent orders. They will be responsible for handling emails to uphold our service level standards and provide world class support to clients and internal customers. In this position, they will need to exercise the time-management and organizational skills necessary to handle multiple projects and tasks with overlapping short term and long term deadlines.
The role includes communicating with the team to stay ahead of fraudulent activity and trends, working as a team to cover all of our supported hours and holidays, commitment to continued learning and mastering the technology we use, and proactively assist with new initiatives to limit fraud exposure for ascena retail group.
Responsibilities
Effectively screen ecommerce purchases to prevent fraudulent transactions
Review, investigate and track suspicious activity through our e-commerce platform
Identify, analyze, and communicate fraud patterns to management, and provide recommendations for loss mitigation as needed
Support customers, external and internal partners on fraud-related issues as needed
Demonstrate sound performance in key metric areas, such as individual approval rates and team service level standards
Inform upper management and internal business partners of suspicious activity or cases at the individual or client level
Follow all policies, procedures, standards and requirements directed by ascena and the department
Perform other duties as requested by management
Qualifications and Skills
College degree or 2+ years relevant experience preferred
1+ years of fraud prevention experience preferred
Familiarity with fraud management tools ? CyberSource, Accertify, Kount, etc.; CRM software
Must be able to leverage disparate information sources, including websites and third party tools, to research customer orders in a timely manner.
Ability to communicate professionally both verbally and in writing
Working knowledge of Microsoft Office suite
Strong attention to detail"
Lead Software Developer - Functional (Oracle Cloud ERP) | Ad...,"Hyderabad, Telangana",Advance Auto Parts,None,"About the Job
Advance Auto Parts is a leading player in the automotive aftermarket parts industry in the US. As an organization. we are continually innovating and seeking to elevate the customer experience across our 4900+ stores. The company in India is an integral part of the larger organization supporting all regions in the US across IT, Digital, E-Services, Finance, and HR.
As a Lead Software Developer - Functional, you will be responsible for building and supporting the Oracle Cloud ERP Functional Configurations & Business Processes. The successful candidate will be experienced in designing, building, & testing functional configurations in a large, complex enterprise organization. The candidate must possess strong analytical skills, US Finance procurement business functional knowledge and work well with internal stakeholders and external vendors.
Role & Responsibilities
Lead Analysts, developers and QA analysts
Work with business stakeholders, project managers, business analysts, and other IT teams to understand the business needs and their requirements.
Implement and Support Oracle ERP Cloud Financials including GL, AP, AR, FA, PO, Tax, and CM.
Support ERP Financial Cloud Custom integration and reports.
Support business units during Finance and Procurement systems integration project life cycle (discovery, CRP/UAT testing, go-live and post go-live).
Occasionally provide off-hours on-call technical support maintaining processes and Special Business events to Business teams. Work on multiple tasks simultaneously among changing priorities.
Participate in the analysis, design, develop, testing, and implementation activities within the areas of responsibility.
Assist, mentor and train other team members.
Work closely with Oracle Inc support teams and support manager to address incidents and Service Request Queue, ensuring proper prioritization.
Work with a nimble team of software engineers and enterprise architects to ensure the solutions meet our business needs using Agile methodologies in a fast-paced environment.
Will take a lead role in the entire development cycle, conduct design and code reviews, and have heavy input throughout the process, from requirement gathering to production deployment.
Create technical system specifications and ensure documentation remains current throughout all phases of the SDLC.
Consistently cognizant of opportunities for enhancements and process improvements.
Learn new software tools and skills as needed. Keep up with technologies. Provide mentoring to other development staff on technical topics.
Support and maintain applications utilizing required tools and technologies. Ensure applications are scalable and operate efficiently in the production environment.
Ability to research issues across multiple key systems and databases. Assist customers and team members on issue resolution and problem solving.
Comfortable working in an open, dynamic, rapidly changing environment where collaboration is crucial.
You will benefit from
Range of Healthcare Perks
Life Insurance
Long-term/Short-term Disability Insurance
Employee Stock Purchase Plan
Sick leaves
Paid vacations
Paid Maternity"
IT project tracking Analyst,"Bavdhan, Pune, Maharashtra",Visulon Technologies India,None,"Job Overview
Come work Visulon Technologies, A cloud-based product company helping large U.S. brands for improving their B2B operations. We are looking to hire an experienced Project Analyst to help us keep track of small to medium size 'internal' development and testing projects. If you're hard-working and dedicated, Visulon is an ideal place to get ahead. Apply today!
Responsibilities for Project Analyst
Develop project tracking strategy plans based on internal and client priorities
Maintain project timeframes, objectives and communications
Create and manage documentation and reports for projects (JIRA, XLS, PPT)
Identify the goals and requirements of each project
Verify data and information and analyze it to suit the direction of a project
Track, forecast and report on project progress including metrics and challenges
Collect the necessary information required before starting the projects
Use tools like JIRA
You may be required to do some research before starting the tracking
Qualifications for Project Tracking Analyst
Prior experience as a project analyst in IT / Software field required
Strong understanding of project management and data analysis
Proficient in computer technology and Microsoft Office applications
Excellent verbal and written communication skills
Strong analytical and problem-solving abilities
Exceptional research and reporting skills
Flexible to work long hours as required to meet project deadlines
Ability to prepare daily reports for management
Ability to present to senior project manager and identify issues.
Job Type: Full-time
Experience:
IT / Software: 2 years (Required)
total work: 3 years (Preferred)
Education:
Bachelor's (Preferred)"
"Power Analyst (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",None,"Power Analyst (India Office)
Job Description Summary
BioUrja’s Power Trading team is growing and we are currently seeking highly driven Power Analyst to join our Commercial and Analytics team in Indore, MP office.
This analytical and commercially focused role will provide experience to the right candidate with state of the art analytical and trading tools currently used in Power Trading. The candidate will gain unmatched exposure to the Commercial side of Power trading business.
This role involves working closely with Power Traders, Quantitative Analysts, Junior Analysts and IT Developers to develop, calibrate, maintain and support the various activities of Power Trading Analytical Platform. Power Analyst will develop trading and calibration tools that will be used in day-to-day trading and analytical development activities. Power Analyst will keep up-to-date with current trends in Power markets and perform model improvements to develop new trading opportunities.
Responsibilities and Duties
Perform fundamental analysis of North American wholesale nodal power markets
Create and Automate workflow for power flow analysis and contingency analysis models
Lead and support model development efforts for improving the Analytical platform
Calibrate and analyze generation dispatch curves, heat rates, transmission parameters, transmission congestion in electric grids
Research, model and analyze industry trends; Update databases, create reports and Models to analyze the latest trends in North American nodal power markets
Provide mentorship to Junior Analysts and bring them up-to-speed
Qualifications
Bachelors Degree in Electrical Engineering with relevant coursework in Power Systems preferably from IITs or NITs and 2 years of work experience in an Electric Utility or Analytics firm , OR
Masters / PhD Degree in Electrical Engineering with relevant coursework in Power Systems preferably from IITs or NITs
Preferred coursework for the role:
Electrical Machines, Power Systems, Power Systems Operations and Control, Power Transmission Systems, Non Conventional Electric Power Generation, Alternate Energy Systems, Energy Resources and Technology, Programming and Data Structures, Statistics I and II, Linear Systems TheoryStrong Analytical and Quantitative skills
Have a commercial focus with curiosity for energy industry and ongoing desire to learn more
Strong Excel skills; Comfortable with pivot tables, macros and SQL
Intermediate coding skills are required. Strong willingness to learn Python language
Ability to work both under team setting and independently on projects
Comfort with multi-tasking in a time-sensitive, high-pressure trading environment
About BioUrja Group
The BioUrja Group spans the globe with facilities in China, India, Singapore, Mexico and 25 locations across United States. BioUrja supplies and trades physical commodities, including biofuels, petroleum products, crude oil, natural gas, electric power, metal alloys, grains and animal feed products. We are among the four largest privately held companies in Huston, Texas and are built upon the entrepreneurial spirit of our hundreds of employees and the creativity and deep experience of our management team.
About Power Trading Team
BioUrja Power is a Power Marketer active across North American physical and financial markets, with an emphasis on congestion management, asset management and trading. BioUrja Power features an experienced team that has navigated the last 25 years of exceptional reform and market evolution with success, integrity and a culture of compliance. The members of the team are alumni from the University of Illinois, the University of Chicago Booth School of Business, State University of New York at Suny Buffalo, IIMs, IITs and NITs.
Currently the power team is based in Houston, United States and Indore, India.
Job Type: Full-time
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Industry:
Information Design & Documentation"
Contact Center Technical Developer | Advance Auto Parts | 4-...,"Hyderabad, Telangana",Advance Auto Parts,None,"About the Job
Advance Auto Parts is a leading player in the automotive aftermarket parts industry in the US. As an organization. we are continually innovating and seeking to elevate the customer experience across our 4900+ stores. The company in India is an integral part of the larger organization supporting all regions in the US across IT, Digital, E-Services, Finance, and HR.
You will be one of the many team members who will pave the road ahead for Advance. The Contact Center Technical Developer will execute the platform strategy, designing and building integrations to existing systems; designing and building APIs; and assisting with the definition of technical tasks, estimates, and dependencies. You will be empowered to innovate—it is expected you will contribute to automation and the refinement of coding standards and processes that will enable product teams to release features on-demand. Successful candidates will also take pride and ownership of his/her applications, demonstrate a penchant for design, communicate clearly, and have a consistent track record of delivering and supporting scalable, high-performance enterprise-level integrations. The implementation around enterprise systems requires strong critical thinking skills and creative engineering with an eye towards customer focus.
Role & Responsibilities
Work with business stakeholders, project managers, business analysts, and other IT teams to understand the business needs and their requirements.
Work with a nimble team of software engineers and enterprise architects to ensure the solutions meet our business needs using Agile methodologies in a fast-paced environment.
Will function in the entire development cycle, conduct design and code reviews, and have heavy input throughout the process, from requirement gathering to production deployment.
Able to shift between priorities as needed throughout the workday.
Create technical system specifications and ensure documentation remains current throughout all phases of the SDLC.
Consistently cognizant of opportunities for enhancements and process improvements.
Research, design, define, develop, test, document, and implement new service integrations or changes to existing services. Participate in test planning, development, and execution for integration and system testing.
Learn new software tools and skills as needed. Keep up with technologies.
Support and maintain applications utilizing required tools and technologies. Ensure applications are scalable and operate efficiently in the production environment.
Ability to research issues across multiple key systems and databases. Assist customers and team members on issue resolution and problem-solving.
Comfortable working in an open, dynamic, rapidly changing environment where collaboration is crucial.
You will benefit from
Range of healthcare perks
Life Insurance
Long-term/Short-term Disability Insurance
Employee Stock Purchase Plan
Sick leaves
Paid vacations
Paid Maternity"
Project Support Analyst,India,BioClinica,"₹3,00,000 - ₹6,00,000 a year","Functional Area Other
Industry Type Pharma-Biotech-Clinical Research
Keywords Manager Quality Assurance,Monitoring,project support,Training,Standard operating procedures,Auditing,Service quality,Project administration,Support Analyst,LBS
This JOB description should not be deemed all-inclusive. Additional requirements and expectations may be assigned. At all times, employees are expected to adhere to company policies and company SOPs.
Desired Candidate Profile
Profile Description
NA
Under Graduate Qualification
PG Qualifications Any PG Course (Any Specialization)
Note: Candidate should have either UG or PG qualifications"
"Analyst, Market Research","Vadodara, Gujarat","KMK Consulting, Inc.",None,"Job Overview :
Responsible to conduct analysis of data derived from primary and secondary sources. The position requires supporting the preparation of reports and presentations. The analyst may require to conduct internet searches for background information on clients, therapies and healthcare trends to support proposal development or other research initiatives.
Responsibilities :
1. Analysis and Reporting
Conduct desk research (e.g. internet search and compilation, review of research reports)
Analyze quantitative data derived from secondary data sources (e.g. prescription audits, EMR/EHR, sales data) as well as from primary market research studies
Analyze qualitative data from focus groups and individual depth interviews
Prepare summary reports and presentations
2. Project Management
Support the conduct of market research studies (e.g. tracking of fieldwork progress, progress reporting to clients, link checking, meeting scheduling, etc.)
Assist in preparing all documents required in the custom research project cycle from proposal to final invoicing
3. Skill and Knowledge Acquisition
Complete assigned “on the job” and formal training programs designed to build skills in market research and project management as well as knowledge of healthcare business and marketing issues
Candidate Profile :
Education
Bachelor’s/Master's degree in a relevant areas.
Skills
Strong analytical and communication skills (both oral and written) as well as a demonstrated ability to develop persuasive arguments from empirical evidence.
Self-starter and quick in order to rapidly acquire the knowledge and experience needed to effectively undertake project work.
Competence in using PowerPoint, Excel and Word is essential.
Familiarity with statistical software like SAS, as well as basic programming skills are desirable.
Benefits and Perks:
Opportunity to work with Pharma/Life Science global customers
Challenging, transparent and supportive work environment
Opportunity to grow rapidly in your career along with the company – in get at right time!
Competitive comp and benefits
Business Casuals dress policy
About KMK consulting Inc
KMK Consulting brings together a range of functional competencies in marketing science, market research, forecasting and sales force effectiveness to provide our bio-pharma clients with fully integrated solutions that support their commercial success.
Powered by JazzHR"
Data Research Analyst,"Mohali Sas Nagar, Chandigarh",De Facto Infotech Pvt. Ltd.,"₹3,00,000 a month","The Data Analyst is responsible for querying your data sources using tools like Excel (PowerPivot, Power Query, Power Map), PowerBI and other reporting tools such as Tableau, SAS and Teradata. They should be familiar with data catalogs and how to build and validate data metrics from their queries. They should be familiar with caching strategies and analytic data streaming technologies. Data Analysts are in charge of getting the decision support reports and data to the executives for their periodic review.
Job Type: Full-time
Salary: ₹300,000.00 /month
Experience:
work: 1 year (Preferred)
total work: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Research Analyst,"Bhopal, Madhya Pradesh",infledge,None,"Organize vertical products that are ready for launch in regular cycles under critical deadlines with the highest launch approval standards, and with end to end…"
Research Analyst,India,KIA Biz,None,Conducting extensive market research by using various research techniques on given industry.Expertise in using online research tools.
Financial Analyst India,Punjab,DNA Growth,None,The Financial Analyst will be responsible for executing:Internet Research to corroborate data.Financial Analysis on basis of competitors/ operational metrics.
Equity Research Analyst,"Kolkata, West Bengal",PULKIT JHUNJHUNWALA,"₹15,000 - ₹25,000 a month","The candidate must have strong accounting background to understand Balance Sheets, Annual Reports, Conference Calls and other research material.
Expected Start Date: 16/6/2020
Job Types: Full-time, Contract
Salary: ₹15,000.00 to ₹25,000.00 /month
Experience:
work: 1 year (Preferred)
5: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Work Remotely:
Yes"
MARKET RESEARCH ANALYST,"Gurgaon, Haryana",kenresearch,None,"Job Description
Prepare comprehensive industry research reports on several verticals
Work on all/any aspect of research : research planning, primary research, secondary research, quality checking
Create multi-factor regression models and decision tree analysis
Handle a team of associates, training, handling client queries and proofreading.
Interpreting all the content, statistics and presenting it in a research report
Creating Ad-hoc research and simulation exercise for the industry
Adept with the industry structure and change the approach for the research depending upon the sector and the geography
Manage, plan and direct the work in a team with a proper understanding of the sector
Prerequisites
Excellent communication and report writing skills; equipped with using SPSS and understand the application of Regression and Correlation analysis; Should be adept with Ms Word and Ms Excel
Work Experience in the Market Research Agency for 1-2 years

SKILLS: Managing Subordinates, SPSS,Proofreading
EXPERIENCE: 1-2 Years
QUALIFICATION: Post Grad
JOB CODE: JBKR02"
IT project tracking Analyst,"Bavdhan, Pune, Maharashtra",Visulon Technologies India,None,Exceptional research and reporting skills.You may be required to do some research before starting the tracking.Qualifications for Project Tracking Analyst.
Analyst - Quality | Falabella | 2-4 years,"Bengaluru, Karnataka",Falabella,None,"About the Job
Falabella is one of Latin America’s leading integrated retailers with 560+ stores across 7 countries comprising department stores, home improvement, supermarkets, real estate, financial services, and travel. The specialist India team delivers IT business solutions to the Falabella Group. Join a group of passionate and driven individuals who are not just accelerating digital transformation in eCommerce, but also have the opportunity to shape their career.
We are looking for a Senior Engineer – Quality who will be involved throughout the development lifecycle for a module or end to end Ecommerce platform with particular responsibility in the quality assurance with emphasis on development and implementation of test automation. You will be involved in the creation of business requirements creating test scripts and test scenarios to ensure developers understand the business requirements so that they can be effectively tested. You will be working closely with developers as they develop code to ensure requirements are being met and to the correct quality, and you will conduct automated (and manual tests where necessary) to ensure the software created is fit for purpose. You will be responsible for defining and driving innovative automated testing strategies and toolsets into our overall development processes that support and enhance the current Quality Assurance processes
Role & Responsibilities
Work as part of cross functional, passionate agile project teams to ensure quality is driven into the heart of the development process from requirements definition through to delivery
Designing, developing and supporting frameworks for our test infrastructure and providing automation expertise to our development teams
Contributing toward predictable delivery of quality releases
Research, recommend and implement tools as needed with the goal of increasing automation
Mentor team members on best practices in automation
Proactively bringing issues and problems to the attention of the team; generating, proposing and implementing innovative solutions to solve them
Be meticulous about documentation and maintaining a robust log of all test cases and test results
Ensure that all tests are executed and give regular feedback to the team lead on the status of quality
Use appropriate measures and KPIs to validate and report on software quality
Work closely with the software engineering team, Product Management and Technical Operations as well as business users and Senior Management, as required
Be a creative thinker who can quickly identify and test for functional ‘edge cases’ outside of expected functionality workflow"
