Title,Location,Company,Salary,Sponsored,Description
Web Developer,"Bengaluru, Karnataka",Indigo Solutions,"₹20,000 - ₹30,000 a month",Organic,"Mandatory Skills: JavaScript, HTML, CSS, Photoshop, WordPress, Designing, Coding and Modifying.
Candidate must be based in Bangalore.
Work from Office ( Mon-sat ) (10 a.m to 6 p.m.
No Remote Work available
Must have 1 to 3 years of experience in Web Development.
Job Types: Full-time, Walk-In
Salary: ₹20,000.00 to ₹30,000.00 /month
Experience:
Web Development: 1 year (Required)
Javascript: 1 year (Preferred)
HTML and CSS: 1 year (Required)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Web Developer,"Delhi, Delhi",Rent A PC,"₹15,000 - ₹20,000 a month",Organic,"Maintaining and updating company website
Also making new websites for our clients too
Job Type: Full-time
Salary: ₹15,000.00 to ₹20,000.00 /month
Experience:
CSS/CSS3: 1 year (Required)
work: 2 years (Required)
total work: 2 years (Required)
Education:
Bachelor's (Preferred)
Programming Languages needed:
CSS (Preferred)
Industry:
IT Operations & Helpdesk
Work Remotely:
No"
Web Developer,"Jaipur, Rajasthan",Flipshope,"₹10,000 - ₹12,000 a month",Organic,"Job Summary
We are looking for candidates who have basic knowledge of HTML, CSS, JS and MySQL.
Job Location: Pratap Nagar, Sanganer, Jaipur
(Candidates must be ready to join at this location)
Work from Home
Not Allowed
Responsibilities and Duties
Develop Queries,
Checking Errors, issues, expired coupons and pass these to relevant team
Check and update database
Required Experience, Skills and Qualifications
0-6 months of experience as a web developer.
Strong written and verbal communication skills (technical writing exp. is a plus).
Strong analytical skills
Should be a graduate
Benefits
Open and friendly environment,
chance to manage a team,
Independent environment.
Job Types: Full-time, Fresher, Walk-In
Salary: ₹10,000.00 to ₹12,000.00 /month
Location:
Jaipur, Rajasthan (Required)
Language:
English (Required)
Required Documents:
Aadhar Card (Preferred)
Programming Languages needed:
HTML (Preferred)
CSS (Preferred)
JavaScript (Preferred)
Work Remotely:
No"
Game Developer,"Delhi, Delhi",H.Q.Lamps manufacturing company Pvt. Ltd.,"₹30,000 - ₹45,000 a year",Organic,"Job Description
Are you a solid Game Server Developer looking for an opportunity to work with and learn some of the latest technologies being used today? If so, this could be the job for you.
Requirements: 1+ years of Game Server Logic and Development experience. Bachelor's degree in a computer-related field. Strong understanding of building enterprise web applications. Well-rounded in C# and Game sparks or Player IO.
Skill Set: Able to succeed in an established working environment using advanced processes, provide feedback, present information and prioritize multiple tasks to ensure project timelines are achieved.
Willing and able to learn new technology is required. Also must have past experience in working on multiplayer games.
1. Good knowledge and experience of Game Sparks
2. Must know C# language
3. Hands on experience on Server side coding
4. Can develop Game Logic for Card Games(Poker/Teen patti/Seep)
5. Bot Logic
6. Must know Database Management for game history etc.
7. Experience deploying to Android , IOs and Windows platforms
8. Experience with sockets/network programming
9. Experience with Git is a plus
Job Description: You will be an integral part of a team that is building multiplayer online game and AR features.
Role:
Software Developer
Industry Type- IT-Software, Software Services
Functional Area- IT Software - Server Programming, Maintenance
Employment Type- Full Time, Permanent
Role Category- Server Programming and game logic designing.
Education
UG : B.Tech/B.E. in Computers
PG : Not Required
Doctorate : Doctorate Not Required
Key Skills
C#, Json, Player IO, Game Sparks, Unity 2D and 3D, Networking Sockets ,Web Technologies, Network Programming ,Visual Studio, Object Oriented Programming, Game Development
Job Types: Full-time, Contract, Walk-In
Salary: ₹30,000.00 to ₹45,000.00 /year
Experience:
game development: 1 year (Preferred)
C#: 2 years (Required)
Game Sparks or PLayer IO: 1 year (Required)
server development: 1 year (Required)
unity : 1 year (Required)
Work Remotely:
Temporarily due to COVID-19"
PHP & Wordpress Developer,"Indore, Madhya Pradesh",Exaalgia IT Solutions,None,Organic,"Designation-
Web Developer
Educational Qualification-
Bachelor’s degree in Computer Science or a related technical discipline, or the equivalent combination of education, technical training, or experience.
Experience-
Minimum 2 years of experience in Web application Development
Responsibilities-
Setting up and managing multiple environments (dev, test, and live)
Converting existing non-WordPress applications into effective, user-friendly WordPress themes (sites)
Updating and maintaining existing WordPress websites, including content updates, visual enhancements, landing page creation, plugins, and widgets
Using graphics and mockups effectively to adhere to the style and brand identity
Testing and troubleshooting pages on multiple browsers and platforms
Troubleshooting production issues
Project reporting and effective communication of status and tasks related to their initiatives
Work with the dev team to ensure seamless harmony between the application and marketing website
Skills and Qualifications-
Strong understanding of server-side maintenance of Wordpress
Knowledge of page speed optimization
Ability to create a fully responsive, custom WordPress themes from scratch
Strong understanding of and experience with a variety of plugins that enable additional capabilities for non-technical team members
Development expertise with custom post types, advanced custom fields, plugins, theme development, widgets, and WordPress database structure knowledge
Strong knowledge of MySQL, PHP, JAVA, HTML,CSS, and Javascript (bonus)
Ability to troubleshoot problems with or add features to pre-existing and or pre-made themes
Job Type: Full-time
Experience:
PHP and Wordpress: 2 years (Required)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Wordpress Developer,"New Delhi, Delhi",Prakshi Fine Jewelry,"₹25,000 - ₹35,000 a month",Organic,"WordPress Developer - Job Description
We are seeking a WordPress Developer responsible for both back-end and front-end development, including creating WordPress themes and plugins. This position requires a combination of programming skills, namely PHP, HTML5, CSS3, and JavaScript. A good understanding of element arrangements on the screen, the color and font choices. The candidate should have a strong understanding of industry trends and content management systems. Experience with the responsive and adaptive design is strongly preferred. Also, an understanding of the entire web development process, including design, development, and deployment is preferred.
Responsibilities
Designing and implementing new features and functionality
Establishing and guiding the website’s architecture
Ensuring high-performance and availability, and managing all technical aspects of the CMS
Helping formulate an effective, responsive design and turning it into a working theme and plugin.
Building & analysing user tracking on the website
Skills and Qualifications
Good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery
Experience building user interfaces for websites and/or web applications
Experience designing and developing responsive design websites
Comfortable working with debugging tools like Firebug, Chrome inspector, etc.
Ability to understand CSS changes and their ramifications to ensure consistent style across platforms and browsers
Ability to convert comprehensive layout and wireframes into working HTML pages
Knowledge of how to interact with RESTful APIs and formats (JSON, XML)
Proficient understanding of code versioning tools such as Git
Strong understanding of PHP back-end development
Job Type: Full-time
Salary: ₹25,000.00 to ₹35,000.00 /month
Experience:
Wordpress development: 1 year (Required)
web developement: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Senior PHP Web Developer,"Madhapur, Hyderabad, Telangana",Anusoft Technologies,"₹5,00,000 - ₹8,00,000 a month",Organic,"4 to 10+ years experience in PHP-MVC, MS-SQL for ecommerce web applications.
Experience in MVC Frameworks in PHP like OpenCart, Magento.
Experience in developing REST API development in PHP MVC networks.
Experience in analysis, coding, client interaction and implementation of larger scale Business Web-Applications.Update
Job Types: Full-time, Part-time, Contract
Salary: ₹500,000.00 to ₹800,000.00 /month
Experience:
software development: 3 years (Preferred)
total work: 3 years (Preferred)
Work Remotely:
Yes"
Dot Net Developer,"Jaipur, Rajasthan",Codunite Private Limited,"₹10,000 - ₹16,000 a month",Organic,"We have an urgent opening for ASP.Net with c# Developers in our organisation.Position : Developer, Very good knowledge for development on ASP.NET * Strong understanding of Object Oriented Programming with knowledge in Database. Hands-on experience in C#, ASP.Net MVC, Web API, Entity framework, Exposure in JQuery, AJAX & JSON or any JavaScript Libraries /JQuery/Node.JS) and SQL Server Database.* Integration of the front-end and back-end aspects of web applications. Design of the overall architecture of web applications and internal API* Strong knowledge writing and optimizing SQL queries, stored procedures, database triggers and indexes. * Experience in any Software Industries.
Job Type: Full-time
Salary: ₹10,000.00 to ₹16,000.00 /month
Experience:
Sql Dba: 1 year (Required)
C#: 1 year (Required)
DOTNET: 1 year (Required)
HTML: 1 year (Required)
Education:
Secondary(10th Pass) (Required)
Work Remotely:
Yes"
Wanted PHP Website Developers (2year Exp),"Sivakasi, Tamil Nadu",AIIMTECH SOFTWARE SYSTEM,None,Organic,"Wanted Software Developers, Website Designers:
Vacancy Available for talented Software/Web Developers. Send your resume to our email
address.
Skills : HTML5, PHP, C#, .NET Technologies, Android, SQL/MySQL, WordPress
Qualifications : B.E(CSE/IT),BCA,MCA,B.sc/M.sc(CS), B.Tech
Work Experience : Min 2+Year Exp Required
Job location : Sivakasi,Virudhunagar District, Tamilnadu
Website : www.aiimtech.com
Job Type: Full-time
Experience:
Web development: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Sivakasi, Tamil Nadu (Preferred)
Programming Languages needed:
PHP (Required)
HTML (Required)
.NET (Preferred)
CSS (Required)
Work Remotely:
No"
Junior Front End Developer,"Bengaluru, Karnataka",Incube Hub,None,Organic,"We are looking for Junior Front End Developer.
Experience Level: 1+ year of Front End development
Job Requirement:
Experience in JavaScript, UI
API Experience (interface to Backend)
Web/HTML development experience
Familiarity with Windows and Mac platforms and common Web browsers, Safari, Chrome
Troubleshooting Expertise
Excellent Communication Skills
Working knowledge of GitHub
Working knowledge of Cloud based compute and storage resources such as Digital Ocean, AWS or BlueHost
Familiarity with IT Recruitment process and terminology (plus)
Job Type: Full-time
Experience:
JavaScript: 1 year (Required)
HTML: 1 year (Required)
Front End Development: 1 year (Required)
Education:
Bachelor's (Preferred)"
Front End Developer,"Bengaluru, Karnataka",MARMETO,"₹2,00,000 - ₹5,00,000 a year",Organic,"Job Description- Front-End Developer
Exp-2+years
Marmeto is an IT solution company, we believe in solving the unseen issues and deliver the tech solutions with a personal touch. Currently providing service and in house products of our own. Touch-based 650+ clients across the globe.
We are associated with Kolkata Knight Riders, The Hindu, TCS, Boat, Nokia, PayPal, Amazon, Wonderchef, The Raw Factory, Tredy Foods, Zapyle, Sproxil, Qtrove, Get Me a Course, Kisan, The Better India, Harrison Bags, Mordialloc Florist and the list goes on.
Job Summary:
We are looking for an ambitious and self-driven Front-end Developer to join our team. As a Front-end Developer, you will be responsible for implementing visual elements that users see and interact within a web application. At our company, you will be working with the latest technology, you will have the chance to advance and grow your career.
What do we expect from you?
- Use a variety of programming languages in order to create user-friendly web pages
- Optimize web applications for maximum speed
- Always stay consistent with our brand guidelines
- Make suggestions for better solutions to problems
- Keep abreast of the latest and emerging technologies.
Search is still on.....
If you are passionate about talent and technology and dream codes, then this is just the right side of the
world. Our requirements are quite simple, we need someone who is:
- 2+ years of experience as a Front-end Developer
- Excellent knowledge of browser troubleshooting and debugging practices and techniques
- Experience with markup languages
- Experience with HTML, CSS, Bootstrap, SCSS, JavaScript, and jQuery
- Knowledge of graphics software such as Adobe Suite, Photoshop etc.
- Sense of ownership and pride in your performance and its impact on the company’s success
- Critical thinker and problem-solving skills
- Team player
- Good time-management skills
- Great interpersonal and communication skills
- Plus point if you have worked on Shopify
Job Type: Full-time
Salary: ₹200,000.00 to ₹500,000.00 /year
Experience:
web development: 2 years (Preferred)
HTML/CSS/Javascript/Jquery: 2 years (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Web Developer,"Raipur, Chhattisgarh",MNCHOST Incorporation,"₹2,50,000 - ₹3,50,000 a year",Organic,"We are looking for a skilled Web Developer who will be responsible for developing and/or designing websites for our company. You will be working alongside a team of other developers in creating, maintaining, and updating our websites.
In order for you to succeed in this role, you will need to be proficient in JavaScript, HTML, CSS, PHP and have solid knowledge and experience in programming applications.
Job Types: Full-time, Contract
Salary: ₹250,000.00 to ₹350,000.00 /year
Experience:
CSS/CSS3,Javascript,HTML,PHP: 1 year (Required)
work: 1 year (Required)
total work: 1 year (Required)
Education:
Bachelor's (Required)
Programming Languages needed:
HTML (Required)
CSS (Required)
JavaScript (Required)
PHP (Required)
Work Remotely:
Yes"
Front-End / Web Dev (Application Development),"Bengaluru, Karnataka",Morgan Stanley,None,Organic,"Front-End / Web Dev (Application Development)
Job Number:
3153746
POSTING DATE: Jul 2, 2020
PRIMARY LOCATION: Non-Japan Asia-India-Karnataka-Bengaluru
EDUCATION LEVEL: Bachelor's Degree
JOB: Development
EMPLOYMENT TYPE: Full Time
JOB LEVEL: Associate
DESCRIPTION
Job Location: Bangalore
About Us
Morgan Stanley is a leading global financial services firm providing a wide range of investment banking, securities, investment management and wealth management services. We advise, originate, trade, manage and distribute capital for governments, institutions and individuals. As a market leader, the talent and passion of our people is critical to our success. Together, we share a common set of values rooted in integrity, excellence and strong team ethic. We provide you a superior foundation for building a professional career where you can learn, achieve and grow.

MS Wealth Management (MSWM) Technology
Morgan Stanley Wealth Management (MSWM) Technology is the global technology department responsible for the design, development, delivery and support of the technical solutions behind the products and services used by the Morgan Stanley Wealth Management (MSWM) business. The department is comprised of 10 organizations: Sales, Banking & Corporate-Client Technology, Investment Products & Markets Technology, Client Reporting, Core Processing, Private and International Wealth Management Technology, Technology Integration Office, Enterprise Infrastructure & Production Management, Capital Markets Application & Data Services, Deployment Planning & Release Management, and the Chief Operating Office.

Department Profile
Client Channels Technology is a dynamic and fast-paced area within the Firm’s WM Technology Division. The charter of this department is to develop Client-facing Websites and Mobile Applications. Working as a member of this team, the candidate will be responsible for developing and supporting external client facing web and mobile applications in an open and collaborative environment. If you are an exceptional

The Role
The UI team builds user interfaces that will run in responsive websites and hybrid mobile applications.
The candidate is expected to code, conduct code reviews, and test software as needed, working as part of a global agile team that comprises web application and web services developers.
Our UI tech stack includes the Angular framework, TypeScript, SCSS, RxJS, Adobe Analytics, and Cordova.
The candidate should be flexible and a self-motivated team player, committed to delivering on time.

QUALIFICATIONS
Skills Required
5+ years of experience building responsive websites
Excellent in JavaScript and CSS
Solid understanding of object-oriented programming
Attention to detail, with the ability to reproduce a visual design exactly using CSS and HTML
Strong communication skills and problem solving skills
Ability to take ownership of work streams, operates without close supervision, and work across the organization.
Skills Desired
Experience with Angular, TypeScript, and SCSS
Knowledge of responsive web development and accessibility, including WCAG 2.1 guidelines
Strong grasp of user experience
Experience with agile methodologies"
Front End Developer,"Jaipur, Rajasthan",Hippo Cabs,"₹30,000 - ₹40,000 a month",Organic,"Job Description
We are looking for a Frontend Developer responsible for the client side of our service. Your primary focus will be to implement a complete user interface in the form of a mobile and desktop web app, with a focus on performance. Your main duties will include creating modules and components and coupling them together into a functional app. You will work in a team with the back-end developer, and communicate with the API using standard methods. A thorough understanding of all of the components of our platform and infrastructure is required.
*
Responsibilities
Delivering a complete front end application
Ensuring high performance on mobile and desktop
Writing tested, idiomatic, and documented JavaScript/jQuery, HTML, CSS and Ajax.
Coordinating the workflow between the graphic designer, the HTML coder, and yourself
Cooperating with the back-end developer in the process of building the RESTful API
Communicating with external web services
Skills
Proficiency with JavaScript/jQuery, HTML5 and CSS.
Deep knowledge of Javascript practices and commonly used modules based on extensive work experience
Creating self-contained, reusable, and testable modules and components
Ensuring a clear dependency chain, in regard to the app logic as well as the file system
Extensive knowledge of CSS and JS methods for providing performant visual effects and keeping the framerate above 30fps at all times
Validating user actions on the client side and providing responsive feedback
Writing non-blocking code, and resorting to advanced techniques such as multi-threading, when needed
*
Job Type: Full-time
Salary: ₹30,000.00 to ₹40,000.00 /month
Experience:
Front End Developer: 2 years (Preferred)
Location:
Jaipur, Rajasthan (Required)
Work Remotely:
No"
PHP Web Developer,"Baner, Pune, Maharashtra",Honest Web Designs,"₹12,000 - ₹24,000 a month",Organic,"Work with PHP Laravel, Bootstrap and MySQL to design, develop and debug web applications
Work in teams and develop web apps using PHP
Focus on developing user interface components and implement them following well-known PHP workflows
Job Types: Full-time, Contract
Salary: ₹12,000.00 to ₹24,000.00 /month
Experience:
software development: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Core PHP (Preferred)
Programming Languages needed:
Python (Preferred)
Work Remotely:
Yes"
Front End Developer,"Panaji, Goa",ScreenRoot Technologies Limited,None,Organic,"Requirements:
Strong working knowledge of HTML, HTML 5, CSS, and Javascript.
Ability to hand-code Javascript
Can use and modify Bootstrap templates
Can directly take Photoshop files and create CMS-ready designs
Strong knowledge of optimization to ensure load times for sites are minimal
Understand Web standards and ensure responsive, cross-browser compatibility
Knowledge of any one CMS—Wordpress, Drupal or Jhoomla
Experience: 2 to 5 years
We’re looking for candidates preferably based in and around Panjim.
About the Company:
Screenroot is a leading Human-Screen Interaction Design firm. We design superior usability-oriented experiences and interfaces and operate at the intersection of business and UI UX design.
Website: https://screenroot.com/
Job Type: Full-time
Experience:
Wordpress / Drupal / Jhoomla: 1 year (Preferred)
HTML, CSS, and Javascript.: 1 year (Preferred)
Location:
Panaji, Goa (Required)
Work Remotely:
No"
