Title,Location,Company,Salary,Sponsored,Description
WordPress Developer,"Jaipur, Rajasthan",PROVIS TECHNOLOGIES PRIVATE LIMITED,None,Organic,"We are looking for an experienced and passionate WordPress Developer to join our IT team! As a WordPress Developer at our company, you will be responsible for both back-end and front-end development, including creating WordPress themes and plugins. We are expecting you to have a strong understanding of latest industry trends and content management systems.
Responsibilities: -
❖ Designing and implementing new features and functionality
❖ Establishing and guiding the website’s architecture
❖ Ensuring high-performance and availability, and managing all technical aspects of the CMS
❖ Helping formulate an effective, responsive design and turning it into a working theme and plugin
Requirements: -
❖ Good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery
❖ Experience building user interfaces for websites and/or web applications
❖ Experience designing and developing responsive design websites.
❖ Ability to understand CSS changes and their ramifications to ensure consistent style across
platforms and browsers
❖ Knowledge of how to interact with RESTful APIs and formats (JSON, XML)
❖ Proficient understanding of code versioning tools {such as Git, SVN, and Mercurial}
❖ Strong understanding of PHP back-end development
Job Type: Full-time
Work Remotely:
Temporarily due to COVID-19"
Web Developer,"Jaipur, Rajasthan",Jethi Tech Solutions,"₹8,000 - ₹15,000 a month",Organic,"Job Summary
The ideal candidate is a creative problem solver who will work in coordination with cross-functional teams to design, develop, and maintain our next generation websites and web tools. You must be comfortable working as part of a team while taking the initiative to take lead on new innovations and projects.
Responsibilities and Duties
Revise, edit, proofread & optimize web content
Work with cross-functionally to enhance overall user experience of our platforms
Own various design tasks involved in the web development life cycle from start to finish
Qualifications and Skills
Bachelor's degree or equivalent experience in Computer Science
At least 1 - 2 years' of experience using HTML, CSS, and JavaScript
Proficiency in at least one server-side technology (Java, PHP, NodeJS, Python, CodeIgnitor, Laravel, Wordpress)
Ability to multi-task, organize, and prioritize work
Job Types: Full-time, Part-time, Internship
Pay: ₹8,000.00 - ₹15,000.00 per month
Experience:
Web Development: 1 year (Required)
Education:
Bachelor's (Preferred)
Industry:
Software Development
Work Remotely:
Temporarily due to COVID-19"
Full Stack Web Developer,"New Delhi, Delhi",ORB Technologies,None,Organic,"We are looking for skilled & faster learner computer engineer who are comfortable with both front and back end programming.
Full Stack Developers will be required to see out a project from conception to final product, requiring good organizational skills and attention to detail.
Full Stack Developer Responsibilities:
Developing front end and back end web application architecture.
Developing back end applications.
Creating servers and databases for functionality.
Improvising existing database
Seeing through a project from conception to finished product.
Designing and developing APIs.
Meeting both technical and consumer needs.
Should be ready to try new technologies to meet the goal
must have knowledge in all stages of software development.
Job Types: Full-time, Internship, Fresher
Salary: ₹5,000.00 - ₹30,000.00 per month
Experience:
Html5: 1 year (Preferred)
total work: 1 year (Preferred)
Javascript: 1 year (Preferred)
Mysql: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Location:
New Delhi, Delhi (Required)
Benefits:
Health insurance
Paid leaves / Leave encashment
Work from home
Flexible work hours
Education assistance
Selection rounds:
HR Interview
Technical Interview
Industry:
IT Operations & Helpdesk
Work Remotely:
Temporarily due to COVID-19"
Web Developer,"Ghaziabad, Uttar Pradesh",mayakrishnasales pvt ltd,"₹15,000 - ₹50,000 a month",Organic,"candidates should be well versed in PHP or PYTHON or both to take projects independently.
Job Types: Full-time, Part-time
Salary: ₹15,000.00 - ₹50,000.00 per month
Experience:
work: 1 year (Preferred)
Programming Languages needed:
Python (Preferred)
PHP (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Web Developer,"Jaipur, Rajasthan",EG,"₹6,00,000 - ₹10,00,000 a year",Organic,"Experience: 5 Years
Qualification: B. Tech/ MCA
With your WordPress expertise, you will be responsible for maintaining and managing the website on word press and improving site performance to enhance user experience.
You will also be responsible for the design, layout, and maintenance of our websites. This position involves an in-depth understanding of both graphic design and computer programming.
Someone who has demonstrated experience, particularly in WordPress is required.
Job Type: Full-time
Salary: ₹600,000.00 - ₹1,000,000.00 per year
Experience:
total work: 5 years (Required)
Education:
Bachelor's (Preferred)"
Front End Developer,"Jaipur, Rajasthan",Web Master Driver,None,Organic,"01 - 3+ Years Experience
If you're passionate, reliable and up for the challenge and excitement of working with us, then please get in touch with below opening positions."
Web Designer with Wordpress knowledge,"Mohali, Punjab",Indi IT Solutions,None,Organic,"The successful candidate will be able to translate high-level requirements into interaction flows and artifacts. They will be able to transform them into beautiful, intuitive, and functional designs.
Designation - Web Designer with Wordpress knowledge
Experience - 1 to 3 years
Responsibilities
Create wireframes, storyboards, mockups, user flows, website, process flows and site maps to communicate interaction and design ideas
Create and follow original website design ideas that bring simplicity and user friendliness to complex roadblocks
Present and defend designs and key deliverables to peers and management
Establish and promote design guidelines, best practices and standards
Execute all visual design stages from concept to final hand-off to engineering
Requirements
Proven work experience as a web designer
Solid experience in creating wireframes, mockups, storyboards, user flows, process flows and site maps
Proficiency in Photoshop, Illustrator or other visual design and wire-framing tools
Proficiency in HTML 5, CSS 3 (Bootstrap 4) and JavaScript for rapid prototyping
UI/UX knowledge is required to understand flow of website and mobile app screens
Up-to date with WordPress 7 version. Implement HTML designs using latest standards.
Experience working in an Agile/Scrum development process
Excellent visual design skills with sensitivity to user-system interaction
Ability to solve problems creatively and effectively
Follow latest Web 2.0 trends, techniques and technologies
Demonstrable graphic design skills with a strong portfolio
BS/MS in Human-Computer Interaction, Interaction Design or a Visual Arts subject.
Benefits: -
Working environments that is safe, fun loving, comfortable and appealing to work in.
Ongoing opportunities and incentives to learn, develop and grow.
Best Training with hands on experience.
Work with Industry’s top notch Developers.
Stay updated with latest technology stack.
Get in rich with problem solving attitude.
Rich in activities, celebrations & knowledge sharing events.
-------- Interested candidates can apply through Indeed--------------------
Thank You
Regards
Shefali Sood
HR Manager
Indi IT Solutions
Job Types: Full-time, Walk-In
Education:
Master's (Preferred)
Technical skills needed:
Photoshop 7 (Preferred)"
PSD to HTML Developer / UI Developer / Web Designer,"New Delhi, Delhi",Eweblink Tech,None,Organic,"Job Title: Web Designer
Category: Full-Time
Salary: As per the industry
Location: New Delhi, Near Dwarka
Experience: Minimum 2 years experience in Dotnet on MVC Framework
Designers who can design PSD files in Photoshop, convert them into a responsive HTML page.
Knowledge of Bootstrap is desired.
Should have good knowledge of HTML5/CSS3 (Bootstrap), Proficiency in Designing on Photoshop, Strong control over Java script / J Query.
Minimum Education: Graduate"
Web Developer,None,M Square Media (MSM),None,Organic,"Specific responsibilities include:
Develop websites using best software development practices
Creating website layout or user interfaces using industry standard practices
Integrate data from various databases and back-end services
Can deliver software platforms across multiple products and organizational units
Maintain an understanding of the latest Web applications and programming practices
Identify problems caught through customer feedback and testing
Evaluating code to ensure it is valid and it meets industry standards operating systems
Determining user needs by determining technical requirements
Work with Web Designers and other Web Development teams to create the best possible website.
Be aware of emerging technologies and industry trends and apply them into operations and activities.
Qualifications
2-3 years of experience in front end web development
Strong knowledge of web standards.
Proficient understanding of web mark-up, including HTML5 and CSS3.
Proficient understanding of cross-browser compatibility issues and ways to work around them.
Good understanding of JavaScript programming and DOM manipulation
Is knowledgeable in responsive web design
Working knowledge of Angular, Bootstrap, react.
Has skills in testing and debugging
Proficient understanding of code versioning tools, such as Git
Skills and Experience
Creative problem solving and aggressive problem diagnosis skills
Strong organizational skills to juggle multiple tasks
Ability to thrive in a fast-paced environment
Excellent ability in both written and verbal communication.
Able to develop ideas and clearly express them
High degree of independent judgment
Job Type: Full-time
Experience:
FronT End Web Development: 2 years (Required)
Education:
Bachelor's (Required)
Location:
Remote (Required)
Language:
English (Required)"
Web Designer & Developer,"Pitampura, Delhi",TECHMARKETZ,None,Organic,"Proficiency in HTML5, CSS3, and JavaScript Jquery.
Experience in responsive HTML with and without Bootstrap.
Design functional and intuitive interfaces for web and mobile platform.
Highly proficient in mobile website and responsive designs.
Identify and solve HTML/CSS issues and cross-browser compatibility issue.
Should have sound knowledge and hands on experience in implementing JQuery scripts.
Designing sample pages including colors and fonts.
Preparing design plans and presenting the website structure.
Job Types: Full-time, Contract
Experience:
total work: 1 year (Required)
html and css: 1 year (Required)
Technical skills needed:
Photoshop 7 (Preferred)
Work Remotely:
No"
Front End Developer / Web Designers,"Ahmedabad, Gujarat",DIT India,None,Organic,"Qualification: BE / B.Tech / MCA / M.Sc IT/ BCA
Experience : 1 TO 2 Years
Positions : 02
Location: Ahmedabad
Desired Profile
Expertise of HTML5 , CSS3 and jQuery
Experience of working on BC stencils theme development or Shopify Liquid theme development
Experience of working with BC or Shopify store development
Knowledge of UI frameworks such as Bootstrap , less will be plus.
Good understanding of web technologies and contact management systems.
Knowledge of Open source systems like WordPress etc would be a plus.
Excellent communication and interpersonal skills.
Keen to learn new technologies
Quality obsessive ,team player ,quicker learner, problem solver
Roles & Responsibility
Working closely with UI Lead and QA team and high quality browser/device compatible websites & web applications.
Responsible for converting design (PSDs/PNGs) into tableless & browser/device compatible responsive html/css as per W3C Standards.
Should be able to Mentor juniors.
Should be able to deal with client communication."
Angular 9 UI front end developer,India,Larsen & Toubro Infotech Limited,None,Organic,"1) Responsible for writing the front end UI responsive web/mobile design in Angular 9 with backend sprint boot services. 2) Participate in the entire application lifecycle, focusing on coding and debugging Write clean code to develop functional web applications Troubleshoot and debug applications Perform UI tests to optimize performance Manage cutting-edge technologies to improve legacy applications Collaborate with back -end developers to integrate user-facing elements. 2) Follow LTI QMS policy 3) Effective communication with team and clients"
Web Designer & Developer Internship and Career Development,"Chennai, Tamil Nadu",ITCS Technologies,"₹5,000 - ₹18,500 a month",Organic,"Web Design Internship career Training
- Online Training
- Easy to Learn
- Incentives
- Weekly Payout Option
For Login
Contact Instructor
+91 80726 50551
+91 90030 65935
Job Types: Full-time, Part-time, Temporary, Internship, Contract, Commission, ...
Salary: ₹5,000.00 to ₹18,500.00 /month
Education:
Secondary(10th Pass) (Preferred)
Benefits:
Health insurance
Meal card / Food coupons
Work from home
Flexible work hours
Education assistance
Joining bonus
Industry:
IT Operations & Helpdesk"
Frontend Developer - HTML/CSS/Javascript/Wordpress,"Vaishali Nagar, Rajasthan",Gcreationz LLP,"₹10,000 - ₹25,000 a month",Organic,"Who can apply : -
Strong understanding of HTML5, CSS3, Javascript, jQuery, Bootstrap, React.js
Understanding of Web design trends and techniques and upcoming trends.
Optimizing the web pages, on the basis of SEO and pages load speed
Should have a working knowledge of both graphic & web design.
Knowledge of CSS pre-processor, such as SASS or LESS will be plus.
Keen to learn new technologies.
Quality obsessive, team player, quick learner, problem solver.
Responsibilities : -
Create wireframes, Smart Templates, storyboards, user flows, prototypes, process flows and high fidelity mock-ups to effectively communicate design ideas
Conceptualize original ideas that bring simplicity and user-friendliness to complex design roadblocks
Deliver across the entire app life cycle - concept, design, build, deploy, test and support
Conduct user research and evaluate user feedback - Writing well designed, testable, efficient code by using best software development practices
Developing and managing several databases and reporting tools.
Having intuitive abilities to understand and create simple and user-friendly Interface
Good communication skills in English language.
Ability to handle multiple tasks.
What We Provide : -
Informal work style, start-up culture
Equal opportunity employer
Payscale - best in industry
Flexible work timings
Qualifications :
B.Tech / MCA in Computer Science or equivalent
Job Types: Full-time, Contract
Salary: ₹10,000.00 - ₹25,000.00 per month
Experience:
JS/JQUERY/Responsive: 1 year (Required)
HTML/CSS: 2 years (Required)
total work: 1 year (Required)
AngularJS: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Vaishali Nagar, Rajasthan (Preferred)
Licence:
HTML/CSS (Preferred)
Work Remotely:
Yes"
Front End (UI/UX) Developer,"Hyderabad, Telangana",Actora Corporate Solutions Pvt Ltd,None,Organic,"Resposibilities:
* Produce mockups and designs and implement them using HMTL and CSS.
* Build responsive, optimized and lightweight web pages as per requirement.
* Visualize & Create great user experiences.
Required Skills:
Expert knowledge in Javascript with hands-on experience in some javascript frameworks.
Expert knowledge in HTML5, it's best practices.
Expert knowledge in CSS3.
Job Type: Full-time
Experience:
Programming / HTML: 1 year (Required)
total work: 1 year (Required)
Work Remotely:
Temporarily due to COVID-19"
Sr. WordPress Developer.,None,Lotus Interworks Inc,None,Organic,"About Company
Lotus Interworks Inc is an advanced technology company with leadership team form Massachusetts Institute of Technology (MIT), Stanford University, and Harvard University. Our product Simplia is re-inventing Online Local Services Marketplaces, with deep technology and strong leadership and strategy in place.
Leadership Team: Chairman: Ray Stata Founder of Analog Devices (ADI NASDAQ), President & CEO: B Gopinath. He started as a scientist at Mathematics research center of AT&T bell laboratories. He holds several fundamental patents in communications and computer technologies. Advisor: Alain Hanover, Senior Partner Elite Engineers Fund, at Alumni Venture Group (AVG recognized by PitchBook as the most active VC firm in the world in 2018). Advisor: Bill Kerrigan, Bills career includes more than 30yrs of distinguished accomplishments, Including roles as President & CEO of Abine, Radialpoint, and as EVP of McAfee's Worldwide Consumer Business.
Responsibilities and Duties
Conceptualize, develop and maintain rich, scalable & high performing web-applications using WordPress/PHP web frameworks which are cross-browser & mobile compatible.
Extensively engage in iterative development model right from requirements gathering, development, deployment & production support.
Keep up-to-date with emerging trends and best practices around web development and relevant web frameworks.
Deliver high-quality web & mobile solutions on time.
Technically guide junior members in the team as needed..
Qualifications
Working experience in WordPress, PHP (preferably using any MVC frameworks) and MySQL.
Sound understanding of OOPS concepts.
Innovative and an excellent problem solver.
Good team player who proactively works in achieving team & company goals.
Quick learner and capable of mastering new skills efficiently.
Should possess excellent communication skills and be able to prepare technical PPT's outlining module architecture/standards, conduct demos and document repeatable tasks to facilitate knowledge transfer amongst team members & to relevant stakeholders.
Conduct unit and integration testing for the developed module.
Organize, prioritize, and handle multiple tasks/projects simultaneously.
Educational qualifications - BS/MS degree in Computer Science, Engineering, MCA or any similar relevant field.
Skills
Required skills : -
Extensive hands-on WordPress development experience.
Sound conceptual understanding of WordPress architecture, short codes, hooks and coding standards.
Extensive development experience in creating / customizing WordPress plugins / themes.
Sound PHP development experience.
MySQL.
HTML / HTML5.
CSS / CSS3.
Javascript / JQuery.
Development of rest API's and related standards.
Nice to have skills: -
Development experience using any industry standard PHP MVC frameworks such as Codeigniter / Laravel.
Bootstrap or any industry standard client-side web frameworks.
Knowledge on WordPress plugins like WooCommerce, Multi-vendor Marketplace, ShortCodes Ultimate, Ultimate Member, Bookly etc.
Knowledge on WordPress page builder Divi.
Knowledge on payment gateway integration API’s like Authorize.net, Stripe,Paypal etc.
Experience
Proven 5 - 6 years of experience developing web applications on WordPress platform.
Shift Model
Candidates should be available only for 4 mandatory hours for the scheduled shift in US timings (Open for Night Shifts), In this case Salary will be based on the productive hours spend by the employees.
Work Environment Needs
A proper and quiet work place with all necessary infrastructure is mandatory (Laptop, Headset, Desk, Chair & Power Back up)
Bandwidth Needs
Candidates should have a primary broadband connection with minimum of 30Mbps and a secondary connection which will serve as a back up, company will reimburse the amount incurred towards the broadband installation & monthly data charges borne by the employees, based on the submission of Invoice/receipt to accounts department for both primary & secondary connection.
Company Perks
Night Shift allowance as per company policy
Job Types: Full-time, Part-time, Contract
Experience:
total work: 6 years (Preferred)
developing web applications on WordPress platform: 5 years (Preferred)
Education:
Bachelor's (Preferred)
Shifts:
Night (Required)
Work Remotely:
Yes"
Web Designer & Developer,"Jaipur, Rajasthan",Silvermerc Designs Private Limited,"₹1,20,000 - ₹1,40,000 a year",Organic,"Job Summary
The complete website development and maintenance will be the key areas of responsibilities.
The candidate will be required to handle multichannel ecommerce business,daily SEO and SMO activities.
knowledge of photoshop and excel vba is required.
the candidate should be proficient in english.
Responsibilities and Duties
WEBSITE MAINTENANCE
SEO
SMO
MULTICHANNEL ECOMMERCE BUSINESS
Required Experience, Skills and Qualifications
C PROGRAMMING
PHP,JAVA
PHOTOSHOP
HTML,CSS
APP DEVELOPMENT
DIGITAL MARKETING
Job Type: Full-time
Salary: ₹120,000.00 - ₹140,000.00 per year
Experience:
work: 1 year (Preferred)
Location:
Jaipur, Rajasthan (Preferred)
Work Remotely:
No"
Freelance Web Designer & Developer,"Chennai, Tamil Nadu",Butterfly Graphics,"₹10,000 - ₹20,000 a month",Organic,"Good knowledge in english with 2-3 years experience. Need to travel within Chennai
Job Types: Full-time, Part-time
Salary: ₹10,000.00 to ₹20,000.00 /month
Experience:
Wordpress: 3 years (Required)
work: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Yes"
Web Designer & Developer,"Bhopal, Madhya Pradesh",Askgalore digital India Pvt Ltd,None,Organic,"Regular exposure to business stakeholders and executive management, as well as the authority and scope to apply your expertise to many interesting technical problems.
Candidate must have a strong understanding of UI, cross-browser compatibility, general web functions and standards.
Experience in planning and delivering software platforms used across multiple products and organizational units.
Deep expertise and hands on experience with Web Applications and programming languages such as HTML, CSS, JavaScript, JQuery and API's.
Deep functional knowledge or hands-on design experience with Web Services (REST, SOAP, etc ..) is needed to be successful in this position.
Strong grasp of security principles and how they apply to E-Commerce applications.
*
Job Type: Full-time
Experience:
Web Developer: 2 years (Preferred)
web designing: 1 year (Preferred)
total work: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Full Stack Web Developer,None,Joys Bakehouse,"₹20,000 - ₹25,000 a month",Organic,"We are hiring web developers for a new project that we are undertaking
It's a remote (work from home) job opportunity in which you must be willing to work independently with not much micromanagement.
An ideal candidate must have:
- The ability to learn about new technologies
- Work independently by maintaining company code standards
Developer will be on probation for first 3 months during which there would be less incentives and once we are satisfied with your learning speed and ability to grasp the concepts then you will be made permanent. There will also be 1-on-1 pair programming with CTO for first 3 months.
Expected Start Date: Immediate
Job Types: Full-time, Internship, Fresher
Salary: ₹20,000.00 - ₹25,000.00 per month
Experience:
golang: 1 year (Preferred)
vuejs: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Yes"
Web Designer & Developer,"Bengaluru, Karnataka",Finexta Infotech Pvt. Ltd,"₹2,00,000 - ₹3,50,000 a year",Organic,"Web designer and developer required. Should be able to design web applications using following technologies
HTML 5
CSS 3
Javascript
JQuery
Bootstrap
Angular
Ionic
Job Type: Full-time
Salary: ₹200,000.00 - ₹350,000.00 per year
Experience:
Wordpress: 1 year (Preferred)
web designing: 1 year (Preferred)
total work: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Technical skills needed:
Photoshop 7 (Preferred)
Work Remotely:
Yes"
