Title,Location,Company,Salary,Description
IT Software Engineer,"Pune, Maharashtra",UBS,None,"Your role

Are you passionate about bringing systems to life? Do you have the drive to innovate?

Do you want to help develop a new high-profile on-line trading application? Take pride in the quality of software delivered for each development iteration? We’re looking for someone like that to join us and:
be a part of a high-performing team on a high-profile project.
solve challenging problems in elegant way
master state-of-the-art technologies
build the highly responsive and fast updating application
in Agile & Lean environment
apply best development practices and effectively utilize
technologies
work across full delivery cycle to ensure high quality delivery
write high quality code and adhere to coding standards
work collaboratively with a small team of technologists
Your team

The Neo Federal Team is enabling other development teams to provide their solutions inside integrated platform called Neo. The UBS Neo is our leading project that intends to replace all client facing systems with one modern and technically advanced solution. Neo is designed as microservice ecosystem with state-of-the-art technologies composed into one multifunctional portal.

Our range of duties is related to Neo Search capabilities to provide relevant search results to end user across different data sets including Research,instruements, other finantial data.

You will be joining the existing Agile team within UBS Investment Bank to develop NEO Search capabilities on Cloud with state-of-the-art technologies. You will work closely Architect, Developers using the Platform, Quality Assurance and Security professionals. Currently one of team biggest focuses is cloud migration.

Your expertise

You have:
expertise in fundamentals of computing science including data structures and algorithms.
expertise in core Java 8 with knowledge of low-level parts of API like multi-threading, concurrency utilities
Knowledge of how distribted systems functions
clean coding skills and excellent problem solving ability.
fluency with design patterns and refactoring techniques.
fluency in unit testing / testing frameworks (JUnit / Mockito etc).
fluency with platforms and frameworks (Spring/Spring Boot)
experience in building micro-service solutions
experience with web services (REST) and messaging systems.
fluency with UNIX command line tools.
Working knowledge on Kafka, Search engine (Elastic, Azure Search etc.), No SQL databses is added advantage
knowledge of agile development practices (Scrum, XP, Kanban etc)
experience with source control systems (Git), build tools and continuous integration (Maven, TeamCity, Sonar etc.)
experience with project and issue tracking tools (JIRA, etc.)
knowledge of cloud technologies (Kubernetes, Docker)
You are:
focused on quality
an excellent communicator
aware of on-going technology trends and know pragmatically leverage their benefits
quick learner
comfortable working independently, as well as in a team-oriented, collaborative environment
fluent in English
Your colleagues

About us

Expert advice. Wealth management. Investment banking. Asset management. Retail banking in Switzerland. And all the support functions. That's what we do. And we do it for private and institutional clients as well as corporations around the world.

We are about 60,000 employees in all major financial centers, in more than 50 countries. Do you want to be one of us?

Join us

We're a truly global, collaborative and friendly group of people. Having a diverse, inclusive and respectful workplace is important to us. And we support your career development, internal mobility and work-life balance. If this sounds interesting, apply now.

Contact Details

UBS Recruiting India

Disclaimer / Policy Statements

UBS is an Equal Opportunity Employer. We respect and seek to empower each individual and support the diverse cultures, perspectives, skills and experiences within our workforce.

Apply now
Save"
Graduate Engineer,"Bengaluru, Karnataka",Mavenir,None,"Mavenir is purpose-built to redefine mobile network economics for Communication Service Providers (CSPs). Our innovative solutions pave the way to 5G with 100% software-based, end-to-end, Cloud Native network solutions. Leveraging industry-leading firsts in VoLTE, VoWiFi, Advanced Messaging (RCS), Multi-ID, vEPC and Cloud RAN, Mavenir accelerates network transformation for more than 250+ CSP customers in over 130 countries, serving over 50% of the world’s subscribers
Role Summary
The TAC engineer will respond to customer product inquiries via telephone or in written internet-based email or chat sessions.
Key Responsibilities
The engineer will also be responsible for monitoring key customer sites and understanding of the metrics and alarms involved raise issues proactively to the next level of Operational Support teams within the organization
Job Requirements
Essential:
User level knowledge of Linux
User level knowledge of SQL
Desirable:
Admin level knowledge of Linux
Networking concepts
Methodical problem-solving skills
Good verbal and written communication skills, both face to face and remotely with people for whom English is not their first language
Able to assimilate technical information quickly and apply it to a given situation
Able to work to job standards and process requirements and drive for quality
Ability to work individually with little supervision, but flag up issues promptly
Pays attention to detail and owns issues to completion
Shows initiative and is able to make appropriate decisions
Commitment to achieve the required goals
Can produce thorough and accurate technical documentation
Adaptable and flexible – a “can do” attitude
Team worker
Able to build relationships with customers, identifying and focussing on their needs
A good awareness of other cultures
Works well under pressure
Self-motivated
Demonstrates a professional manner
Accessibility
Mavenir is committed to working with and providing reasonable accommodation to individuals with physical and mental disabilities. If you require any assistance, please state in your application or contact your recruiter.
Mavenir is an Equal Employment Opportunity (EEO) employer and welcomes qualified applicants from around the world, regardless of their ethnicity, gender, religion, nationality, age, disability, or other legally protected status."
Enterprise Cloud Engineering Azure-Lead,"Bengaluru, Karnataka",Wipro Limited,None,"Job Description

8+ Years of Azure DevOps engineering experience
Should have good working experience developing AzureCI/CD pipelines
Deployment, automation, management, and maintenanceof Azure DevOps with Windows and Linux environments.
Integration of different Build environments(Dev/QA/PROD)
Automated build creation and release of builds onService Fabric Cluster deployment environment.
Automated scheduling of tests for execution onsystems post-build deployment.
Automated deployment of database scripts on thePostgreSQL databases.
Integration of code quality checking tools likeSonarQube etc. with Build pipelines.
System troubleshooting and problem resolution across various applications andplatforms
Roles & Responibilities
""As a Lead, you are responsible for managing a small team of analysts, developers, testers or engineers and drive delivery of a small module within a project (Delivery/Maintenence/Testing) You may serve as entry level specialist with expertise in particular technology/industry domain/a process / application / product. You are responsible for functionalechnical track of a project.""

We are an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, gender identity, sexual orientation, disability status, protected veteran status, or any other characteristic protected by law.
Wipro does not charge any fee at any stage of the recruitment process and has not authorised agencies/partners to collect any fee for recruitment. If you encounter any suspicious mail, advertisements or persons who offer jobs at Wipro, please do let us know by contacting us on helpdesk.recruitment@wipro.com
Mandatory Skills
Enterprise Cloud Engineering Azure-L3
Desirable Skills
Cloud-Microsoft Azure DevOps-L3"
Cloud Network Engineer,"Chennai, Tamil Nadu",Spectromax Technolgy,None,"Greetings From Spectromax Technolgy ,
we have openings in Cloud Network Engineering
Exp: 8-15 yrs
NP: Immediate to 15 days
Location: chennai
Requires knowledge of computer networks, hardware, and systems software.
Candidate should be experienced in deploying and supporting IP networks and associated network technologies.
Candidate can establish,configure and troubleshoot VPN tunnel related works
Usage of Standard network equipment and software for performing network and security administration tasks
Must have conducted operation and maintained network devices and products like Cisco and other leading network and hardware software's
Candidate must have knowledge in design and testing of routers,switches,firewalls,WAN and WAN communication technologies,Internet and protocols.
Candidate must have minimum 3 year of experience in AWS Cloud and AWS Network Stacks Certifications Required: CCNA,CCNP and AWS certification
Job Types: Full-time, Contract
Experience:
total work: 8 years (Preferred)"
DevOps Engineer for AWS/Azure/google and Native cloud,"Bengaluru, Karnataka",Archeron Group,None,"We pride in the fact that in our firm we have no glass ceilings or hindrances to personal growth. We encourage our employees to map out a personal growth chart before we place them in their respective departments or practices. We are an equal opportunity employer. Our policies help you redefine your workspace. We offer you not just a place to grow but also a place where you have intellectual freedom.
How to apply
To assist in finding you, we use a combination of interviews and psychometric assessments.
Our recruitment is not based solely on academic achievements. We are seeking to appoint candidates who satisfy a broad range of criteria in terms of their ability to make a positive and on-going contribution to the organization.
Although the precise timeline, number of steps, and evaluation process do vary somewhat according to the position being filled, the standard process for most positions is as follows:
Application: Mail your Resume and Cover letter to hr@archerongroup.com with the Job Code in the Subject line. You will need to attach your resume and any other supporting documents required for the job description.
Interviews: The interview process is an opportunity for you to get to know our organization, clarify the opportunities available to you, and explore your technical knowledge. Interviews will take place with a representative from HR, our businesses verticle, or a combination of both. The type of interview does vary across the department s. For example, applicants for the management consulting division will be subjected to case interviews and guess estimation problems.
Assessment: Psychometric assessment is a normal part of the selection process at our firm, providing additional objective, reliable, and relevant information about the likelihood of job success and satisfaction.

DevOps Engineer for AWS/Azure/google and Native cloud: Job code DevOps 002: the candidate must be well versed and certified in multiple cloud frameworks including AWS."
DevOps Engineer - Scripting (5 Days working / Rotational Shi...,"Ahmedabad, Gujarat",eClinicalworks India Pvt Ltd,None,"Job Responsibilities:
· Perform the Research and Development of the new features and functionality of Monitoring Tool.
· Automation of various aspects of NOC process to make the team more efficient in problem handling
· Audit and analyze the key areas of enhancement in monitoring infrastructure and develop solutions to solve the problem effectively.
· Train NOC engineers on usability of the monitoring of the product.
Tech-Skills Requirements: Preferred experience or knowledge of -
· Proficient in scripting for both windows and Linux (Shell, Bash etc)
· Should have knowledge of monitoring tools like Nagios, Solarwinds, etc
· Experience in Infrastructure Automation tool.
· Good in Decision-Making and Proactive to identify the opportunities within the technology.
· Knowledge of Infrastructure which includes operating systems, Network and security
· Should have the knowledge of Cloud Platform (AWS, Azure, GCP) etc.
Other Skills / Abilities:
· Technical engineering education or on the job training
· ITIL Certification will be added advantage
· Understanding of Waterfall SDLC, Agile, OOP Design principles, etc.
· Ability to work in a fast-paced work environment
· Strong communication skills (both verbal and written)
· Ready to work in 24*7 Shifts
Employee Benefits: (Apart from Salary)
5 Days Working (US Shifts)
Pick & Drop facility for all employees based in Ahmedabad & Gandhinagar. (OR) Transport Allowance from upto Rs. 5000/- p.m.
Canteen Meals at subsidized rate
Attractive Night Shift Allowance upto Rs. 7000/- p.m.
Medical Insurance for self and family members.
Accidental Death Insurance
Job Type: Full-time
Experience:
DevOps / Scripting: 1 year (Required)
Shell/Bash Scripting, Monitoring Tools, Cloud platform: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Language:
Good verbal & written English (Preferred)
Shifts:
Any (Required)
Work Remotely:
Temporarily due to COVID-19"
DevOps Engineer- Azure,"Bengaluru, Karnataka",Searches & Sourcing Consultant,"₹10,00,000 - ₹12,00,000 a year","Position: DevOps Engineer (Azure Cloud specialist)
Technical Skills (Must have) :
- Strong experience with Linux-based infrastructures, Linux/Unix administration, shell scripting, python.
- Hands on Experience with cloud provider Azure (must) / Google Cloud / AWS
- Experience in continues deployment and integration using different tools like Jenkins, Bamboo, Codeship, AWS CodeBuild, AWS CodeDeploy, AWS CodeStar, Terraform
- Experience with monitoring and analysis tools like Splunk, Prometheus, Fluentd, Logstash
- Experience in working with configuration management tools like Ansible / Puppet / Chef / Salt / Packer Terraform for automation and configuration.
- Strong communication skills and ability to explain protocol and processes with team and management.
Technical Skills (Good to have) :
- Experience with project management and workflow tools such as Agile, Jira, Scrum/Kanban/SAFe, etc.
- Experience in working with Docker, Kubernetes, Rancher, Openshift
- Experience with ELK stack
- Hands-on exp with repository like GitLab, GitHub, Artifactory, BitBucket
- Holding certification from Azure or Google cloud
Soft Skills :
- Must be able to work in a team.
- Must have good communication skills.
Job Types: Full-time, Contract
Salary: ₹1,000,000.00 to ₹1,200,000.00 /year
Experience:
work: 1 year (Preferred)
DevOps: 1 year (Preferred)
Azure: 5 years (Preferred)
Education:
Secondary(10th Pass) (Preferred)"
Senior Developer - S/4HANA Product Engineering Cloud Develop...,"Bengaluru, Karnataka",SAP,None,"Requisition ID: 257282
Work Area: Software-Design and Development
Expected Travel: 0 - 10%
Career Status: Professional
Employment Type: Regular Full Time

COMPANY DESCRIPTION

SAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.
SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it’s the best-run businesses that make the world run better and improve people’s lives.
SUMMARY
The S/4HANA Product Engineering Cloud Development team builds new SAP Cloud Platform based applications that support SAP’s Industry Cloud Strategy.
Automotive Industry is one of the focus industries driving Industry Cloud strategy. SAP’s Industry Cloud offerings augment SAP’s Intelligent Enterprise strategy. The Intelligent Enterprise strategy for Automotive includes the applications of the Intelligent Suite, Experience Management, Business Network, Business Technology Platform and the Industry Cloud Solutions that are relevant for running an Automotive Company as an Intelligent Enterprise.
Mobility is one of the key business drivers in Automotive sector. Our development team focusses on addressing business problems and enabling new opportunities in the Mobility space. We aim at providing Cloud-based solutions for this evolving business segment. We are setting up a full scrum team to build and deliver SAP Cloud Platform based Applications focusing on Mobility business cases.
THE ROLE
As Senior Developer, you will
Be responsible for design, development, coding, testing, quality assurance of specific (complex) product features in a development team.
Work as a fully contributing team member with planning & execution responsibilities
Analyze and solve (complex) issues in existing and new code.
Work with the team in the design and development aspects of the product, especially in the process of solution discovery and proposal making
Apply Agile Software Engineering principles and DevOps model for continuous integration and delivery
Work with all development process contributors, e.g. Product Owners, Architects, Project Management, Scrum Masters, Developers, User Assistance Developer and DevOps to establish and execute a flawless development process
Build upon domain knowledge and technical/proprietary skills to reach levels of expertise
Have a logical approach to problem solving and have the ability to respond to detailed queries
Have the ability to facilitate the team as Scrum Master and guide the team in adhering to agile practices and conducting scrum events
ROLE REQUIREMENTS
Eight to Ten years of experience in building software products / components
Bachelor of Engineering/Technology (BE/BTech), in Computer Science or allied branches, or master’s in computer applications
Knowledge of SAP Cloud Platform capabilities for application & services development
Excellent Object-Oriented Programming skills, with an eye for design as well
ABAP programming knowledge will be a plus
Familiarity with DevOps model for cloud development & continuous delivery
Agile Software Engineering methodology, incl. test automation
Interpersonal and collaboration skills
Worked in the global teams with high levels of collaboration
Proficient skills in
Java / J2EE programming environment / Multithreading
Spring Boot
Server-side programming such as Node.js
Building oData services, Micro services
Cloud Foundry
CAP (Cloud Application Programming Model)
SAP UI5, Fiori
WHAT YOU GET FROM US
Success is what you make it. At SAP, we help you make it your own. A career at SAP can open many doors for you. If you’re searching for a company that’s dedicated to your ideas and individual growth, recognizes you for your unique contributions, fills you with a strong sense of purpose, and provides a fun, flexible and inclusive work environment – apply now.
SAP'S DIVERSITY COMMITMENT
To harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company.
SAP is committed to the principles of Equal Employment Opportunity and to providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team (Americas: Careers.NorthAmerica@sap.com or Careers.LatinAmerica@sap.com, APJ: Careers.APJ@sap.com, EMEA: Careers@sap.com).
Successful candidates might be required to undergo a background verification with an external vendor.
Additional Locations:"
Data Engineer (Trainee),"Bengaluru, Karnataka",EVERFORCE LLC,"₹8,000 - ₹10,000 a month","0 to 2 years of experience
Knowledge in SQL, Python, cloud technologies (AWS, Azure, Google Cloud)
Course work/Certification in ML and Python (good to have)
Job Type: Full-time
Pay: ₹8,000.00 - ₹10,000.00 per month
Experience:
Knowledge in SQL, Python, cloud technologies (AWS, Azure, Go: 1 year (Preferred)
work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Industry:
IT Operations & Helpdesk
Work Remotely:
Temporarily due to COVID-19"
Devops Engineer,"Bengaluru, Karnataka",EiC Tech Sys,None,"EXPERINCE: 4yrs to 8yrs
LOCATION: Bangalore
BUDGET: 13L to 25L
JOB TYPE:C2H
DURATION: 2yrs to 3yrs
NOTICE: 15days to 30days
JOB DISCRIPTION
Design, build and deliver all aspects needed to
manage large-scale public cloud presence without human
intervention Troubleshoot and fix production outages and
performance issues in our infrastructure stack Develop the
automation framework for deployments on public cloud
infrastructure Drive automation opportunities to improve
scalability, service reliability, capacity, and performance, including
learnings from incident troubleshooting and remediation Build
infrastructure and application monitoring to detect or prevent
incidents and the findings to build self-healing
infra-structure Build tools to automate repetitive tasks with reuse
and adaptability in mind Good experienece working with
database Install and maintain security patches on the production
and development systems. Execute regular security monitoring to
identify any possible vulnerabilities. Ensuring daily backup
operations are carried out. Perform periodic checks on the
application for capacity planning & make recommendations for future
upgrades. Ensuring On-Call Availability for handling any kind of
incidents."
Staff Cloud Engineer,"Bengaluru, Karnataka",Citrix,None,"We believe work is not a place, but rather a thing you do. Our technology revolves around this core philosophy. We are relentlessly committed to helping people work and play from anywhere, on any device. Innovation, creativity and a passion for ever-improving performance drive our company and our people forward. We empower the original mobile device: YOU!
What we're looking for:
You are a seasoned engineer with deep understanding and hands-on experience in these areas to deliver corporate-wide technical leadership across our 2,000+ strong engineering organization. The right candidate for this role excels in both outbound leadership (evangelism, leveraged communication, and executive influence) and inbound leadership (innovating, solving hard technical problems hands-on-keyboard, and rapidly learning and evaluating new technologies).You have experience in delivering applications with enterprise-grade availability, performance, security, and compliance while leveraging consumer internet economies of scale in multiple clouds (and in hybrid scenarios that reach behind the enterprise firewall). You have excellent understanding of architecture and DevOps process in software development, operations, and site reliability engineering.
Citrix is a cloud company that enables mobile workstyles. We create a continuum between work and life by allowing people to work whenever, wherever, and however they choose. Flexibility and collaboration is what we are all about. The perks: We offer competitive compensation and a comprehensive benefits package. You will enjoy our workstyle within an incredible culture. We will give you all the tools you need to succeed so you can grow and develop with us.Citrix is rapidly developing and expanding its portfolio of global-scale cloud applications across all product lines, including app/desktop virtualization, networking, and content collaboration. These applications
Role Responsibilities
You will work with other senior technical leaders to develop, validate, and communicate the technical vision for our cloud operations (and how we can best deliver value to our customers).
Will serve as SME and design lead on project teams solving real-world problems in architecture, cloud resiliency and deployment at scale
Will be responsible for APM, monitoring, and logging at scale
You will deliver scalable, reliable, secure, and winning multi-tenant, cloud native applications
Will design and implement cloud-based systems for global availability including practice in chaos engineering
Basic Qualifications
You have expertise in multiple cloud application programming languages and platforms
Will be an engineering expert on one or more cloud engineering topics, such as AWS, Azure, Kubernetes, wide-column NoSQL, or global traffic management
Have demonstrable deep knowledge of at least one tier-1 cloud platforms (Azure, AWS, Google Cloud, etc.)
Have a proven record of innovation combined with shipping real products
At least 8 years of total experience and 4 years of relevant experience
You have an Engineering Degree (Preferably) in in Computer Science
You have Industry software development experience in SaaS, large-scale web applications, and large-scale enterprise software
Have worked on Cost engineering large scale, SaaS applications to meet profit margin and earnings targets
Have leveraged cloud services for product development
Have experience in developing micro-service system architectures (moderate to complex)
You have Knowledge of SQL, NoSQL, big data, and object storage technologies (including global data replication)
Have practical knowledge of key web UI technologies (React, Angular, etc.)
You have experience with cloud-based security principles and crypto technologies including HSMs and key management
Have experience building SaaS solutions at scale using technologies and concepts such as CDN, messaging, caching, batch, FaaS, DDos, GTM, and search
You have experience with cloud hosting and provisioning technologies such as Kubernetes, Istio, Terraform, Helm

UCE ID: U237
What you’re looking for:
Our technology is built on the idea that everyone should be able to work from anywhere, at any time, and on any device. It’s a simple philosophy that guides everything we do — including how we work. If you’re an engineer, we’ll give you plenty of ways to test your skills on cutting edge technology. We want employees to do what they do best, every day.
Be bold. Take risks. Imagine a better way to work. If this sounds like you then we’d love to talk.
Functional Area:
Cloud Ops
About us:
Citrix is a cloud company that enables mobile workstyles. We create a continuum between work and life by allowing people to work whenever, wherever, and however they choose. Flexibility and collaboration is what we’re all about. The Perks: We offer competitive compensation and a comprehensive benefits package. You’ll enjoy our workstyle within an incredible culture. We’ll give you all the tools you need to succeed so you can grow and develop with us.
Citrix Systems, Inc. is firmly committed to Equal Employment Opportunity (EEO) and to compliance with all federal, state and local laws that prohibit employment discrimination on the basis of age, race, color, gender, sexual orientation, gender identity, ethnicity, national origin, citizenship, religion, genetic carrier status, disability, pregnancy, childbirth or related medical conditions, marital status, protected veteran status and other protected classifications.
Citrix uses applicant information consistent with the Citrix Recruitment Policy Notice at https://www.citrix.com/about/legal/privacy/citrix-recruitment-privacy-notice.html
Citrix welcomes and encourages applications from people with disabilities. Reasonable accommodations are available on request for candidates taking part in all aspects of the selection process. If you are an individual with a disability and require a reasonable accommodation to complete any part of the job application process, please contact us at (877) 924-8749 or email us at ASKHR@citrix.com for assistance.
If this is an evergreen requisition, by applying you are giving Citrix consent to be considered for future openings of other roles of similar qualifications."
Sr. DevOps Engineer,"Ernakulam, Kerala",Hortari Technologies,None,"We are in search of a DevOps Engineer to join our team. The ideal candidate should be updated with latest trends and latest technologies, able to assist in conceptualizing, planning, and deploying ground-breaking new features that will enhance our user’s online experience.
Responsibilities
Architect, design, document and deploy software solutions to cloud platforms ensuring robust, secure and performant operation.
Keep your finger on the pulse of these cloud solutions by developing monitors, alerts, reports to ensure uptime, reliability and performance.
Achieve cost efficiency and optimization across all cloud platforms.
Provide advice to leverage strategic cloud provider partnerships to support company objectives
Develop scripts to manage infrastructure as code deployments.
Work collaboratively with the software development team with a DevOps focus to help to automate and streamline operations and processes
Qualifications
Experience and knowledge of AWS.
AWS Solutions Architect
Strong understanding of cloud concepts, deployment models and service models
Minimum 2 years of relevant experience in the same position
Ability to communicate in English at a high level
Job Type: Full-time
Experience:
DevOps: 5 years (Preferred)"
DevOps Engineer,"Navi Mumbai, Maharashtra",Testbook,None,"Responsibilities:

Maintain and Upgrade the Infrastructure supporting all the testbook applications (millions of users per day)
Handle our docker and kubernetes based workloads
Handle Automation and Build process through jenkins
Handle Mongodb, Redis, RabbitMQ, ElasticSearch Scalable Deployments
Support developers with infrastructure needs

Requirements
Extensive scripting experience with any two languages Shell / Python
Strong knowledge of Linux systems administration and system architecture
Understanding of Cloud Architecture. Working Experience with any one cloud service provider AWS, Azure, Google Cloud Platform (preferred)
Experience configuring and managing web servers ( Nginx, Apache, Web Server) and RESTful web service applications.
Experience with configuration management, Jenkins
Hands-on experience in any orchestrion Docker, Containerization, and Kubernetes ECS Docker Swarm and deployment automation CI/CD tools such as Jenkins,
Experience with SQL (MySQL) and NoSQL databases (MongoDB, Redis, InMemory DB).
Network knowledge (TCP/IP, UDP, DNS, Load balancing) and prior network administration experience is a big plus.
Approach to design architecture with a completely reliable solution including, Fast fail, Auto healing, monitoring, and Alerting
Experience with open source technologies (Kafka, ELK/EFK Stack, Prometheus, Grafana).
Experience supporting, analyzing and troubleshooting large-scale distributed systems (Microservices).
Systematic problem-solving approach and a strong sense of ownership to drive problems to resolution
Experience documenting processes, Systems, Environments and runbook procedures.
Approach to design architecture centralized logging servers, analyzing and alerting
Experience with source control tools such as GIT/Github, SVN
Experience with configuring, managing and supporting virtualized environments"
Cloud Systems Engineer (Azure),"Hyderabad, Telangana",Digital On Us,None,"Who is DigitalOnUs?
At DigitalOnUs, we not only provide Agile and DevOps methodologies to our customers, we have adopted the same within the company as well. Our nimble processes are not mired in red tape, yet robust, flexible and result-oriented. We are Software Engineers, Technical Architects, Cloud and DevOps specialists. But the most important, we are dreamers, creators and challengers. Each day, we strive to make great come alive. Our lemma: ""work smart and play hard""
Our technology partners are Hashicorp, Cloudbees, Chef, Pagerduty, Docker and SAP.
We are always looking for the brightest candidates to come and we offer a work environment with everything you need to be your best. Does Ambition, Success, Fun, Friends & Learning define your idea of a career? Join us and be part of our family!
We're looking for passionate, product-focused Azure DevOps Engineer who have hacked systems in creative ways, who are curious about new technologies, and trends.
Location: Hyderabad, India
Qualifications we are looking for:
5 or more years of experience with:
Excellent knowledge of Azure Services (IaaS & PaaS)
Experience using AKS in production
Experience using Kubernetes
Skilled in Data management
Experience with Azure Data Hub
Qualifications considered as a plus:
Azure DevOps certification
Why you will love this job?
We look for people who are thoughtful, can break down problems, work individually sometimes, and in pairs or teams at other times.
You are trusted to work on your own but ask for help when you are blocked
We'll work with you to find the balance of what you want to do, what you are good at, and how that fits in with the company goals.
What you can expect from us
At DigitalOnUs, what distinguishes us from other teams is the comfortable environment which engenders trust within teams and with our customers. Trust and openness leads to quality, innovation, commitment to deliverables, efficiency and cost-effectiveness for all our customers.
Empathy for your coworkers and our customers is an important part of success here. As an early stage startup, most people wear many hats.
We're growing at a phenomenal pace and we'd like some company.
Hear your voice, nurture your talent and help you strengthen your foot print!
Benefits above the law
Mentorship, and opportunities to grow and learn"
"Validation Engineer, Computer Systems","Bengaluru, Karnataka",Smartedge IT Services Pvt Ltd,"₹10,00,000 - ₹12,00,000 a year","Minimum Qualifications:
Bachelors Degree in Computer Science, Engineering, Science, or related field.
Must have a minimum of 5-7 years experience in an FDA regulated industry.
Must have the ability to impact and influence people/areas in matters related to CSV and GxP compliance.
Must have excellent communication skills.
Experience in Agile methodologies is a plus.
Experience in Cloud Compliance is a plus.
Experience in HP-ALM is a plus
CLIENT BUSINESS PROBLEM TO SOLVE :
Key Objectives of the Role: . .
Performs and leads computer system validation projects related to authoring and executing specifications, testing, and validation documentation for IT systems according to the GAMP5 Validation Life Cycle..
Documents includes Computer System Validation Plan, System Requirement Specification (SRS), High Level Risk Assessment (HLRA), Functional Requirement Specification (FRS), Design Specification (Software and Hardware), Commissioning, IQ, OQ, PQ, Summary reports, Requirements Traceability Matrix (RTM), Periodic Review of Computer Systems..
Must be familiar with GxPs and Data Integrity requirements in a GxP environment.
Represent CSV and be able to successfully communicate Computer System Validation approaches and requirements during audits..
Prioritize qualification activities in line with the project schedules and timelines..
Co-ordinate validation/qualification activities with key stakeholders..
Serve as the SME for CSV presentations and maintain knowledge and information in the CSV area of expertise..
Identify computerized systems validation needs through assessments and integration with IT Project Management Framework..
Support change control activities, deviations and SOPs for computer systems.
Ensure that the Validation / Qualification and quality systems are working in accordance with any changing and current regulations..
Participate in the development of Validation methodologies in accordance with applicable Quality/Regulatory requirements and industry best practices.
Work closely with IT, Business, Regulatory Affairs, and Quality to develop, coordinate and execute Validation documents and strategies.
Manage and execute decommissioning activities for retired or end-of-life systems.
Author/revise SOPs related to validation/qualification, operations, IT, as they relate to CSV.
Represent Validation in cross-functional team meetings/projects as required. Effectively communicate with Leadership and all departments regarding Validation activities.
Participate in conducting root cause analysis, deviation resolution (CAPA), and effectiveness checks for CSV.
Organize and maintain validation documentation.
Apply Good X Principles in all areas of responsibility.
Play an integral role in Practical Process Improvement (PPI) program.
Recommend acceptance of the computer system, as determined from the CSV tasks performed on the system..
Analyze data outputs from CSV activities in order to determine acceptability of system for GxP business use.
Recommends actions to be taken if the software is not accepted..
Apply risk based approach to all validation outputs and communications.
Mentor junior engineers on CSV strategies and work as needed. Manage consultants who may help with project work.
Must-Have Primary Skill: Business Consulting - Independent Verification and Validation (IVandV)
Job Types: Full-time, Contract
Salary: ₹1,000,000.00 to ₹1,200,000.00 /year
Experience:
FDA regulated industry: 5 years (Preferred)
Validation engineer,computer systems: 5 years (Preferred)
Education:
Bachelor's (Preferred)
Language:
English (Preferred)"
