Title,Location,Company,Salary,Sponsored,Description
Full Stack Developer,"Mumbai, Maharashtra",ISchoolConnect Technologies Pvt. Ltd.,"₹4,00,000 - ₹12,00,000 a year",Organic,"About the Company:
ISchoolConnect is an online platform that makes the University Admissions process hassle-free, fun and accessible to students around the globe. Using our unique AI technology, we allow students to apply to multiple universities with a single application. iSchoolConnect also connects with institutions worldwide and aids them in the transformation of their end-to-end admission processes using our various cutting-edge use cases. Our technologies include the Conversational AI chatbot, Document Grader, Video Interview Analyzer, and a Single application use case which aids institutions with International Enrollment Management.
iSchoolConnect's Mission:
To make International Education and University Admissions process hassle-free, fun and accessible to students around the globe
For more information visit: https://ischoolconnect.com/
LinkedIn Page: https://www.linkedin.com/company/ischoolconnect/
Job Description:
Responsible for developing, enhancing, modifying and/or maintaining applications in the Global Markets environment. Software developers design, code, test, debug and document programs well as support activities for the corporate systems architecture. You are required to work closely with business partners in defining requirements for system applications. You must typically have in-depth knowledge of development tools and languages. You are also responsible for day to day supervision for a small team of associates; provide coaching and input into the performance management process.
Essential Skills:
Front end – Angular 2+.
Backend - NodeJS
Experience working with scalable, high-performance systems.
Strong understanding of database design; Experience of NoSQL databases is a plus.
Experience in API integration, Application deployment.
Familiarity in Unix/Linux development environments & tools including scripting.
Strong problem-solving ability. Experience in designing system architecture for solving complex problems with a sound understanding of object-oriented programming and Design Patterns.
Experience in Test Driven Development & Agile methodologies.
Experience of using tools like git is a plus.
Hunger for learning
Self-starter with a drive to technically mentor your cohort of developers.
Job Type: Full-time
Salary: ₹400,000.00 to ₹1,200,000.00 /year
Experience:
NodeJS: 1 year (Required)
Angular 2+: 1 year (Required)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
MEAN Stack Developer,"Bengaluru, Karnataka",Orbit Techsol (W) Pvt. Ltd.,"₹10,00,000 - ₹12,00,000 a year",Organic,"Mandatory Skills: Mongo DB (NoSQL), Express JS, Angular (Version 2 and
above), Node JS, Java script, CSS, HTML, Bootstrap/ Semantic, Jquery
 Must have worked with Bootstrap/Semantic and jquery
 Must have hands-on experience with AngularJS
 Should have worked with NodeJS and MongoDB
 Should have an understanding of Prototype in JavaScript, Closures and
Async programming that is needed to work on the stack
 Should have good DevOps working knowledge of AWS, Azure, Ansible,
Jenkins is a necessity
 Experience in TDD/ BDD is required
 4+ Years of experience in Javascript, CSS, HTML5
 Minimum 2 years’ experience on Node and Angular
 Cassandra and Elastic Search DB knowledge(Added advantage)
Job Location - Bangalore
Experience : 3 to 6 Years
Required Qualification
BE, B.Tech, ME, M.Tech, M.Sc (Computer Science)
Job Type: Full-time
Salary: ₹1,000,000.00 to ₹1,200,000.00 /year
Experience:
Mean stack developer: 3 years (Preferred)
Education:
Bachelor's (Preferred)"
MEAN Stack Developer,"Mumbai, Maharashtra",ISchoolConnect Technologies Pvt. Ltd.,"₹5,00,000 - ₹14,00,000 a year",Organic,"About the Company:
ISchoolConnect is an online platform that makes the University Admissions process hassle-free, fun and accessible to students around the globe. Using our unique AI technology, we allow students to apply to multiple universities with a single application. iSchoolConnect also connects with institutions worldwide and aids them in the transformation of their end-to-end admission processes using our various cutting-edge use cases. Our technologies include the Conversational AI chatbot, Document Grader, Video Interview Analyzer, and a Single application use case which aids institutions with International Enrollment Management.
iSchoolConnect's Mission:
To make International Education and University Admissions process hassle-free, fun and accessible to students around the globe.
For more information visit: https://ischoolconnect.com/
LinkedIn Page: https://www.linkedin.com/company/ischoolconnect/
Job Description:
Responsible for developing, enhancing, modifying and/or maintaining applications in the Global Markets environment. Software developers design, code, test, debug and document programs well as support activities for the corporate systems architecture. You are required to work closely with business partners in defining requirements for system applications. You must typically have in-depth knowledge of development tools and languages. You are also responsible for day to day supervision for a small team of associates; provide coaching and input into the performance management process.
Essential Skills:
Front end – Angular 2+
Backend - NodeJS
Experience working with scalable, high-performance systems.
Strong understanding of database design; Experience of NoSQL databases is a plus.
Experience in API integration, Application deployment.
Familiarity in Unix/Linux development environments & tools including scripting.
Strong problem-solving ability. Experience in designing system architecture for solving complex problems with a sound understanding of object-oriented programming and Design Patterns.
Experience in Test Driven Development & Agile methodologies.
Experience of using tools like git is a plus.
Hunger for learning
Self-starter with a drive to technically mentor your cohort of developers.
Job Type: Full-time
Salary: ₹500,000.00 to ₹1,400,000.00 /year
Experience:
NodeJS: 1 year (Required)
Angular 2+: 1 year (Required)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
iOS Developer,"Borivali, Mumbai, Maharashtra",Perfect Resumes,"₹40,000 - ₹65,000 a month",Organic,"Hiring candidates for iOS Developer profile for Borivali location.
(PLEASE READ THE POST BEFORE APPLYING)
MUMBAI BASED CANDIDATES ONLY APPLY.
Roles & Responsibilities:
Design and build applications for the iOS platform
Proficient with Swift 3 and onwards and Cocoa Framework, experience with Objective C a plus.
Ensure the performance, quality, and responsiveness of applications
Experience with offline storage, multi-threading, and performance tuning.
Familiarity with RESTful APIs to connect iOS applications to back-end services.
Understanding of Networking topologies, framework and stacks.
Understanding of Apples design principles and interface guidelines. Expertise in designing user interface with AutoLayout is a plus.
Experience with performance and memory tuning with tools {{such as Instruments and Shark, depending on project needs}}
Collaborate with a team to define, design, and ship new features
Identify and correct bottlenecks and fix bugs
Help maintain code quality, organization, and automatization
Skills Required:
· 2+ years’ experience with iOS Application Developing
· Knowledge of other web technologies like Angular JS, React JS is a value add.
· Good communication skills in English.
Shift Time: 10 am to 7 pm
2nd & 4th Saturday & all Sundays Fixed week off
Salary: Upto 65k per month (Depending on Interview performance + Experience Level + Skill Set & Last Drawn)
If interested then callback asap or message back on 9167085842 / 8879232482.
Job Type: Full-time
Salary: ₹40,000.00 to ₹65,000.00 /month
Experience:
Objective C: 2 years (Required)
iOS App Developing: 2 years (Required)
Swift 3: 2 years (Required)
performnce & memory tuning with tool eg. Instruments & Shark: 1 year (Required)
offline storage, multi-threading, and performance tuning: 1 year (Required)
Autolayout: 1 year (Required)
Cocoa Framework: 1 year (Required)
Restful Api: 1 year (Required)
Education:
Bachelor's (Preferred)
Location:
Borivali, Mumbai, Maharashtra (Preferred)
Language:
English (Required)
Application Question:
Do you have a PC / Laptop / MAC book at home?
Programming Languages needed:
Objective-C (Required)
Swift (Required)"
Full Stack .Net Developer,"Bengaluru, Karnataka",Valves Only,"₹5,00,000 - ₹10,00,000 a year",Organic,"We are looking for a full stack .Net developer who can work for our canadian client from offshore.
Job Description
6+ years of experience developing applications in .NET
Must have experience in front end technologies
Good hands-on experience on SQL Server and Entity Framework
Use various design patterns to manage code and data efficiently.
Designing, coding, debugging and deploying applications
Research and recommend solutions to existing business challenges
Mentor junior team members in technical and functional tasks
Ensure adherence to standards, and help develop policies and development guidelines
Take ownership of deliverables
Estimate and track tasks and other work items against project deadlines
Client handling experience
Self-sufficient to understand requirements of the project
Strong written & verbal communication skills
Proactive and can work independently or as part of a team
Ability to manage pressure and meet deadlines
Desired Candidate Profile
To Design, Architect, Develop, Test and Deploy applications and maintain existing systems.
Strong knowledge of .NET framework
Basic knowledge in Xamarin
Job Types: Full-time, Temporary, Contract
Salary: ₹500,000.00 to ₹1,000,000.00 /year
Work Remotely:
Yes"
Full Stack Developer (Laravel & Angular),"Kochi, Kerala",Acube Innovations Private Limited,"₹45,000 - ₹60,000 a month",Organic,"APPLY ONLY IF YOU LOVE APPLICATION DEVELOPMENT and HAVE 4+ years of Laravel, 1+ years of Angular experience.
We are looking for a Software Engineer, who is an experienced Laravel & Angular Developer responsible for managing the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic and maintenance of the central database and ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your co-workers into the application. This position requires a combination of programming skills (namely Laravel and JavaScript framework) and MySQL (understanding table type, query execution time, query optimization and so on).
Responsibilities and Duties
Ensure effective Design, Development, Validation and Support activities in line with client needs and architectural requirements.
Ensure continual knowledge management.
Adherence to the organizational guidelines and processes.
Write clean, secure, test-driven, easily maintainable and modular codes.
Database designing and maintenance.
Build reusable code and libraries for future use.
Troubleshoot and debug applications.
Perform UI/backend tests to optimize performance.
Collaborate and work with mobile app developers on the backend needs of projects.
Adhere closely to development plans and anticipate changes to specification or schedule as they become necessary during development.
Work with project managers when gathering requirements, presenting work, etc. and be able to take complex technical terms and break them down into layman's terms.
Keep abreast of new trends and best practices in web development.
Client communication (verbal/written) as and when required.
Develop, record and maintain cutting edge web-based PHP applications on portal plus premium service platforms
Build innovative, state-of-the-art applications and collaborate with the User Experience (UX) team
Ensure HTML, CSS, and shared JavaScript is valid and consistent across applications
Prepare and maintain all applications utilizing standard development tools
Utilize backend data services and contribute to increasing existing data services API
Lead the entire web application development life cycle right from concept stage to delivery and post-launch support
Convey effectively with all task progress, evaluations, suggestions, schedules along with technical and process issues
Document the development process, architecture, and standard components
Qualifications and Skills
BTech in Computer Science and Engineering.
Demonstrable experience with PHP including OOP, security, refactoring & design patterns.
Excellent knowledge of Laravel framework and experience building factories/facades/libraries using abstract classes, interfaces, traits.
MUST HAVE Experience in unit testing using testing frameworks like PHPUnit /PHPspec.
Good knowledge of RDBMS (MySQL/MS SQL/PostgreSQL), database designing and query optimization techniques.
Experience in NoSQL (MongoDB/DynamoDB) databases will be an added advantage.
Good core knowledge of HTML5, CSS3, jQuery and Bootstrap framework.
MUST HAVE Experience in Angular Javascript Framework.
Hands-on experience in RESTful API design and development including implementation of oAuth2.0 for authentication and authorization
4+ years of Laravel work experience
1+ years of Angular work experience
AWS Experience will be an added advantage.
No of Vacancies: 6
Job Type: Full-time
Salary: ₹45,000.00 to ₹60,000.00 /month
Experience:
ANGULAR: 1 year (Required)
LARAVEL: 4 years (Required)
AWS: 1 year (Preferred)
Angular Karma: 1 year (Required)
GIT: 1 year (Preferred)
PHPUnit: 1 year (Required)
Education:
Bachelor's (Required)
Language:
English (Required)
Required Documents:
Aadhar Card (Preferred)
Passport (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Full Stack Web Developer,"Kolkata, West Bengal",Codeclouds IT Solutions Pvt. Ltd,"₹3,00,000 - ₹5,50,000 a year",Organic,"Job Summary
We’re searching for another talented Full Stack Web Developer to join our team! The candidate will be proficient with both frontend and backend development technologies, possessing in-depth experience in both.
Skills
Node.js, Angular.js, React, PHP, MySQL and MongoDB.
Requirements:
3 or more years of relevant experience
Bachelor’s degree in a Computer Science field
Node.js and Angular.js expertise
PHP programming experience, knowledge of PHP frameworks like Laravel and CodeIgniter is an advantage
Well-versed with HTML5 and CSS3
Soft Skills:
Strong communication skills
Fluent in English
Self-driven team player who brings a strong ethic to the workplace
Comfortable tackling international projects
Able to upskill oneself when project requirements introduce new technologies and technique
Job Type: Full-time
Salary: ₹300,000.00 to ₹550,000.00 /year
Experience:
Total Work: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Full Stack Mobile / Java Developer & Tester,"Chennai, Tamil Nadu",TraCoGo,None,Organic,"TraCoGo, Singapore and Chennai based start-up is looking for skilled, dedicated IT professionals. We currently have multiple openings for Mobile App and Full stack Developers. Please review the position requirements below and apply today if your skills match our needs.
Requirements
BS/MS degree in Computer Engineering / Science or equivalent
3-5 years’ experience in Agile Development
2+ years of React Native and React JS - this skill is the top priority
3+ years of experience: Java, J2EE, JSF, Java Script, Typescript and Node.js
Take Extreme Ownership in the task involved - it's one of our core operating principles
Strong analytical skills, problem solving ability and attention to detail
Produce fully functional mobile applications by writing clean code
Maintain coding standards to facilitate code maintenance and enhancement
100% Hands-on and work on the Rapid Application Development (RAD)
Test-Driven Development & Automated functional testing
Working knowledge of the general mobile architectures, trends and emerging technologies
Proven ability to quickly learn and apply new technologies
Understanding of deep knowledge in programming, architecture, interfaces, data security and deployment for the Application development and delivery
Required Experience
Experience in React Native app(s) development & deployed in App and Play Store
Experience developing Apps that heavily interact with Web Services (REST, JSON)
Experience developing bridges to native components
Knowledge of working with API Management Tools (Apigee/ WSO2/ Kong…)
Solid knowledge on Software Development Life Cycle (SDLC) and Object-Oriented Development (OOD)
Experienced in Service Oriented Architecture (SOA) and Microservices
Knowledge and proficiency in NGinix, Kubernetes, Jenkins and Cloud (AWS/Azure/GCP)
Experience in PostgreSQL/ MySQL, NoSQL - MongoDB/ DynamoDB/ CosmosDB /Google Datastore
Experience with Netbeans, Eclipse, Visual Source Code, React Native Debugger
Familiar with Github/ BitBucket or other repositories
Experienced using bug tracking tools (JIRA/Asana or others)
Additional Experience
Experience with eCommerce / Payment processing application will be preferred
Experienced in App Localization and Internalization are asset
Product Development experiences are plus and top priority
Experience with Unit Testing frameworks and UI testing frameworks are plus.
Experience with Hybrid Mobile App Development framework Flutter/Ionic
What We Offer
The opportunity to join an innovative team focused on one objective: to become the global standard
An user-oriented team that lets you learn, innovate and share
The chance to make a difference within a fast-paced organization
Being an active participant in the growth of a start-up
Job Type: Full-time
Experience:
Mobile development: 1 year (Preferred)
software development: 1 year (Required)
total work: 1 year (Required)
J2EE: 1 year (Preferred)
Education:
Bachelor's (Preferred)"
Angular/Web Full Stack Developer,"Pune, Maharashtra",Truein (Yugstart Technologies Pvt Ltd),None,Organic,"Truein is looking to fill tech roles. Someone who is proactive, quick learner and have go-getter attitude.
About us:
We are a SaaS company with primary focus on visitors and staff entry solution in enterprise space. We help companies to create wow experience at the entrance and increases security without cumbersome processes. Truein product-platform leverages Face recognition, Computer vision and ML technologies. We are backed by investors, high potential team and marquee customers.
Required: Angular/Web development experience
Have exposure to PHP, MySQL, API
Exposure to RxJS and Redux is a plus.
Experience: 2 to 3 years.
Education: BE/BTech Computers, MSc/MCA or similar
Location: Pune (Remote until lockdown)
Job Type: Full-time
JD at: GoTruein.com/career
Job Type: Full-time
Experience:
total work: 1 year (Preferred)
Angular2+: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Industry:
Software Development"
Full Stack Developer,"Hyderabad, Telangana",Compliance Group Inc.,"₹5,00,000 - ₹15,00,000 a year",Organic,"We are looking for a full stack engineer to produce scalable software solutions. You'll be part of a cross-functional team that's responsible for the full software development life cycle, from conception to deployment.
As a full stack developer, you should be comfortable around both front-end and back-end coding languages, development frameworks and third-party libraries. You should also be a team player with a knack for visual design and utility. If you're also familiar with Agile methodologies, we'd like to meet you.
Responsibilities:
Participating in the design and creation of scalable software
Writing secure, clean, functional code on the front- and back-end
Testing and fixing bugs or other coding issues
Work with development teams and product managers to ideate software solutions
Design client-side and server-side architecture
Build the front-end of applications through appealing visual design
Develop and manage well-functioning databases and applications
Write effective APIs
Test software to ensure responsiveness and efficiency
Troubleshoot, debug and upgrade software
Create security and data protection settings
Build features and applications with a mobile responsive design
Write technical documentation
Work with cross functional teams
Requirements:
Proven experience as a full stack developer or similar role
Degree in Computer Science, or related field with 2+ years of overall experience.
Experience developing web and mobile applications
Familiarity with common stacks
Experience working in multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, JSON, ObjectionJS, Knex or any ORM)
Experience building applications JavaScript frameworks - React, Node.js, GraphQL
Familiarity with databases (e.g. MySQL, MongoDB), web servers and UI/UX design
Knowledge of Data Structures and Algorithms.
Excellent communication and teamwork skills
Great attention to detail
Organisational skills
An analytical mind
Start-up experience is a plus, but not required.
Expected Start Date: 1/7/2020
Job Type: Full-time
Salary: ₹500,000.00 to ₹1,500,000.00 /year
Experience:
ReactJs: 2 years (Preferred)
work: 1 year (Preferred)
total work: 3 years (Required)
Node JS: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
