Job Title,Description,Company Name,Location,Unnamed: 4,Unnamed: 5
App Developer,must strong technical android device platform exposure custom ui framework apis gps camera accelerometer gesture third party library etc deliver planned time independent tester deliver defect free code able written verbal instuctions skill aware latest industry desirable additional platform symbian iphone blackberry j2 html5 gaming opengl exposure quality process documentation,"DOT Technologies
4.7",Panchkula,,
App Developer,programming java object oriented fundamental xml json xml parsing prefered tool android studio 2 3 3 knowledge alternative tool appreciated android studio 2 3 back rest apis php codeigniter framework prefered tool visual studio code rest api tool like postman visual studio code rest api tool like postman knowledge alternative tool appreciated advance rest client etc database sqlite realm mysql firebase prefered tool dbeaver knowledge alternative tool appreciated navicat mysql workbench knowledge android material design principle human interface guideline various third party apis eg uid apis google apis cloud messaging map github repository third party library latest android sdk outside source firebase service push notification payment gateway integration fingerprint authentication biometric integration apps android wear app release management version control published apps amazon web service linux server gitlab slack,"Milearth Softech
5.0",Mumbai,,
App Developer,responsibility expert java programming android knowledge mobile app tool like android studio deep understanding push notification sqlite app deployment google play store creative technical problem solver basic knowledge external integration strong api integration expert android ui ux screen designing 5 year master computer application c bachelor computer application b c,"Tangle Solutions Private Limited
5.0",Noida,,
App Developer,responsibility duty writing unit test testable code designing maintainable apis understanding full mobile life cycle knowledge android app android sdk apis required 6 month required building native android application develop maintain android application integrate backend service developed flexible optimized front help code quality writing unit test automation performing code review keyskills java android sdk xml mysql web service web technology prototype sqlite json parsing xml parsing socket programming secondary database oracle sqlite mysql per industry updated resume info webrication,"Webrication
5.0",Noida,,
App Developer,design build advanced application android platform using java kotlin collaborate cross functional team define design develop android application client apis integration handling unit test code robustness including edge case usability general reliability bug fixing improving application performance continuously discover evaluate implement technology maximize efficiency required proven android application least year offline storage threading performance tuning published least 5 original android app google play store android sdk android library working remote via rest json third party library apis apply email genius blackturtle io name subject line forward application,"BlackTurtle Diginovation
4.8",Bengaluru,,
App Developer,required hand java core java knowledge programming language knowledge android ecosystem library available common task rest apis reasonable grasp front ux back excited try unique interface required key responsibility design build application android platform performance quality responsiveness application collaborate define design ship feature identify correct bottleneck fix bug,"Grmtech
4.1",Kolkata,,
App Developer,gurgaon india requirement translate design wireframes high quality code working android sdk restful apis deal different screen size google android design principle interface guideline build deploy modern side web technology reactjs redux reactive extension browser compatibility graceful degradation building working knowledge react native qualification skillset 3 7 year android react technology product b e b tech computer science mca preferred oral written application loooking talented enthusiastic mind one interested get touch sending date resume,"Truminds
3.7",Gurgaon,,
App Developer,android developer posse pushing mobile technology limit requirement proven software android android sdk working remote via rest json third party library apis solid understanding full mobile life cycle responsibility design build advanced application android platform continuously discover evaluate implement technology maximize efficiency qualified candidate resume mail hr rtizen,"AAR Technologies and Software Solution
4.0",Kolkata,,
App Developer,internship 1 designing implementing testing mobile application using android java 2 integrating rest apis json develop robust scale app 3 developing robust extendile code using latest mobile design pattern 4 ensuring code quality writing designed code developing unit test,"ClickOnCare
4.1",Bengaluru,,
App Developer,android developer posse design build generation mobile application talented developer profile analyse positioning product process translate functional need specification accessing json xml using rest api understanding testing app play store publishing solid exposure object oriented design pattern multi threading strong basic java cross platform hybrid app using native web feature html5 css3 j jquery android library custom apk generator self motivated directed full time,"Xeemu Studios
4.9",SAS Nagar,,
App Developer,android engineer build tool library incorporated mobile product passionate abstraction high level code quality top android engineer ship feature critical member product android engineer ship product make framework reliable reusable fast responsibility small mobile engineer build android platform build scalable mobile architecture take responsibility code codebase presence build feature robust mobile framework requirement 1 year android application industry mobile production application mobile product project play store plus impeccable attention aspect performance ui knowledge python javascript plus knowledge mobile device decide implementation tradeoff correctly,"Shipsy
3.8",Gurgaon,,
App Developer,primary focus native android application integration back service feature critical problem solving responsibility design build application android platform native app performance quality responsiveness application collaborate define design ship feature identify correct bottleneck fix bug help maintain code quality code product need quality scale requirement requirement 2 year android developer basic knowledge socket io proficient java android offline storage threading performance tuning familiarity restful apis connect application back service knowledge web technology ui ux understanding design principle interface guideline performance memory tuning tool instrument shark depending project need familiarity google cloud message apis push notification familiarity chat app multimedia knack benchmarking optimization proficient understanding code versioning tool git familiarity integration,KothariTech,Mumbai,,
App Developer,technical 4 year android publishing application play store familiar proces strong knowledge android sdk handling different screen size worked graph designing building apps scratch understanding android design principle design pattern knowledge using open source library android ecosystem working knowledge offline storage performance tuning working knowledge integrating using restful webservices understanding testing consideration mobile application mobile application design debugging release activity additional strong ethic manage time outstanding teamwork written verbal active listening demonstrated analytical ability managing mentoring developer agile scrum methodology user story jira version control tool like github,"Firminiq
4.8",Chandigarh,,
App Developer,1 3 yr exp android requirments android sdk java json xml rest oo programming design pattern integration apis third party library ui optimization multiple screen willingness take responsibility project determine trajectory technology enjoy experimenting trying thing contributing open source android apps library familiar android design guideline best practice especially material design vacancy 1 desired android sdk json xml rest walk duration monday saturday 10 00 05 00 pm apply apply online application form email ur resume hr ecphasisinfotech,"Ecphasis Infotech
4.5",Chennai,,
App Developer,1 2 year gurugram india android developer someone android writing debugging android application oops fundamental java sqlite mysql database management system responsibility involved aspect playing critical design planning deployment help develop best practice future fast prototyping proof concept feature application based brief develop maintain feature mobile application delivery entire piece system application use technical knowledge creative thinking provide solution optimize performance apps keep date latest industry trend mobile technology technical comprehensive understanding android application architecture activity service intent content strong oo design programming java j2ee j2me familiar android sdk studio web integration soap rest json xml desired architecture mvp mvc non technical must oral written must dedicated deliver high quality adhering timeline must player learner self starter must independently must analytical problem solving,"BigStep Technologies
4.9",Gurgaon,,
App Developer,requirement strong knowledge android java strong knowledge android sdk different version android deal different screen size strong knowledge android ui design principle pattern best practice offline storage threading performance tuning familiarity cloud message apis push notification practical knowledge git application strong knowledge coding design pattern architecture like mvp mvvm etc familiarity rest api connect android application back service knowledge open source android ecosystem library available common task design application around natural user interface touch verbal written english responsibility translate design wireframes high quality code designing developing advanced application android platform collaborate cross functional team define design ship feature unit testing code robustness including edge case usability general reliability bug fixing improving application performance continuously discover evaluate implement way maximize efficiency library retrofit gson dagger 2 binding rxjava rxandroid meet project deadline knowledge kotlin knowledge multi language support apps knowledge payment gateway integration knowledge social integration like facebook linkedin etc gain working dynamic dedicated various complex project get guidance senior regarding scalable architecture application resume innofied,"innofied
4.7",Kolkata,,
App Developer,proficiency standard software life cycle demonstration software architecture modeling clear oo concept use unit testing ui testing apps proficient android app ecosystem proficient using git,"Xebrium
4.4",Pune,,
App Developer,1 3 year required core java android sdk webservices rest api architecture database real time database ui ux layout user interface design network security android studio apply hr brainiuminfotech,"Brainium Information Technologies
3.9",Kolkata,,
App Developer,day believe one thing love every action decision make manifest notion layered idea opportunity responsibility allow practice preach android developer posse pushing mobile technology limit android app developer talented engineer design build generation mobile application android programming work app technical team responsibility design build advanced application android platform collaborate cross functional team define design ship feature outside source apis unit test code robustness including edge case usability general reliability bug fixing improving application performance continuously discover evaluate implement technology maximize efficiency requirement b m degree computer science engineering related subject proven software android proven working android app published least one original android app android sdk working remote via rest json third party library apis working knowledge general mobile landscape architecture trend emerging technology solid understanding full mobile life cycle,"Infinitive
3.4",Chennai,,
App Developer,developer champion android platform responsible design develop world class mobile apps right technology choice result making twid leading brand world key responsibility prerequisite responsibility complete lifecycle app problem solving improving application performance strong logical analytical http xml json soap rest integrating pwa apps experience hyperlocal apps based service third party library payment gateway wallet apis analytics svn strong skill set 4 6 year complex mobile apps android must developed multiple apps android sdk framework must developing complete apps startup strong knowledge java se proficiency sql relational dbm fundamental object oriented programming structure algorithm design problem solving complexity analysis design implement integration module enrolment sampler component remote control component rest api integration develops elegant commented reusable code easy maintain extend familiar agile scrum methodology threaded asynchronous environment,"twid
5.0",Bengaluru,,
App Developer,android core java understanding oop concept knowledge database concept query sql must source code control understanding subversion eclipse preferred must restful apis knowledge ui framework worked webview html content version control preferred qualification b tech b e computer science electronics mca computer diploma 3 year compulsory,"KiwiTech
3.9",Noida,,
App Developer,2 3 year vacancy 2 chennai full time summary android developer must able develop maintain android mobile apps house client besides must programming candidate player implement technology maximize android efficiency moreover candidate able recent android mobile technology required basic knowledge hybrid application publishing mobile application android market knowledge java android sdk desired profile build android application project house requirement deliver project successfully time quality stay date latest industry trend practice emerging mobile technology make use android framework build ui faster take control project start,"Zuan Technologies
4.9",Chennai,,
App Developer,min 2 year android strong oops fundamental java xml android 2 2 server architecture understanding sound knowledge overall android architecture interpersonal understanding code architectural consideration design design decision related product project,"METADESIGN SOLUTIONS
4.1",Gurgaon,,
App Developer,responsibility must project requirement technical document complete task specified time full accuracy player organizational perform programming mobile application per requirement optimize code test programming module prepare project documentation comfortable interaction ready effort attitude additional sql mysql postgresql rdbms comfortable cs xhtml xml javascript jquery ajax knowledge code library varied framework preferable posse knowledge project management methodology problem solving multi task must able complete project given time readiness put extra effort necessary desired profile b tech mca equivalent degree android 1 4 year strong knowledge android apis framework fundamental object oriented design structure algorithm design problem solving complexity analysis sound knowledge object oriented programming c c swing etc git mysql xml json web service able write debug cross platform code mobile database knowledge application logic ui developed java c library must research programming knowledge java native interface preferred must proficient verbal written english think fit resume hr madstech,"MADS Technologies
4.9",Noida,,
App Developer,android developer eye design produce apps google play store responsibility designer produce user interface workflow app implement release feature faster writing code daily build stakeholder gather feedback creative using android studio related tool deliver code faster take ownership apps built maintain following software engineering best practice requirement thorough understanding core android concept strong programming fundamental understanding design pattern creating apps consume rest api service making maintaining apps android phone tablet working knowledge custom view animation service database solid understanding full mobile life cycle published least one original android app working knowledge git mercurial keen interest building apps react react native working knowledge using photoshop sketch optional using origami ux prototyping tool optional,"HappyFox
4.5",Chennai,,
App Developer,design build advanced application android platform collaborate cross functional team define design ship feature outside source apis unit test code robustness including edge case usability general reliability bug fixing improving application performance continuously discover evaluate implement technology maximize efficiency,Delta Star Technologies,Noida,,
App Developer,description knowledge core java hand full life cycle android application strong knowledge restful web service knowledge android sdk push notification fcm payment gateway integration mobile apps gradle location map api strong knowledge android sdk different version android deal different screen size familiarity restful apis connect android application back service strong knowledge android ui design principle pattern best practice offline storage threading performance tuning design application around natural user interface touch familiarity use additional sensor gyroscope accelerometer knowledge open source android ecosystem library available common task portfolio android apps play store plus proficient understanding code versioning tool git mercurial svn,"MAAN Infoweb Solutions
4.7",Jaipur,,
App Developer,description mediaagility premier consultancy mission engineer solution help innovator succeed headquartered princeton nj presence 5 country committed delivering exceptional service client b building people c diverse inclusive operation premier google cloud partner take client idea impact strategic thought partnership intelligence solution offer full spectrum service advisory consulting transformation implementation operation improvement unique braintrust engagement model agile deep latest technology description design build advanced application android platform collaborate cross functional team define design ship feature outside source apis unit test code robustness including edge case usability general reliability bug fixing improving application performance continuously discover evaluate implement technology maximize efficiency required 3 4 year building android application using java hand using rxjava thread scheduler service creating custom library knowledge android jet pack component plus must architecture pattern mvvm binding pattern mvp viper mvc deep understanding factory adapter observer singleton behavior pattern must worked offline sync caching local storage realm room sqlite database desired knowledge kotlin plus knowledge rest soap paradigm oriented architecture distributed system least 4 5 apps published play store 3 qualification qualification b tech b e bca mca tech sc relevant verbal written required android java mvc,"MediaAgility
3.9",Gurgaon,,
App Developer,android developer 1 4 year exp designation software developer software developer mobile application developer 1 4 year pune skill io android java mobile application full time total 1 year required io 1 year preferred android 1 year required education bachelor required programming language needed java preferred,"Bar Code India Ltd
3.4",Pune,,
App Developer,description responsibility zorang seeking software developer rapidly growing technology order build generation service application people life better focus ecommerce implementation vertical based product based hq based san francisco bay area offshore put gurgaon pune passionate beautifully designed app experience fascinated aspect application brainstorming design implementation release player write maintainable code qualification strong foundation structure algorithm o concurrency knowledge java technology stack mobile android eco system understanding mobile app ui ux material design video medium based project video player drm ovps advertising analytics beneficial 2 5 year software android debugging optimization b e b tech computer science equivalent point rxjava lambda expression mvp tdd unit testing jenkins ci kotlin full time 000 00 000 00 per year android 2 year preferred total 3 year preferred java 1 year preferred programming language needed java preferred remotely temporarily covid 19,Zorang Technologies,Gurgaon,,
App Developer,technical non technical 1 java j2se sqlite mysql android sdk eclipse 2 php jquery html cs vacancy 2 qualification graduate preferably btech 6 month 1 year android based mobile application people go getter attitude likely get rewarding unlimited earning experienced professional eligible profile get detail query hr webguru india,BrochureGuru,Kolkata,,
App Developer,dear urgent requirement android developer 1 year noida notice period immediate 15 day android studio android json android sdk interested candidate apply directly full time android 1 year preferred total 1 year preferred education bachelor preferred programming language needed java preferred,"Alps Softech Solution Pvt Ltd
2.3",Noida,,
App Developer,description designation android developer required 1 4 year reporting vacancy 4 cab working day alternate saturday shift 9 00 6 00 pm exp required knowledge java working apis git back android sdk,"forstaffing india
4.8",Noida,,
App Developer,strong knowledge core java oop concept android sdk android studio gradle must published least one app google playstore working remote via web service rest json third party library apis map tracking social medium apis fcm handing using sqlite database preference understanding design pattern material design kotlin hybrid mobile application,"SplendorNet Technologies
4.3",Pune,,
App Developer,android developer responsible maintenance application aimed vast number diverse android device primary focus android application integration back service responsibility translate design wireframes high quality code design build maintain high performance reusable reliable java code best possible performance quality responsiveness application identify correct bottleneck fix bug help maintain code quality organization automatization type full time volunteer walk 000 00 000 00 per year android 2 year preferred 2 year preferred education bachelor preferred programming language needed java preferred remotely,"Lasting Software Pvt ltd
5.0",Panchkula,,
App Developer,responsibility design build advanced application android platform write scalable maintainable code solution complex engineering challenge unit test code robustness including test case usability general reliability cross functional including designer information architect backend developer optimum integration solution guideline best practice adopted project develop high quality front ui pattern mobile device apps app store keep abreast technology trend advance web mobile technology must 2 4 yr strong oo design programming java j2ee j2me solid understanding android app life cycle knowledge android sdk knowledge sqlite mysql similar database management system working knowledge eclipse strong understanding mobile ui guideline best practice developing distributing application via enterprise channel public app store knowledge working dynamic e g json xml amf various interface type e g rest soap must able multiple project deadline,"xicom technologies
4.5",New Delhi,,
App Developer,android developer deep programming android programming making basic android app opening ctc interview process machine round testface face technical roundhr round apply share android developer 00 02 year ctc 3 2 lpa 4 5 lpa interview process machine round test face face technical round hr round apply share android developer webkul webkul best selling used mobile operating system world since android application intuitive accessible apps leveraged multi channel omni channel customer top notch full stack developer hand android app tool framework build generation native cross platform mobile apps collectively published apps google play store apple app store webkul transforms vivid game changing mobile app deliver digitally transforming high performing result build mobile application infinite possibility empower one business mobile app service android developer webkul building app functionality ui collaborating member tackling database apis performing unit testing fixing bug staying date technology java vital android sdk concept decent sql knowledge git xml basic,"Webkul Software
4.4",Noida,,
App Developer,android developer 3 4 month remote 4 year immediate joiner android ndk developer strong knowledge building infrastructure c c using android ndk must strong design skill c c java migrating 32bit ndk code 64bit plus experiance working webview javascript understanding unit testing using junit similar framework education bachelor preferred programming language needed java preferred industry software remotely yes,"Infritz Systems
4.0",Pune,,
App Developer,1 3 year developing high quality code android application strong knowledge android sdk ndk java working kotlin react native sound knowledge android activity life cycle knowledge firebase postman familiarity restful apis connect android application back service identify correct bottleneck fix bug familiarity restful apis connect android application back service release application google play store develop test maintain high performance kotlin java code integrating restful apis external source strong knowledge android ui design principle mvvm mvp design pattern best practice unit test case fragment custom view component java retrofit must versed developing native android application independently full time android 2 year preferred 2 year preferred total 2 year preferred education secondary 10th pas preferred,"Antier Solutions
4.0",SAS Nagar,,
App Developer,description know people greatest asset staff professionalism innovation teamwork dedication excellence helped become one world leading technology company quality vital continued success ness employee working product platform software company world evolve using cutting edge technology expand horizon exciting gain enormous knowledge working alongside skilled professional help accelerate progression ness treat value rigor innovation partnership highest priority placed core business guide daily operation interaction customer offer employee exciting challenging project across diverse range industry collaborate forward thinking capable partner around globe role responsibility hiring android developer based ness bangalore suitable candidature willing perform hand coding technical 3 7 year android app design strong practical kotlin java android framework strong designing ui debugging complex ui layout interaction desired 3 7 year presentation willing recruiter name kavitha siddaraju recruiter email id kavitha siddaraju ness,"Ness Technologies
4.1",Bengaluru,,
App Developer,role responsibility design business application android platform developer heart strong focus implement latest enhancement android collaborate multi functional team define design ship feature dynamic captivating interactive mobile android device implement design asynchronous responsive provide rich user across mobile platform love turning design beautiful application product enjoy developing apps delight user youre comfortable working deal ambiguity every day use latest android feature make app best class productively contribute project agile software participate sprint planning task breakdown daily stand ups requirement proficient android sdk java kotlin nice ndk mvvm architecture android jetpack sqlite knowledge firebase deep understanding google design principle interface guideline familiar working restful apis third party library e g retrofit volley knowledge push notification service reactive programming rxjava rxandroid rxkotlin knowledgeable performance tuning threading offline storage understanding best practice unit testing code review ci cd code versioning tool viz git mercurial extra point hand writing high quality unit integration test writing maintaining gradle task dependency developing sdk library,"Simform
4.1",Ahmedabad,,
App Developer,android developer description android developer 2 year developing android apps developer several following technology 1 gps based technology 2 device camera json web service integration contact android api 3 push notification local notification facebook twitter integration 4 multi threaded asynchronous code 5 understanding core java concept android sdk 6 understanding design pattern 7 diagnosing optimizing performance problem 8 interacting web 9 integration native sdk desirable 10 strong problem solving critical thinking proficient understanding code 11 knowledge sqlite individual positive attitude willingness grow coach others required know best practice technology general industry trend hired individual training coaching mentoring allow grow full potential profile ecsion inc usa ecsion research lab pvt ltd software solution developing cutting edge software various technology including net sql server php sql drupal wordpress io android apps java javascript jquery python selenium technology,"Ecsion
5.0",Nagpur,,
