Job Title,Description,Company Name,Location,Unnamed: 4,Unnamed: 5
Cloud Operations Engineer,"- Excellent hands on experience on VMware stack (wiz vSphere, vCenter, vSAN, ESXi, NSX)
Very good Knowledge of Azure Infrastructure Management.
Must have good hands on Experience on atleast one scripting language (Python, Shell or PowerShell).
Actively wo","VMware
4.3",Bengaluru,,
Cloud Operations Engineer,"Position Overview

As a Cloud Operations Engineer, you are responsible for performing a broad range of IT duties in an individual and a team-based capacity with a strong technical background through education and hands-on experience. Successful candidates will have demonstrated a record of designing, deploying, monitoring and maintaining mission critical production manufacturing systems and networks.

Responsibilities
Monitor SaaS infrastructure availability and performance 24x7x365
Ensure the highest uptime for customers in our SaaS environment
Monitor application health and report application errors, bugs & exceptions
Adhere to the incident escalation procedure based on the severity
Test and Deploy the New Product releases, SaaS Memos to the Staging and Production Environments
Collaborate with other operational and development teams during triage and resolution of operational issues.
Adapt to any new changes in the technology and infrastructure used within the organization
Essential
Minimum of 2 years’ experience in Server Support or Technical Support or System Administration
Good understanding of basic Cloud Services Models
Good knowledge on Windows Server Administration and Troubleshooting
Good knowledge on Unix/Linux Server OS
Good understanding of Web technology, basic networking & hardware knowledge and software applications.
Basic understanding of database technologies like SQL, MySQL, PostgreSQL ….etc
Basic understanding and work experience with Amazon Web Services Cloud Services Platform. AWS Certification will be an added advantage
Ability to effectively work individually or in a team environment
Ability to deal with and resolve complex situations in a professional manner
Ability to handle multiple tasks/projects simultaneously
Basic scripting knowledge on PowerShell, Regexp, vb scripting, Python...etc will be an added advantage","Replicon
4.2",Bengaluru,,
Cloud Operations Engineer,"Company Description

Nexthink is the global leader in digital employee experience management. Our products allow enterprises to create highly productive digital workplaces for their employees by delivering optimal end-user experiences. Through a unique combination of real-time analytics, automation and employee feedback, Nexthink gives IT teams the insight they need to empower and even delight people at work.

Headquartered in Switzerland with US headquarters in Boston, Nexthink also has offices in France, UK, Germany, Spain and UAE. Our growing team of Nexthinkers is proud to be making the digital work lives of nearly ten million employees across 1,000 customers more productive.

At Nexthink, we believe actions are stronger than words when it comes to diversity, inclusivity, and equity in the workplace. Nexthinkers are multinational and multilingual, and come from all walks of life. We are committed to hiring a genuinely representative workforce that can create solutions and foster innovation for the modern digital employee experience. Join us today!

Job Description

Nexthink is looking for passionate and innovative professionals that are keen to join a newly formed and fast growing Cloud Operations team in Madrid. The team is being built to ensure our Cloud platform is operated using best in class methodologies and tools and allow us to delight our clients with the best cloud experience.

The team is responsible of maintaining our Cloud solutions with top performance, availability and service level, but also ensure that it runs in a cost-efficient way. The Cloud Operations Engineer will also use her/his Software Engineering skills to prototype and deliver tools and products that will help reaching those goals, and will also participate into the operational requirements process.

Finally, you will be part of a fast growing, international company with an opportunity to join the Cloud team, a strategic initiative that will help accelerate this growth.

Responsibilities

Monitoring. Use and own the specifications of our tooling set related to monitoring, telemetry, reliability, automation for End to End service
Incident management and response: Detect, diagnose and fix incidents finding solutions to achieve required Service Levels (rollback, restore backups, etc). Owner of the post-mortem process of such incidents by writing technical content both for customers and internal stakeholders.
Operations. Define or build automation mechanisms for cloud operations: build, deploy, update, patch, backup, restore, scale, extend, protect, etc. Use past experience to solve most relevant issues in a proactive fashion by either writing product or platform specifications, or building the required automation to prevent the issues to surface again.
Change Control. Owning the product update process for live client instances
Reliability. Manage the availability of the production instances of our cloud services. Understand and be able to communicate the scale, capacity, security, redundancy and performance attributes and requirements of the cloud services
Subject matter expert: be the ultimate escalation point for major platform related incidents

Qualifications

Min 5 years of experience in Software Development with knowledge of best practice of professional software development, deploying, and in general lifecycle management.
Experience with monitoring solutions, such as: Azure Analytics, Grafana, and others
Experience administering and deploying on cloud-based platforms (Azure, AWS, Google and/or others), using infrastructure as code (Cloud Formation, Terraform, etc.), configuration management tools (Ansible, Puppet) and pipeline creation tools (like Jenkins).
Solid understanding of the network stack (TCP/IP, VPN, HTTP, SSL, routing, etc.), cloud topologies (VPC, Virtual Subnets, NACLS, NSG, ILB, ELB, etc.) and storage (S3, EBS, Azure Files etc).
At ease with operating and managing production systems, solving issues striking the right balance between urgency and methodology.
Strong problem solving and analytical skills
Experience in coordinating teams and persons to maintain a SLA.
Excellent written and verbal skills in English

Additional Information

This is an exceptional opportunity to join a fast-growing, successful and innovative company. Nexthink allows you to thrive in a unique work environment where the emphasis is on excellence, innovation, openness and collaboration.","Nexthink
4.2",Bengaluru,,
Cloud Operations Engineer,TBC,"SDL
3.3",Bengaluru,,
Cloud Operations Engineer,"Expect more. Connect more. Be more at Diebold Nixdorf. Our teams automate, digitize, and transform the way more than 75 million people around the globe bank and shop in this hyper-connected, consumer-centric world. Join us in connecting people to commerce in this vital, rewarding role.

Position Overview

The Cloud Ops Senior Engineer will be part of the Cloud Platform Engineering Team and reports to the Cloud Ops Team Leader (TL). Flexible to work in US shifts.

You are responsible for

Working in environments to support Disaster Recovery and backup in multi-cloud environments

Qualifications

Minimum 5 years’ experience, B.E/BSC IT/BCA required.
A strong background in Azure OR Amazon Web Services (AWS) or a similar cloud platform is a must-have, certification is a plus.
Excellent technical skills and knowledge include but not limited to: cloud methodologies like PaaS and SaaS; programming languages such as Python, Java, .Net; orchestration systems such as Chef, Ansible, Terraform; Azure IaaS servers; PowerShell scripting.
Fully aware of the DevOps cycle with hands-on on deployment models to the cloud.
Experience working with Docker and related containerization technologies.
Experience working on orchestration platforms such as AKS, RedHat OpenShift etc.
Extensive knowledge working with logging and monitoring tools such as EFK, visualization tools such as Grafana and Prometheus.
Exposure to security alert monitoring tools.
Experience in building both microservices and public facing API's.- Experience in working with any of the API gateways.
Strong networking knowledge: OSI Layers 1-4, LAN, WAN, SDN.
Strong networking concepts and administration (TCP/IP, routing, switching, VLANs, GRE, OpenV switch and Load balancing).
Demonstrated proficiency in network administration in large datacenter environment – DNS/DHCP, Load Balancing (F5 Networks, AWS ELB), Firewalls (Cisco Systems, Juniper Networks), IDS/IPS, IPSEC VPN), Cisco Router Configuration.
SQL and NoSQL Databases.
Extensive knowledge of Implementations, management, troubleshooting, configuration, and migrations is preferred.
Proficient in the use of methodologies supported by Cloud Ops best practices.
Extensive experience of Cloud administration is a must. Experience of working in a virtualized environment like is a plus.
Experience working as part of a team to provide the optimal solution for both business needs and project standards.
Experience estimating effort and resources required for projects and working with project managers to structure projects.
Demonstrated excellent customer service skills; ability to build strong formal and informal relationships.
Demonstrated excellent verbal and written communication skills, with the ability to transition smoothly between technical and business vernacular, tailoring communications to the audience.
Able to work in ambiguous situations/environments; demonstrated ability to break down problems into constituent parts and develop and drive plans for resolution.

Preferred Qualifications

Strong documentation ability capable of developing detailed how-to guides.
Ability to mentor junior staff members.
Proficient in working in Windows and Linux server environments.
Front line support for Cloud Monitoring – Infrastructure and Application.

Why should you join Diebold Nixdorf?

Brightest minds + technology and innovation + business transformation The people of Diebold Nixdorf are 23,000+ teammates of diverse talents and expertise in more than 130 countries, harnessing future technologies to deliver personalized, secure consumer experiences that connect people to commerce. Our culture is fueled by our values of collaboration, decisiveness, urgency, willingness to change, and accountability.

Diebold Nixdorf is an equal opportunity employer and we value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
Areas of InterestInformation Security and Technology
Experience LevelMid-Senior Level Associate
CountryIndia
Primary LocationIN-Mumbai(GC)-MH
Remote - Work from HomeNo","Diebold Nixdorf
3.2",Mumbai,,
Cloud Operations Engineer,"For over 10 years, Zscaler has been disrupting and transforming the security industry. Our 100% purpose-built cloud platform delivers the entire gateway security stack as a service through 150 global data centers to securely connect users to their applications, regardless of device, location, or network in over 185 countries protecting over 3,900 companies and have detected 100 Million threats/day.

We work in a fast-paced, dynamic and make it happen culture. Our people are some of the brightest and passionate in the industry that thrives on being the first to solve problems. We are always looking to hire highly passionate, collaborative and humble people that want to make a difference.

Position: Cloud Operations Engineer

Location: Chandigarh, India

Zscaler is seeking an Operations Engineer (UNIX/Linux Systems Administrator) to join our Datacenter Operations team based at our corporate offices in India (Chandigarh). In this role, you will be responsible for all aspects of the Zscaler production data center services including servers, operating systems, storage, and supporting systems. You will be an instrumental part of the Zscaler Cloud Operations team responsible for the availability, latency, performance, efficiency, monitoring, and emergency response.

The Cloud Ops team is responsible for keeping the engines running at peak performance. On any given day, the Zscaler cloud processes tens of billions of transactions — scanning a petabyte of data — for 15 million users around the world. The transaction volume on the Zscaler cloud is growing significantly every quarter, yet the cloud’s overall stability just continues to improve, and that is directly attributable to the Cloud Ops team’s deep expertise and its dedication to reliability, availability, and scalability. To be a part of this team, you will, above all, need to share this dedication. And a sense of humor wouldn’t hurt.

Responsibilities/What You’ll Do:
Good experience with networking principles, Firewalls, Load Balancing Solutions, etc.
Working closely with QA, Development, and Infrastructure teams to understand, implement, and deploy end to end monitoring solutions.
Deploy patches and upgrades, and upgrade administrative tools and utilities as required.
Participate in an on-call rotation
Excellent problem-solving, troubleshooting, and communication skills

Qualifications/Your Background:
Strong working knowledge of Linux/UNIX and related applications
Strong scripting skills (e.g. Python, Bash, etc.)
Working knowledge of Nagios
Experience working in a 24/7 NOC environment for a cloud provider
Knowledge of cloud infrastructure (firewalls, load balancers, DNS, DHCP, NAT)
Comfortable working in a fast-paced environment
Constantly driven to improve, optimize and identify opportunities for process improvement

Why Zscaler?

Zscaler is the world’s leading software-as-a-service security platform
We deliver best of breed security services with unprecedented scale
100 Million threats detected a day across 185+ countries
Glassdoor rating of 4.7/5.0 + 98% CEO Approval = Exceptional place to work!

People who excel at Zscaler are smart, motivated and share our values. Ask yourself: Do you want to team with the best talent in the industry? Do you want to work on disruptive technology? Do you thrive in a fluid work environment? Do you appreciate a company culture that enables individual and group success and celebrates achievement? If you said yes, we’d love to talk to you about joining our award-winning team.

Learn more at zscaler.com or follow us on Twitter @zscaler. Additional information about Zscaler (NASDAQ: ZS ) is available at http://www.zscaler.com. All qualified applicants will receive consideration for employment without regard to race, sex, color, religion, sexual orientation, gender identity, national origin, protected veteran status, or on the basis of disability.

#LI-VV1","Zscaler
4.6",Chandigarh,,
Cloud Operations Engineer,"Overview:
This is a great opportunity to become part of PowerSchool’s Cloud Operations Application Support and deployment team. The Cloud Operations team works in a growing and fast-paced environment managing and supporting the cloud-based products and infrastructure for the nation's leading education technology platform for K-12. The Cloud Operations team manages and administers all facets of cloud hosted environments from hardware to software, operating systems to PowerSchool’s products. Cloud Operations manages applications utilized by over 10 million students in a 24 x 7 x 365 environment. The Cloud Operations team atmosphere is collaborative, adaptable and team based to meet the needs of an evolving technology and business model. Some travel is required.

Responsibilities:
5+ years of experience as an application support engineer in a cloud-hosted environment
5+ years of experience providing customer application and technology support
Strong working knowledge of Unix/Linux, Windows, Tomcat
Experience with remote management and related tools
Experience in Incident, Problem and Change managements. ITIL certification is highly desirable
Experience in managing and resolving applications/infrastructure monitoring alerts using tools such as Nagios, New Relic, PagerDuty, etc.
Experience in application releases and deployment
Experience with database technologies (MYSQL, MS SQL, and Oracle)
Knowledge of Cloud technologies

Qualifications:
Willing to work in 24x7 shifts (Night shift is core mandatory)
Willing to work on Saturday and Sundays
Problem solving skills and abilility to Troubleshoot and resolve application, instance, and/or system tickets
Ability to work a late or early shift aligned with US business hours as required
Must have strong verbal and written skills to interact with internal customers and partners via phone, chat and email.
Ultra-reliable, highly motivated, self-starter, who can collaborate within Cloud Operations and across other functional groups.
Knowledge of PowerSchool is a plus.

EEO Commitment:
PowerSchool is committed to a diverse and inclusive workplace. PowerSchool is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. Our inclusive culture empowers PowerSchoolers to deliver the best results for our customers. We not only celebrate the diversity of our workforce, we celebrate the diverse ways we work. If you have a disability and need an accommodation regarding our recruiting process, please let us know by emailing TA@powerschool.com.","PowerSchool Group LLC
3.3",Karnataka,,
Cloud Operations Engineer III,"Cloud Ops Engineer III

Windows -
Server Builds and Provisioning.
Troubleshooting Break fix issues.
Troubleshooting a wide range of x86 based hardware platforms.
OS drive space issue.
Server Performance issue.
Coordination with 3rd Party vendor for h/w break-fix.
NTFS/Shared Permission issue.
Terminal server issues.
Performing upgrades and Service pack installs and server rebuilds.
Files and Folder restores in Windows Servers or NAS.
Manage and support of Windows file/print servers.
Assist with data backups and restores as required.
Interaction with Service Center, Network Control Center and other business support. areas for problem escalations, resolutions, reporting and coordination.
Manage inventory of hardware â€“ methods used.
Coordinate with internal and external business managers and groups to ensure systems meet expectations and requirements.
Coordinate rollouts of system enhancements and upgrades to user community.

VMWare –
Experience of installation, configuration, Management and Monitoring of Cloud Services for VMware based Cloud Solutions.
ESXi Host Build
Host Patching/Upgrade
Manage ESX Networking (vSwitch, Ports/Port Groups)
Manage Host storage (SAN, NAS, iSCSI)
Manage/Upgrade Virtual Center
Manage VM's/Build/Retire
Manage Templates
P2V, V2V
Coordination with vendor
Manage Clusters
VM Trouble shooting
Upgrading VM Tools/Hardware
Day to day trouble shooting","Risk Management Solutions (RMS)
3.9",Noida,,
Cloud Platform Engineer,"We believe work is not a place, but rather a thing you do. Our technology revolves around this core philosophy. We are relentlessly committed to helping people work and play from anywhere, on any device. Innovation, creativity and a passion for ever-improving performance drive our company and our people forward. We empower the original mobile device: YOU!

What we're looking for:


You have experience in developing the next generation site reliability and DevOps systems. Have hands-on technical expertise to design, deploy, and optimize Cloud services. You also have experience in driving technical architecture and standards/process to deliver the best customer experience.

Position Overview

The Software Engineer is responsible for developing software to enhance Cloud services delivery and management, Analyze service performance to improve quality and customer experience and ensures 24/7 service availability of Citrix Cloud

Role Responsibilities
Develop software to enhance Cloud services delivery and management.
Analyze service performance to improve quality and customer experience.
Ensure 24/7 service availability of Citrix Cloud - address reported issues and provide root cause analysis.
Work with Product Development, Product Management, QA, and Customer Success teams to ensure successful deployments and address service delivery issues.
Basic Qualifications
You would come with an educational qualification of either a Bachelor or Masters in Engineering.
Hands on experience of 3+ years of experience in software development lifecycle.
Experience with algorithms, data structures, complexity analysis, software design and debugging on Windows/Linux platforms.
Experience in one or more of the following: C#, Java, Python and Ruby.
Good understanding of automation frameworks like Chef, Puppet, Ansible, Docker, Kubernetes, Serverless architectures
You come with a strong foundation in secure operational practices key handling, access control, threat remediation.
Preferred Qualifications
You are Interested in designing, analyzing and troubleshooting large-scale distributed systems.
You have experience with Cloud Computing platforms (Amazon AWS, Microsoft Azure, Rackspace, IBM Softlayer) is a plus.
Have experience in frameworks like logging platforms like NewRelic, Splunk is a plus.
Have a systematic problem-solving approach, coupled with strong communication skills and a sense of ownership and drive.
You come with experience in Network analysis, Windows/Linux system level analysis
What youre looking for:


Our technology is built on the idea that everyone should be able to work from anywhere, at any time, and on any device. Its a simple philosophy that guides everything we do including how we work. If youre an engineer, well give you plenty of ways to test your skills on cutting edge technology. We want employees to do what they do best, every day.

Be bold. Take risks. Imagine a better way to work. If this sounds like you then wed love to talk.

Functional Area:
Cloud Ops
About us:


Citrix is a cloud company that enables mobile workstyles. We create a continuum between work and life by allowing people to work whenever, wherever, and however they choose. Flexibility and collaboration is what were all about. The Perks: We offer competitive compensation and a comprehensive benefits package. Youll enjoy our workstyle within an incredible culture. Well give you all the tools you need to succeed so you can grow and develop with us.

Citrix Systems, Inc. is firmly committed to Equal Employment Opportunity (EEO) and to compliance with all federal, state and local laws that prohibit employment discrimination on the basis of age, race, color, gender, sexual orientation, gender identity, ethnicity, national origin, citizenship, religion, genetic carrier status, disability, pregnancy, childbirth or related medical conditions, marital status, protected veteran status and other protected classifications.

Citrix uses applicant information consistent with the Citrix Recruitment Policy Notice at https://www.citrix.com/about/legal/privacy/citrix-recruitment-privacy-notice.html

Citrix welcomes and encourages applications from people with disabilities. Reasonable accommodations are available on request for candidates taking part in all aspects of the selection process. If you are an individual with a disability and require a reasonable accommodation to complete any part of the job application process, please contact us at (877) 924-8749 or email us at ASKHR@citrix.com for assistance.

If this is an evergreen requisition, by applying you are giving Citrix consent to be considered for future openings of other roles of similar qualifications.","Citrix
4.0",Bengaluru,,
Cloud Security Engineer,"
Skills (Must have): 8+years if experience in below:
Experience in cloud security fundamentals covering 2 cloud platforms: AWS, Azure, GCP
Hands on experience at the IaaS layer with provisioning of resources securely in a cloud environment - EC2, S3, Lambda, Azure functions, VPC, VNet, Vnet peering, VPC peering, etc.
Experience with automation tooling (e.g Terraform, CFT, Arm templates,..) provisioning on cloud platforms
Hands-on experience with Linux and Windows platforms.
Hands-on experience with databases, storage accts, scripting with Python and PowerShell,
Strong solution architecture, design, and impact analysis skills
Strong Hands-on design, programming and debugging skills
Excellent communication skills along with the ability to think independently, take complete ownership of assigned tasks
Strong Agile development expertise
Expertise in setting up the operational architecture, participating in architectural reviews with client’s Reference architecture team
Education:
Bachelor’s or master’s degree in computer science, cyber security, Information Technology management, or related discipline
","Micron Technology
3.5",Hyderabad,,
Cloud Security Engineer,"Be part of our team! Join an organization that ensures a more secure world through connecting and protecting our customers with inventive electrical solutions.

WHAT YOU WILL EXPERIENCE IN THIS POSITION:
The Cloud Security Engineer will work closely with the DevOps team for cloud security design with top-notch security best practices and is responsible for engineering secure AWS cloud environments and infrastructure. As a subject matter expert, you'll ensure the confidentiality, integrity, and availability of cloud-based and Internet accessible systems and services that support the core business functions.

Roles and Responsibilities:
Assist in the planning of Security roadmaps and lifecycle management
(repeat)Design, integration, and testing of a suite of tools for security management of multi-tenant and single-tenant public cloud application services.
Implementation of technological solutions dedicated to the data protection in cloud
Configuration changes to improve the performance, usability, and value of cyber analysis tools.
Perform security research, document and communicate the findings with respect to industry best practices/emerging technologies to secure the cloud infrastructure
Assess overall cloud security posture. Redesign or evolve the posture as necessary to meet all the needs of a modernization of security within organization.
Provide technical expertise relevant to the development, implementation, and updates to PKIs cloud security policies, procedures, guidelines to ensure company compliance.
Implement Security and Disaster Recovery measures and drive automation in the cloud architecture.
Implement security analytics, reporting and metrics program and to support security incidents and analysis with your technical expertise.
Maintain and improve processes, tools, and documentation that will support production security requirements in the best manner possible
Perform periodic technical reviews (including PEN testing, Vulnerability assessment) for Corporate and Cloud Infrastructure.
Automate the configuration and installation of API Gateways
Lead and Support configuration of Load balancers (Cloud and On-Prem)

YOU HAVE:
Work Experience:
10+ years of IT industry experience in the domain of IT applications or IT infrastructure services
5+ Years of experience in IT security domain including IT security design and implementations
3+ years of experience with cloud environment and security systems
2+ years of progressive hands-on technical experience in solution design and architecture with primary focus on security products

Key Competencies:
Experience with security management of cloud based services (SaaS) in a fast-paced agile environment.
Requires a specific understanding of Application and Operating system hardening, Penetration testing, Vulnerability assessments, Security audits, IPS, Firewalls, Threat management, SIEM, DR testing,
Experience architecting, deploying and managing a suite of security management tools, including WAF, NGFW, IDS/IPS, SIEM, DDOS protection, Pen-testing, vulnerability management, and anti-malware.
Hands-on experience with security management of virtual machines, containers, and applications.
Excellent oral and written communication skills
Direct experience implementing AWS and Azure cloud security services
Knowledge in information security or IT risk management.
Knowledge of SANS Top 20 Critical Security Controls and OWASP Top 10
Knowledge of global and domestic regulations and standards (FISMA/NIST, SSAE 16, Data Privacy, ISO 27001/27002)

Technical Skillset/Experience:
Experience in configuring, deploying and managing services such AWS Control Tower, CloudWatch, CloudTrail, GuardDuty and KMS
Experienced in configuring, deploying and managing application level security in the cloud using services such as AWS WAF & AWS Shield
Deep understanding of concepts such as Service Control Policies, Config Rules and Access Control Lists
Experience designing, deploying, and supporting production cloud environments, particularly multi-region/multi-AZ environments.
Privileged Account management, etc.
Must be experienced with design, deploy and configure network and enterprise security solutions.
Experience working within AWS and/or Azure cloud environment.
Continuous monitoring, alerting and logging of all applications layers and all infrastructure (e.g. CloudWatch, New Relic, Splunk, Prometheus)
Self-healing clusters using robust health-check services and cloud load balancers (e.g. ELB/ALB/ELB, ECS)
Automated build, test, and deployment through modern CI/CD
Infrastructure-as-code via Terraform, CloudFormation and Ansible
Programming and scripting knowledge (Shell scripting, Python, Ansible)
Implementing Security and Access Control (OAuth. JWT, SAML, TLS/SSL)

Qualifications:
Education:
Engineering graduate from a reputed institute

Certifications:
Mandatory Certifications in public cloud (level of architect, security engineer/specialist)
Preferred Certifications in CISSP, CISM, CCSP, CCSK

Professional Skills:
Ability to work in a fast-paced, agile and dynamic environment with both virtual and face-to-face interactions.
Good communication, project & priority management, and collaboration skills.
Knowledge of information life-cycle management concepts and best practices.
Ability to travel up to 10% (both domestic and international) depending on project demand
Customer facing work environment
Active, highly engaged, multi-tasking environment
Participate in business meetings with various stake holders.
Take corrective actions based on the customer satisfaction surveys.
Drive service improvement programs.
Ensure adherence to quality / security standards defined for the engagement Perform Trend analysis, identify top few incidents and work with respective teams/individual to minimize the incidents

WE HAVE:
A dynamic global reach with diverse operations around the world that that will stretch your abilities, provide plentiful career opportunities, and allow you to make an impact every day
We are a $2.1 billion, high-performance electrical company with a dedicated team of 9,000 people, across more than 80 global locations
We have a robust portfolio of product brands dating back more than 100 years and including: nVent CADDY, ERICO, HOFFMAN, RAYCHEM, SCHROFF and TRACER

Commitment to strengthen communities where our employees live and work
We encourage and support the philanthropic activities of our employees worldwide
Through our nVent in Action matching program, we provide funds to nonprofit and educational organizations where our employees volunteer or donate money

Core values that shape our culture and drive us to deliver the best for our employees and our customers. We’re known for being:
Innovative & adaptable
Dedicated to absolute integrity
Focused on the customer first
Respectful and team oriented
Optimistic and energizing
Accountable for performance

Benefits to support the lives of our employees

At nVent, we are committed to equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law.

At nVent, we connect and protect our customers with inventive electrical solutions. We are a dedicated team of 9,000 people and trusted brands such as CADDY, ERICO, HOFFMAN, RAYCHEM, SCHROFF and TRACER. Known for innovation, quality and reliability, our products connect and protect, consistently delivering value to industrial, commercial, residential, energy and infrastructure customers. While our name may be new, our products have set the standards for quality for more than a century.

People are our most valuable asset. Inclusion and Diversity at nVent means that we celebrate and encourage each other’s authenticity because we understand that uniqueness sparks growth.","nVent
3.4",Mumbai,,
Cloud Security Infrastructure Engineer - CIMD - Marcus by Goldman Sachs,"ENGINEERING
What We Do
At Goldman Sachs, our Engineers don’t just make things – we make things possible. Change the world by connecting people and capital with ideas. Solve the most challenging and pressing engineering problems for our clients. Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber threats, and leverage machine learning alongside financial engineering to continuously turn data into action. Create new businesses, transform finance, and explore a world of opportunity at the speed of markets.
Engineering, which is comprised of our Technology Division and global strategists groups, is at the critical center of our business, and our dynamic environment requires innovative strategic thinking and immediate, real solutions. Want to push the limit of digital possibilities? Start here.
Who We Look For
Goldman Sachs Engineers are innovators and problem-solvers, building solutions in risk management, big data, mobile and more. We look for creative collaborators who evolve, adapt to change and thrive in a fast-paced global environment.
Consumer Engineering
The firm’s Consumer business, Marcus by Goldman Sachs, combines the entrepreneurial spirit of a startup with more than 150 years of experience. Today, we serve millions of customers across multiple products including lending, deposits, financial tools, and our partnership with Apple on Apple Card. We use innovative design, data, engineering and other core capabilities to provide customers with powerful tools and products that are grounded in value, transparency and simplicity. As we build a leading digital consumer bank and expand into new products and partnerships, we are looking for leaders and individual contributors to join our team.

RESPONSIBILITIES
Implement and maintain a vulnerability management program focused on configuration and patch management within a Cloud environment
Implement vulnerability and configuration management program across Marcus platform and products
Assess the validity, criticality and impact of all findings
Prioritize issues and drive the patch management process to remediate findings

BASIC QUALIFICATIONS
3-7 years of experience in risk and information security or related fields and risk analysis techniques
1+ years of Cloud experience (AWS preferred)
1+ years of experience with vulnerability scanning software, such as Qualys, Nessus, Rapid7, etc.
Understanding of web applications and micro service architecture

The Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base that includes corporations, financial institutions, governments and individuals. Founded in 1869, the firm is headquartered in New York and maintains offices in all major financial centers around the world.

Â© The Goldman Sachs Group, Inc., 2020. All rights reserved Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Vet.","Goldman Sachs
4.0",Bengaluru,,
Cloud Service Operations Engineer,"

Must have skills:
Bachelor's degree in Engineering or similar education or working experience
Linux administration and comfortable with Bash
Exposure to at least one Cloud platforms like AWS, Azure
Exposure to at least one Configuration & Infrastructure management tools like Terraform, Ansible, Chef
Take over on-call duties
Good vocal and written communication skills in English
Preferred Skills:
Analytic mindset and good with troubleshooting issues
Exposure to Git, GitOps
Experience in managing SaaS / PaaS
Containerization and Orchestrators like Kubernetes
Networking and DB fundamentals
Self-starter mentality","Software AG
4.1",Bengaluru,,
Cloud Setup & Support Engineer - Application Services,"Experience:- 2 to 3 yrs.
Annual Salary:- INR 5,00,000 - 10,00,000 P.A
Industry:- IT Software, Software Services
Location:- Gurgaon
Education:- Graduate/ BE/ B.Tech
Shift:- 09.00 AM - 06.00 PM

Job Description:-

As a member of the AWS Support team, you will be at the forefront of Cloud technologies interacting with the full breadth of AWS services. Provides technical support to a wide range of customers as they build mission-critical applications on top of AWS services. Customer service experience and strong customer focus is desired.

Basic Qualifications:-
Strong Linux or Windows system administrator skills
Experience with web-based applications and HTTP
Experience operating and troubleshooting email services and SMTP
Knowledge of client/server and distributed systems architectures
Knowledge of large-scale storage architectures and backup/DR strategies
Open to working 1 weekend day in lieu of Weekday Off.

Preferred Qualifications & Experience:-
Experience in setting up EC2, SNS, Database Instances
Prior 1 year working experience with AWS EC2, S3, CloudFront, SES, Storage Gateway, SQS, SNS, CloudSearch, Elastic
Transcoder, Appstream, WorkMail
Experience developing against and working with REST API based services
Understanding of Content Delivery Networks
Understanding of streaming video (H264, MP4, WEBM, HLS, Smooth Streaming)
Experience with search engines (solr / lucene)
Experience with Cloud architecture patterns and distributed computing concepts
Exposure to Mobile application development (iOS / Android)
Messaging and Queueing experience
Detailed knowledge of networking protocols: DNS, HTTP, SSL, SMTP, TCP
Exposure to security concepts / best practices
Expertise with iperf, MTR, traceroute, dig
Experience troubleshooting filesystem, block and object storage
Detailed knowledge of storage protocols: iSCSI, NFS, CIFS, SMB
Experience managing full application stacks from the OS up through custom applications

Physical & Mental Requirements:-
Strong written and verbal communication
Strong analytical skills
Demonstrated ability to analyze a problem and identify potential causes and solutions
Demonstrated ability to take a defined problem and develop an algorithmic solution","Swaran Soft Support Solutions
4.4",Gurgaon,,
