Title,Location,Company,Salary,Description
Machine Learning Test Engineer,"Bengaluru, Karnataka",Blueberry Semiconductors Pvt Ltd,None,"we are hiring Machine Learning Test Engineer for Blueberry Semiconductors Pvt Ltd.
Location: Bangalore
Experience: 3 - 5 Years
Role: ML Test Engineer
Required Skills:
Hands-on experience in python and shell scripting.
Should be familiar with popular DL Frameworks- PyTorch, Caffe2, TensorFlow
Should be familiar with the popular DNN architectures- CNN, RNN, GAN, etc.
Should understanding of embedded SOC based systems
Experience in writing test plan and test cases for Hardware/Firmware
Should have done S/W and Firmware testing and bug reporting
Should have done system level (E2E) testing.
Familiar with test automation, CI tools like Jenkins.
Experience with code quality and code coverage tools, like Klockwork Purify Bullseye.
GIT Exposure/Experience Mandatory.
Notice Period: Immediately or 15 days
Interested candidates kindly go through the JD & apply only if it's relevant to your profile.
Job Type: Full-time"
NLP/Deep learning Engineer,India,AutomationEdge,None,"Are you a person who is always looking for self-improvement ?? Are you passionate about different technologies ??
Do you have these mandatory skills ? – NLP,Machine learning,etc.
We have exciting opportunity for you.
We are looking to hire candidates from Premium institutes only!! (Pass out students)
Type: Full-time/long internship(6 months)
Requirement :
0-2 years of experience
Good understanding of basic Machine Learning concepts is mandatory.
Well versed with different tokenization and sentence identification algorithms.
In-depth understanding of the basic natural language processing techniques like part-of-speech tagging, named entity recognition, morphology, stemming, Lemmatization, etc.
Hands-on experience with NLP toolkits such as NLTK, StanfordNLP, TensorFlow
Knowledge of RNNs, Transformers is an added advantage.
You’re good at :
Define, design, and solve some of the unsolved problems.
Building stories from the tons of the text data.
Create experiments, prototypes, and algorithms that not just yield high-accurate results but also engineered to scale.
Take end-to-end ownership of some technical aspects of the product. This may involve coordinating with various internal and external product teams.
Contact Person:Snehali Mandale
Email: snehali.mandale@automationedge.com
We will reach out to you regarding the further rounds, if your profile gets shortlisted."
Machine Learning Engineer,"Ahmedabad, Gujarat",eInnosys Technologies,"₹2,00,000 - ₹7,00,000 a year","Bachelor's degree in Computer Science/IT/ or higher
Minimum of 1.5 years of professional experience in Machine Learning/Data Science is must
Experience should include all areas of Data Science/Machine Learning like Data Analysis, building models for prediction, NLP, Deep Learning and Image Processing
Experience of programming languages Like Python, C++,MySQL is required
Knowledge of data base systems is required
Problem solving, Analytical, programming, debugging, and design skills are desired
Knowledge of modern machine learning algorithms must
Should be able to work in any area of machine learning like regression modelling, NLP, Image, Deep Learning.
Job Type: Full-time
Salary: ₹200,000.00 - ₹700,000.00 per year
Experience:
Machine Learning: 1 year (Required)
Education:
Bachelor's (Required)
Work Remotely:
No"
Machine Learning Engineer (f/m/d),"Pune, Maharashtra",Embold Technologies GmbH,None,"IMPACT DESCRIPTION
Are you a technology enthusiast and enjoy being challenged towards development of superior software using innovation? Have you been part of high performing teams delivering world-class products? Join us in our drive to make robust products with assured quality available to our customers.

You will be responsible for setting up the right code architecture, leveraging emerging tools and trends while keeping the vision of our product intact. You will be part of our core R&D team working in Pune, India.
YOUR PROFILE
WHAT YOU ALREADY KNOW
Strong fundamental understanding of machine learning algorithms, with good hold on under-the-hood mathematical and statistical concepts
Research oriented mindset : Should be able to review existing research publications for applicability in the current problem and also publish research papers at forums / events
Programming experience with Python
Experience with machine learning frameworks such as Tensorflow, Keras and commonly used python libraries
Able to build data pipelines to train and build your models
Able to deploy models in Docker containers
Able to do Linux shell scripting
Able to use at least one of the following database and data processing technologies such as MongoDB, Apache Hadoop and/or Apache Spark
Ability to provide a compelling story / narrative on work through dashboards and presentations

Experience:

2-3 Years
WHAT WE OFFER YOU
Beautiful Office Spaces
Our team has added a personal touch to our office spaces, which is a reflection of our work culture: unique, fresh and innovative.
A Young, global Team
We are employee driven. We have a diverse team, a flat structure and encourage a healthy balance between work and play.
Passion for Technology
We are enthusiastic about our work and go the extra mile. Jump headfirst into the deep end, ready to do what no one else has done.
We make a change
We clean up your code and get it to speed with the times, assuring good quality and robustness at all times.
We're empowering
We make your code visual and beautiful, making it easy to understand by anyone to make well informed decisions.
We love challenges
We revel in expectations and widening our horizons. We are always eager to learn, grow and trudge into new territories.
We have fun
We take pride in making work a place we look forward to coming to each day. We love our work and this shows in the work we do.
We are efficient
We do great work and utilize resources effectively, making our services accessible and affordable to our clients.
CONTACT US
Embold Software Pvt.Ltd
HR India
Office No. 302-303,
Third Floor, Pride House,
Pune University Road, Chattushringi,
Pune- 411016
India

E-Mail: hrindia@embold.io
ABOUT US
Our Vision is to change the Paradigm of Software Development by helping our users to create great software products.
We develop the infrastructure and tools that fuel the transformation of software development with the power of artificial intelligence and support our customers in dealing with complex challenges in their software development processes with our software analytics platform."
STEM Innovation Engineer,"Noida, Uttar Pradesh",STEMROBO Technologies,None,"Employment Type
Full Time, Permanent
Job Location
Noida, India
Responsibilities
Developing Strong Expertise in the Field of Embedded Systems, Microcontroller, Robotics, Firmware/Programming around 8 Bit/32 bit microcontrollers and IoT based sensors.
To nurture Innovation and Creativity at K12 School Level students by mentoring and helping them to develop Innovative Embedded Projects with the use of technology in delivery of curricula through a variety of instructional methods (hardware, software and Internet resources in support of learning).
Organizes, develops, and coordinate special STEM Engineering and Technology based events/activities.
Always willing to innovate newer Technologies like Internet of Things (IoT), Machine Learning, Virtual Reality (VR), Augmented Reality (AR), and Advanced Processor Programming.
Eager to learn new technologies and methodologies.
Strong team player and ability to work cooperatively and effectively with others in team.
Strong in verbal and written communication.
Good organizational and time management skills.
Improve the existing technology.
Qualifications
Tech in ECE, CS, or equivalent preferred.
Experience: 0-2 years
Specific skills- Basic Electronics, Arduino Uno Microcontroller.
Good to have Knowledge of Raspberry Pi, IoT Sensors, ARM Processor, Node MCU etc.
Language- Basic of C
Job Benefits
Job Training
Team Outings
Self & Family Health Insurance
Employee Provident Fund
Gratuity(in appropriate cases)
Flexible Work Schedule
Paid Leaves"
Machine Learning Engineer/Data Scientist,"Pune, Maharashtra",Mindbowser Info Solutions Pvt Ltd,None,"Company Description
Mindbowser Info solutions is a digital transformation services provider working with global brands aiding on their journey to digital transformation. Mindbowser offers a suite of products and services around user experience, automation, analytics, and mobility that in turn helps businesses become more efficient and improves profitability.

Job Description
We are looking for a Machine Learning Engineer/Data Scientist to work alongside our innovative and growing data science team.The role will be based in our HQ, located in Pune.
Website: https://www.mindbowser.com/
Job description
Our Data Analysts are expected to explore data, technologies, and the application of mathematical techniques to derive data insights.
Ability to gather the domain specific knowledge of the data.
Should have good quantitative skills and the ability to tell a story using data.
Ability to build and fine tune machine learning algorithms which are first used at a proof-of-concept stage and then at a production level.
Should be able to translate prototypes into new products, and provide guidelines for large-scale implementation.
Exp: 0-6 Months

Key Requirements
Programming skills (Python preferred).
Experience of statistical techniques.
Selecting features, building and optimizing classifiers.
Processing, cleansing, and verifying the integrity of data used for analysis.
A basic understanding of the graphs, chart libraries used for data visualization.

Qualifications
BE/Btech/BCA/MCA
Graduate in any stream
Experience Range - 0-1 year

Additional Information

null"
AI Engineer I (1-2 yrs exp),"Bengaluru, Karnataka",icecreamlabs,None,"About Us:
Icecream labs is looking for computer vision engineers and scientists to be part of breakthrough products. You will be encouraged to think out-of-the-box, innovate and find solutions to real-life problems. Our culture - like our technology - is open and without any boundaries.
We are looking for an AI Engineer to help us create artificial intelligence products.
AI Engineer responsibilities include creating machine learning models and retraining systems. To do this job successfully, you need exceptional skills in statistics and programming. If you also have knowledge of data science and software engineering, we’d like to meet you.
Your ultimate goal will be to shape and build efficient self-learning applications.
You will be working on leveraging your computer vision and deep learning expertise to solve complex problems to create SaaS based products for large Fortune 500 customers. If you enjoy leveraging deep learning to solve complex problems and creating products this is the gig for you. Responsibilities:

Study and transform data science prototypes

Design machine learning systems

Research and implement appropriate ML algorithms and tools

Develop machine learning applications according to requirements

Select appropriate datasets and data representation methods

Run machine learning tests and experiments

Perform statistical analysis and fine-tuning using test results

Train and retrain systems when necessary

Extend existing ML libraries and frameworks

Keep abreast of developments in the field

Requirements:
1-2 years experience

Understanding of data structures, data modelling and software architecture

Deep knowledge of math, probability, statistics and algorithms

Ability to write robust code in Python

Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)

Ability to work with Tensorflow

Excellent communication skills

Ability to work in a team

Outstanding analytical and problem-solving skills

Bachelors in Computer Science, Mathematics or similar field; Master’s degree is a plus"
MACHINE LEARNING ENGINEER,"Bengaluru, Karnataka",Neva Ventures,None,"Duties and Responsibilities
Looking for passionate individuals with strong machine learning background.
Hands-on expertise in Artificial Intelligence, Machine Learning, Neural Networks, Applied Mathematics and Computer Vision.
Develop and design algorithms and frameworks in terms of API to leverage the data.
Work closely with technical leads and Product Managers to meet deliverables and contribute to data-driven the development of cutting-edge technologies.
Good Knowledge on the database can be an added advantage.
Exposure to IoT, Human-Robot/Human-Computer interaction, big data interpretation/crunching to unleash the power of data, generate predictions which can help automated solutions for improved user experiences."
Senior Machine Learning Engineer,"Hyderabad, Telangana",Creditvidya,None,"CreditVidya is looking for bright candidates for the position of Senior Machine Learning Engineer. The candidate is expected to:

Have demonstrated passion and enthusiasm for Machine Learning through projects, products, etc. Ability to develop new ML models from scratch.
Be sharp at Algorithm Design and Complexity Analysis, solving new problems with ease with effective and computationally efficient methods
Enjoy programming and be comfortable with one or more languages such as, C, C++, Java, Scala, and Python
Eager to quickly learn new concepts, languages, tools and technologies as required, for example, the credit underwriting fundamentals or new deep learning frameworks
Enjoy building products that are generic and can cater to multiple tenants, through appropriate parameterization/abstraction
Be ready to work on distributed programming and big data frameworks such as Spark and optimize the performance on multiple nodes
Be excited to work in a startup environment and take end-to-end responsibilities working with the co-team members

Key Skills:

BS/MS in a relevant field with 2-5 years' experience. Or PhD in a relevant field with 0-3 years' experience"
Research Engineer - Data Analytics & Artificial Intelligence...,"Bengaluru, Karnataka",Siemens AG,None,"Research Engineer - Data Analytics & Artificial Intelligence (Machine Vision)
With over 1900 researchers, Corporate Technology (CT) occupies a special position within Siemens' R&D facilities. It functions as an international network of expertise and as a global partner for technology and innovations.
Our Research Group (Advanced Data Management) is part of Business Analytics and Monitoring (BAM) Technology Field of CT Research. Headquartered in Munich, we are a hardworking distributed team of around 240 researchers, data scientists and architects distributed across the globe. In the team in Bangalore where we are based out of, we strive to seek complex problems in various domains ranging from mobility, industry, energy, and buildings to smart cities by applying methods and principles of data analytics and artificial intelligence. We are looking for equally hardworking techies to join us in this exciting journey of finding innovative solutions to some non-trivial industrial problems.

Change the Future with us

You will analyze large, complex data sets by developing advanced machine learning and deep learning pipelines based on business initiatives.
Your ability to move beyond theoretical models and build innovative, practical and robust real-world solutions for problems in traffic management, autonomous building control for energy and comfort optimization, medical image analysis for assisting pathologists/radiologists, smart robotics for Industry 4.0 will make valuable contribution.
You will find it exciting to dive deep into an ocean of data and seek challenges associated with transforming and enriching large complex datasets.
You will drive innovation and research in the form of patents and publishing papers at outstanding conferences/journals?

What you need to make real what matters

You have PhD/Masters/Bachelor’s degree in Computer Science or related field from a reputed institute with grass-root experience of at least 2 years in solving complex problems.
Closely follow the latest developments in artificial intelligence and be an early adopter of disruptive trends/technologies
Collaborate with team members from prototyping through production, present developed solutions and recommendations to business partners, and influence future product roadmap and strategy based on insights
Research, develop and prototype software technologies related to Object detection, tracking, 3D reconstruction, SLAM and photometric stereo
Experience in Machine Learning techniques such as Forecasting, Classification, Clustering, Text Mining, Decision Trees, Random Forest and Search algorithms
Understanding and tried hands-on experience in training deep convolutional and/or recurrent networks using frameworks like Tensorflow, Caffe, MXNet, etc.
Minimum of 1-2 years’ experience working on image processing and computer vision problems with a clear understanding and ability to implement algorithms (especially deep learning algorithms)
Hands-on experience using OpenCV and OpenGL
Optimization techniques for model training and deployment on GPUs

Make your mark in our exciting world at Siemens

This role is based in Bangalore. You’ll also get to visit other locations in India and beyond, so you’ll need to go where this journey takes you. In return, you’ll get the chance to work with teams impacting entire cities, countries – and the shape of things to come.
We’re Siemens. A collection of over 379,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality, and we welcome applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit and business need. Bring your curiosity and imagination, and help us shape tomorrow.

Find out more about department at: Corporate Research, Siemens India at www.ct.siemens.com and about Siemens careers at: www.siemens.com/careers

Organization: Corporate Technology
Company: Siemens Technology and Services Private Limited
Experience Level: Mid-level Professional
Job Type: Full-time"
Machine learning Engineer (Hyderabad),"Hyderabad, Telangana",Zessta,None,"We are looking for highly motivated self-starter Machine Learning engineer.
Responsibilities:
Select appropriate datasets and data representation methods
Data mining using state-of-the-art techniques
Create and maintain optimal data pipeline architecture
Assemble large, complex data sets that meet functional / non-functional business requirements
Design and developing machine learning systems
Implement appropriate ML algorithms to develop and deploy AI models into production
Extend existing ML libraries and frameworks
Skills and Experience:
Minimum 3 years of experience as a Machine learning Engineer
Proficient in R, Python, SQL, C, C++ and data visualization tools like Tableau
Experience of Computer Vision Tasks like image classification, image segmentation, object detection, face detection.
Hands on experience with Computer Vision Libraries like Opencv, scikit-image, SimpleCV, mahotas.
Experience in extensive data pre-processing and transformation
Knowledge of Linear algebra, Probability theory, Statistics, Hypothesis Testing and Optimization techniques
Working knowledge of various ML models and techniques like Statistics, Linear regression, Logistic regression, Decision tree, Random forest, XGBoost, Neural Networks, etc.
Good understanding of ML tools/libraries like Tensorflow, Keras, Pandas, Spacy, Pytorch, NLTK, SkLearn etc.
Hands on experience with Big Data technology stack like: Spark, HDFS, Hadoop, Hive, Pig is an added advantage
Education:
Bachelors or Masters from premier Institutes preferred .
Experience 3-10 years"
