Job Title,Job Description,Company Name,Location
Software Engineer,"• 2 - 4 years of relevant work experience.
• Hands on experience in ASP.Net with C#.Net with web applications.
• Should have strong working knowledge in MVC
• Hands on developing front-end ASPX pages.
• Hands on UI Designing.
• Good real time experience in SQL Server.","Vertafore
2.7",Hyderabad
Software Developer,"The Software Lead Developer :

Should design and develop Enterprise level web applications software using Python and cloud native technologies.

Should work with System Engineering and Solution architects to understand Requirement specifications

Should Work on bug resolution and Feature enhancements

Should perform Unit and Integration testing

Should be able to interact and work with Multi-site development teams.

Should be quick and pro-active in responding to queries
Should work as a team player

Required experience and qualification:
Bachelors or Master degree in CSE/ECE
Should have 3 to 6 years of experience in Software development of Large Enterprise applications.
At least 3+ years of strong experience in developing Cloud native application using Python, Python Flask, etc.
Should be strong in OOPs and OOAD design methodologies.
Strong Expertise in Linux/Unix domain, CI/CD process and tools.
Strong Experience in databases including MS SQL server, PostgreSql is required
Should have good written and verbal communication skills, ability to interact and co-ordinate with multi-site teams
Ability to independently analyze, quickly troubleshot and device optimal solutions

Domain knowledge in Telecommunications is preferable.
Excellent problem-solving skills

Apply now.","Nokia
4.1",Bengaluru
Printer Device Driver Developer,"Description

Responsibilities:
• Full responsibility for the development of desktop products and backend processes where applicable, including maintenance where necessary.
• Develop international drivers
• Taking user stories and converting them into development tasks that can be delivered in an Agile process.
• Backlog management and sprint prioritization using JIRA.
• Delivering working software to a deadline.
• Documentation.

Experience:
Experience of C++11 is a must
Knowledge of the following would be advantageous:
o QT
o MacOS X
o Boost
o TCP/IP Networking principles
o IPWorks
o PDF Technology
Preferably relevant experience in the printing industry or related areas
Analytical, with good judgment, business sense and problem-solving skills
Able to work independently and as part of a team
Preferably experience on Agile Project Management
Excellent communications skills
Good level of spoken and written English required
Good social skills and a structured approach to work
Chennai

Full time

IT","Merit Group
4.4",Chennai
Software Developer,"Introduction
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run today - planes and trains take off on time, bank transactions complete in the blink of an eye and the world remains safe because of the work our software developers do. Whether you are working on projects internally or for a client, software development is critical to the success of IBM and our clients worldwide. At IBM, you will use the latest software development tools, techniques and approaches and work with leading minds in the industry to build solutions you can be proud of.

Your Role and Responsibilities
Who you are:

As part of the zSoftware development team, you would be developing industry leading integration products that are central to digital transformation for large organizations. You will be part of a cross lab development team, that is focused on creating new offerings based on client and field requirements using design thinking and agile methods. You will be working with software engineers and offering managers across the India and Hursley, UK labs. You will also have the opportunity to be advocates for large clients across the globe and help clients succeed in their digital transformation initiatives.

You will be part of the CICS portfolio team in zSoftware overall and the CICS team in India, part of India systems development lab. The India team owns distributed CICS and CICS Transaction gateway products, that are driving businesses of leading companies across the world. Being part of this team and the global development team will provide an opportunity to drive the growth of zSoftware business , hence making a lasting impact on large organizations that have a major impact on world economy.

What you will do:
As a software developer, you will design and develop new features for IBM's leading Z integration product based on standard and open methodologies.
You will understand and use agile and new development techniques and develop and deliver new capabilities in a continuous delivery mode.
You will define, recommend, deliver solutions or features that meet customer as well as business needs.
You will present at conferences or work with clients to solve their problems to help them succeed in their inititatives.
You will share and innovate new ideas and implement them in the product along with relevant documentation for the same.
You will also deliver technical videos, blogs or other forms of write-ups that are usable by consumers of the offering.
How well help you grow:
You will get an opportunity to to define, develop and deliver differentiated offerings that focus on winning in the market.
You will work with cross-discipline IBM teams to deliver innovative offerings to clients.
You will grow your technical and business accumen and leadership skills
Required Technical and Professional Expertise
8 to 12 years of relevant industry experience
Advanced knowledge of these Computer Programming languages like Java, Java J2EE, Typescript, C is required.
Experience in mainframe - z/OS Skills or ready to learn. (In case no z/OS, then proven knowledge of Unix / Linux is required).
Previous experience in having worked on z/OS based projects or product development
Knowledge of integration architectures, or experience of having worked on integration projects (MQ, IIB etc. , with mainframe - IBM Z being an added advantage).
Software problem solving and diagnostic skills.
Experience in using modern development tooling and source code control management tools
Eagerness to learn and exploit new technologies and computer languages.
Proven communication skills
Preferred Technical and Professional Expertise
Problem solving with real customer scenarios as well as product defect fixing experience in Java / J2EE
About Business Unit
IBM Systems helps IT leaders think differently about their infrastructure. IBM servers and storage are no longer inanimate - they can understand, reason, and learn so our clients can innovate while avoiding IT issues. Our systems power the worlds most important industries and our clients are the architects of the future. Join us to help build our leading-edge technology portfolio designed for cognitive business and optimized for cloud computing.

Your Life @ IBM
What matters to you when youre looking for your next career challenge?

Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.

Impact. Inclusion. Infinite Experiences. Do your best work ever.

About IBM
IBMs greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.

Location Statement
For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.","IBM
3.9",Bengaluru
Software Engineer II,"#LI-NR1

ABOUT KHOROS

Khoros, formerly known as Lithium + Spredfast, is the leading customer engagement platform providing Social Media Marketing, Care and Monitoring Solutions. Khoros Customer Engagement Platform is built to turn siloed knowledge into enterprise value, and customers into contributors. By connecting consumer insights across all departments, Khoros gives companies the ability to run their business with their customers, anticipating their needs and accelerating sales, loyalty, and innovation. With 2,000+ customers, including 52 of the Interbrand 100. Khoros has ten offices globally and powers approximately 500 million digital interactions every day. From social media to online communities and messaging to digital customer care, Khoros helps companies authentically connect with customers throughout their journey.

ROLE

We’re looking to add a Software Engineer II to an already awesome engineering team. You will be responsible for building and maintaining multiple SaaS applications in the social media space. You will work in small, cross-functional teams and love delivering value to our customers through shipping code. We deploy as often as we can, and would love you to deploy to production beginning day one.

WHAT YOU WILL DO ?
Develop and unit test high quality code to implement features
Perform code reviews and improve code quality by applying solid design principles
Exhibit end-to-end ownership of a feature/task/bug
Collaborate with team making sure deliverables are delivered on time with high quality.
WHAT WE ARE LOOKING FOR ?
A Graduate in Computer Science or equivalent degree
Experienced in building enterprise grade products for minimum of 2 years, that are built on micro services and are highly scalable
Well versed with Java programming language along with Application Program Interface (API)
WHAT WOULD ADD VALUE ?
Open Source tech such as: Elastic search, Redis, MySQL
Experience working with Scala, Ruby on Rails or JavaScript (ES6)
Someone who understands git, pull requests and good software development practices
Basic understanding of Social media domain
YOU BELIEVE
Solving user’s problems is more important than anything else and you take pride in seeing a happy customer
Meaningful user experiences are the focus of teams and the work that they do
Autonomy is awesome and technology will shape the future
WHY SHOULD YOU JOIN OUR TEAM ?

Awesome Culture
Performance Driven
Flexible Working hours
Great Benefits
Health, Dental & Visual insurance
Gym Allowance
Well stocked Pantry
Commute and leave allowance
Generous leave policy
Competitive Compensation
Among the best in industry
Annual bonus
Equal employment opportunity
Our employment practises
OUR VALUES

We earn trust through our actions and attitudes

We win and grow as one team

We listen learn and lead to help our customers succeed","Khoros
3.5",Bengaluru
Software Developer,"Role: Core Java developer


How do you craft the future through Digital Process Industries? We’re looking for the makers of tomorrow, the hardworking individuals ready to help Siemens transform entire industries, cities and even countries.

Get to know us from the inside, develop your skills on the job and work at the groundbreaking of Digital Process Industries.

In India, we have offices in Bengaluru and Gurgaon,

We make real what matters !


You will have to analyze software requirements and software functional specification.

You will define and detail low level design

You will be involved in development on differentiated tasks by translating the software design into code in accordance to the partners’ quality requirements.

You will implement and document assigned part of component / work product based on project schedule.

You will write code/test code for part of software component/ work product. Unit test the implemented solutions.

You will investigate and fix software defects found by test / review team to ensure product quality.

You will ensure quality of the developed part of component(s) / work product(s) (conformance with development process) and its technical delivery.

What You Need To Make Real What Matters !
You need to be a B.E. / B. Tech / MCA/ M. Tech (Computer Science/Electronics & Communication/Electrical) graduate
You should have proven ability 4-6 years of Project experience preferably in real time applications
You should have project experience in Core Java development with good knowledge of OOPS concepts, collection and concurrency.
You should have hands on experience in writing unit test cases using Junit & Mockito framework
You should have hands on experience of memory and performance profiling tool.
About us:


We’re Siemens. A collection of over 379,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality, and we encourage applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit and business need. Bring your curiosity and creativity and help us craft tomorrow.

Find out more about Siemens careers at: https://new.siemens.com/global/en/company/jobs.html

Organization: ADVANTA

Company: Siemens Technology and Services Private Limited

Experience Level: Experienced Professional

Job Type: Full-time","Siemens Healthineers
4.1",Gurgaon
Software Developer,"Hitachi Vantara combines technology, intellectual property and industry knowledge to deliver data-managing solutions that help enterprises improve their customers’ experiences, develop new revenue streams, and lower the costs of business. Hitachi Vantara elevates your innovation advantage by combining IT, operational technology (OT) and domain expertise. Come join our team and our employee-focused culture, and help drive our customers’ data to meaningful customer outcomes.
Responsibilities:
Develop test automation scripts and frameworks and perform automated testing.
Set up test environments and test harnesses.
Lead QA and automation efforts and mentor and guide other QA engineers in these tasks
Participate in scoping QA test effort and own test plan and strategy.
Write test cases and test specifications.
Provide accurate information and status reporting using TestNG or ExtentReports.
Work with developers to review new feature designs and validate test specifications to ensure they are comprehensively tested and meet customer expectations.
Identify defects and own them through the resolution and verification cycle.
Participate in the improvement of product quality and the quality process.
Requirements:
Bachelor’s degree in engineering with 8-15 years experience in Quality Assurance, test development area.
Experience with automation tools such as Selenium WebDriver and API testing tools
Familiarity with tools such as Git, Maven, Ant and Jenkins.
Ability to work with local and remote teams and coordinate with different stakeholders.
Excellent problem solving and analytical skills, excellent verbal and written communication skills and ability to function in a demanding environment.
Strong knowledge of software quality best practices.
Experience with cloud-based products/services
Desired Skills:
Sound knowledge of at least one programming language (Core JAVA, Python etc.).","Hitachi Vantara
2.7",Bengaluru
Software Developer,"Position Description

Job Description
Should have of 3-5 years of experience in writing high performance Web Services via Web API and REST models.
Should have experience in developing web-based applications in Microsoft .Net Framework 4.5 using C#.
Experienced in developing unit tests and mocking framework for C#/.NET.
Should have good knowledge in LINQ & configuration management tool like TFS, GIT.
A strong background in Object Oriented design and development is necessary.
Knowledge of WCF architecture and configuration.
Should have strong debugging skills.
Microsoft SQL Server 2008 or later. Must be fluent in basic SQL, TSQL and stored procedures.
Knowledge of Internet Information Service (IIS) 7 or later.
Knowledge of SOA design principles, design patterns, mocking frameworks, and performance testing.
Exposure to scrum process and experience working in an agile environment.
Must be comfortable with stories, sprints (working within a 2-week window to complete tasks).
Must be comfortable with rapidly changing and/or loosely defined requirements that are refined over time.
Working experience on .Net Core is additional advantage.","Fiserv
3.0",Chennai
Software Engineer,"Job Title:
Software Engineer

Location:
India, Bangalore
Role Overview:


Software Engineers conduct or participate in diverse research and work with design, layout and hardware engineers in the development, and use of productivity enhancement layout tools and design rule checkers, electronic data processing systems software. Determine computer user needs, advises hardware designers on machine characteristics that affect software systems such as storage capacity, processing speed, and input/output requirements and develops compilers and assemblers, utility program, and operating systems. Respond to customer/client requests or events as they occur. Develop solutions to problems using formal education and formal software process



Company Overview


From device to cloud, McAfee provides market-leading cybersecurity solutions for both business and consumers. We help businesses orchestrate cyber environments that are truly integrated, where protection, detection, and correction of security threats happen simultaneously. For consumers, McAfee secures your devices against viruses, malware, and other threats, both at home and away. We want to continue to shape the future of cybersecurity by working together to build best in class products and solutions.

About the Role:
You will work with the other development teams to create new features for the product
You will establish detailed, comprehensive and well-structured test plans and test cases which are streamlined for automation
You will help debug and fix customer issues and attend live debugging sessions
You will report to the Engineering Manager.
You will work in and agile development/testing environment
About You:
Previously exposed to a variety of Operating Systems (Windows and Linux)
Experience with development and testing software products
You have experience in either of C/C++, Java, Python or some scripting language
Anything above that gets you an enthusiastic high-five and bonus points for having experience in the computer security industry
Degree Level Computing Qualification or equivalent
Building partnerships with parties including Dev and QA teams, Program/Product managers, Technical Publications and other Project Team members.
Software Development principles and methodologies such as Agile or Waterfall
Positively adapting to project changes.
Company Benefits and Perks:


We work hard to embrace diversity and inclusion and encourage everyone at McAfee to bring their authentic selves to work every day. We offer a variety of social programs, flexible work hours and family-friendly benefits to all of our employees.
Pension and Retirement Plans
Medical, Dental and Vision Coverage
Paid Time Off
Paid Parental Leave
Support for Community Involvement
We're serious about our commitment to diversity which is why McAfee prohibits discrimination based on race, color, religion, gender, national origin, age, disability, veteran status, marital status, pregnancy, gender expression or identity, sexual orientation or any other legally protected status.

Job Type:


Recent College Graduate

Primary Location:
India, Bangalore

Additional Locations:","McAfee
3.6",Bengaluru
Software Developer – NVAPI,"NVIDIA is widely considered to be one of the technology world’s most desirable employers. If you're creative and autonomous, we want to hear from you!

We are is searching for a highly motivated, creative engineer with experience in Application Programming & Automation to join the GPU Software Application Programming Interface development team. As someone who is hardworking and passionate about their work, you will design key aspects of our production GPU interface API team. You will be working in a dynamic environment on groundbreaking technologies with the most forward-thinking engineers who have a real passion for technology. You should demonstrate the ability to excel in an environment with complex software and hardware designs.

What you’ll be doing:

Work closely with passionate engineers to design, develop, optimize, debug, unit test, document and maintain next-generation graphics and computing features for Nvidia GPUs and application API.
We work on next-generation GPU hardware and software features through all phases of development and you will get an opportunity to work in GPU application programming interfaces.
Collaborate with many internal teams (Software, DirectX, Open GL, SWQA, and OEM support), partners and customers to define new products and features, and resolve issues.
What we need to see:
BE degree or higher (Computer science or related) with 3+yrs of industry experience
Experience in design, development, and maintenance of User mode and Kernel-mode APIs to interact with GPUs on Windows / Linux platforms
Proficient in C/C++ with strong software development, optimization, and analytical skills.
Strong debugging skills and extensive experience using visual studio/ gdb/kgdb/windbg to analyze complex pieces of software.
Strong articulation skills for crafting and improving technical documents, and to engage globally distributed engineering team.
Able to work with multiple functional groups focused on different Software layers
Knowledge of Windows internals, Windows Kernel Mode Driver architecture, Multithreaded programming, and synchronization techniques is desirable.
Ways to stand out from the crowd:
Automation and scripting skills to help and understanding of API testing infrastructure is desirable.
Exposure to SW security and Security awareness, Application Signing and encryption is desirable.","NVIDIA
4.5",Pune
Software Engineer,"Software Engineer

Calypso is seeking a software engineer, who will be responsible for the design and development of new modules and enhancements, as well as maintenance of existing components. The Calypso system is a large-scale software product for the capital markets supporting trading, risk management, and processing of various financial products such as Interest Rate, Equity and Credit Derivatives.

Responsibilities
Design, develop and implement new features and modules in company's financial software system, and improving existing ones
Perform unit testing on new features Work in close liaison with Quality Assurance team and Technical Publications team.
Use the Java and Swing to design and develop graphical user interfaces Assist Helpdesk personnel with customer problems
Work with Product Management to translate and understand accurately product specifications
Responsible for bug fixing for several Calypso modules, including Credit Derivatives and Equity Derivatives
Skills & Requirements
Minimum 7 years of experience in commercial software development using Java, Swing, JDBC, RMI, J2EE and XML
Solid development experience in distributed systems; interface development on window/UNIX platform
Object Oriented Analysis, design & development skills
Familiarity with open source frameworks: Spring, Hibernate, Spring MVC, Spring JDBC, JQuery framework, Ant, Xdocient, JMS and others
Knowledge of relational databases and DQL including working experience with Sybase and/or Oracle
Strong problem solving and analytical skills
Works well independently or in a small team
Experience using messaging, middleware software (MQ, TIBCO)
Experience using middleware integrated development environments (Eclipse, IntellU)
Experience using source Control Management systems (CVS, Mercurial)
Experience building software for capital markets, in particular experience with trading systems a plus
Experience practicing Test Driven Development or Open Source testing tools a plus Experience with FIX and/or FpML a plus
BS or higher in computer science or related field or equivalent
Calypso’s Rewarding Careers

Since our founding in 1997, Calypso has been the leader of innovation in capital markets technology. To continue our track record of growth we need the best talent from across the globe and offer outstanding opportunities to join a uniquely innovative, highly successful company that straddles the worlds of technology and finance. With 20 offices worldwide, market leading products and a customer base of the world’s top banks, asset managers, hedge funds and insurers our team thrives on stimulating challenges and global opportunities.

Your Calypso Career

We are growing our team by recruiting and hiring the best talent in the market - those who desire to take the initiative, are self-directed learners and have the desire solve our customers’ problems to drive our growth. Also, we identify, train and develop future leaders to ensure we have the capabilities to scale the business and to provide career development to our team members.

At Calypso, you will have an active role in a business that makes a difference in the capital markets every day. Regardless of your role, your work will be closely tied to our customers’ success and will have an impact on their mission critical systems.

If you have the drive, a winning attitude and a desire to make a difference then we invite you to apply today.

Calypso Technology is an equal opportunity employer (EOE) and strongly supports diversity in the workforce.
Back
Share","Calypso Technology
3.9",Mumbai
Software Developer,"Company Profile:
We are a leading global mobility solutions provider catering to the Business of Tomorrows. We are a subsidiary of Tech Mahindra and a part of the 19 billion $ Mahindra Group. Our solutions are deployed by over 130+ mobile service provides and financial institutions in over 95 countries and enrich the lives of over 2 Billion people globally to deliver a better future. With 18 years of experience and 8 product lines, we have seen double digit growth in the last 3 years. We enable service provides to enhance customer experience, rationalize costs, and accelerate revenue growth.
Our portfolio spans across multiple domains:
Mobile Financial Solutions: 130+ deployments, empowering 1 billion+ people globally
Digital Lifestyle Solutions: 65+ deployments globally
Messaging Solutions – 80+ deployments, process 1 trillion messages annually
Consumer Value Management – 40+ deployments across 25+ countries
Mobile Data Solutions – 1 billion hits/day in a single deployment
Business Solutions – 230+ million subscribers catered to in a single deployment
Managed Services
Recent Awards/Recognitions
We are 2 time GLOMO Award winner
Positioned in Gartner Magic Quadrant on Integrated Revenue and Customer Management for CSPs in 2016 and 2017
Won Africacom awards in 2017 in the ‘Best Mobile Financial Services’ category
For more information, visit www.comviva.com

Key Skill Required:
Java, J2EE (JSP, Servlet, JDBC and EJB 3.0 , Struts 2X),Angular
SQL Oracle 12g and My Sql
Linux (RHEL 5.XX and above)
REST API
C,C++
Web application porting on Apache Tomcat 7 XXXX
JBOSS 5.XX and above
SVN ,jenkins,Ansible,Junit,Framework Automation
Knowledge of Telecoms
Behavioral skills:

1. Good Interpersonal skills
2. Good communication skills (verbal and written), matured in conduct and command
3. Good Energy and drive, Pro-active approach
4. Ability to complete tasks in well-defined time frame, high on learnability
Location-Gurgaon
Exp. Required-4-6 Yrs","Comviva
3.5",Gurgaon
Software Developer,"At ZOHO, we're building the most integrated suite of business products that exist in the cloud. With over 20 million users working online using ZOHO, your work impacts a wide variety of businesses across the world. Join us on this exciting and satisfying journey to build smart software for growing businesses.

We're expanding and would love to have you as part of our growth. ZOHO is now hiring ' Software Developer ' If you're excited to be part of a winning team, ZOHO is a perfect place to get ahead.

Role: Software Developer

We are looking forward to hire candidates with 0-3 years of experience for the role of Member Technical Staff - Software Developer. We have scheduled a mass test on 21st September 2019 (Saturday) @ 09.00 AM at our Tenkasi Office.
This recruitment drive is to add talent at our Tenkasi office. kindly register using the following link - https://zoho.to/career-sd
Call letters will be sent to the registered and suitable candidates only along with the timing and venue details.
Note: Registration link will be deactivated on Thursday, 19th September 2019 by 05.00 PM.

Job Description:
Design and develop high-volume, low-latency applications for mission-critical systems, delivering high-availability and performance.
Contribute in all phases of the product development life cycle.
Write well designed, testable, efficient code.
Ensure designs are in compliance with specifications.
Prepare and produce releases of software components.
Support continuous improvement by investigating alternatives and technologies and presenting these for architectural review.","Zoho
4.4",Tenkasi
Senior Software Engineer - Frontend (Bangalore),"The world runs on software. Yet delivering changes to software remains massively complicated, highly manual, and risk-prone. At Harness, our mission is to simplify the entire software delivery process so that software engineering teams can move fast and ship code effortlessly without the fear of breaking things. That's why we're bringing the industry’s first Continuous Delivery-as-a-Service platform to the market.

Harness uses a unique machine learning and AI-based approach to continuously verify the performance, quality and security of highly complex software systems, and automates the entire software delivery process.

We’re backed with $20M Series-A funding from technologist and entrepreneur Jyoti Bansal, who founded AppDynamics and sold it to Cisco for $3.7 Billion, and from top-tier VC firm Menlo Ventures.

POSITION SUMMARY

This is an amazing opportunity to be an early engineer in a high-growth, high-potential startup. In this role, you will be responsible for designing, developing and delivering the frontend user interface of Harness platform.

At Harness, we believe in a UX-first engineering approach across the organization. In this role, you will be responsible for writing clean, killer code to create fantastic and user-friendly experiences. You will be involved in all aspects of product design and user experience and will lead turning wireframes into polished and beautiful user interfaces.

You will be working with a team of dynamic engineers who take pride in solving complex problems.

We're seeking A players to work with A players. We're a high-growth company on a once-in-a-lifetime journey to revolutionize deployment tools & continuous delivery. Be a part of it.
ABOUT YOU
Passion for designing elegant experiences that are approachable and just a bit playful.
Extensive experience with JavaScript and other Front End technologies such as HTML and CSS
Experience with any of ReactJS, AngularJS, BackboneJS, KnockoutJS, or EmberJS.
Experience with responsive design and deep understanding of object-oriented design.
Experience with performance debugging and benchmarking.
Expertise in turning a design into cleanly architected HTML and CSS.
Entrepreneurial spirit, priding yourself on getting things done with a high level of quality
Strong desire to work in an unstructured, fast moving startup environment
B. Tech degree in CS or equivalent with 3-10 years of industry experience
WHAT YOU WILL HAVE AT HARNESS
Experience building a transformative product
High learning opportunity
End-to-end ownership of your projects
Fun work environment
Competitive salary, health benefits, early stage Stock Options
A great team who will fight beside you in the trenches to accomplish your goals
HARNESS IN THE NEWS
THE WALLSTREET JOURNAL - AppDynamics Founder Launches New Company, Startup Studio
TechCrunch - AppDynamics founder Jyoti Bansal wastes little time launching a new company
Forbes - After $3.7B Exit, AppDynamics' Founder Launches A Startup Studio With $20M
CIO.com - 10 Hot Startups Targeting Today’s Key IT initiatives
TheNewStack - For Moving Fast and Not Breaking Things
PitchBook - After a $3.7B exit, AppDynamics founder eyes next billion-dollar company
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex or national origin.","Harness
4.7",Bengaluru
Software Engineer,"ABOUT RUBRIK

Rubrik is one of the fastest growing companies in Silicon Valley, revolutionizing data protection and management in the emerging multi-cloud world. We are the leader in cloud data management, delivering a single platform to manage and protect data in the cloud, at the edge, and on-premises. Enterprises choose Rubrik to simplify backup and recovery, accelerate cloud adoption, enable automation at scale, and secure against cyberthreats. Rubrik has raised over $553 million in venture funding, most recently at a valuation of $3.3 billion. We've been recognized as a Forbes Cloud 100 Company two years in a row and as a LinkedIn Top 10 startup.

ABOUT THE JOB

Rubrik Software Engineers are self-starters, driven, and can manage themselves. We believe in giving engineers responsibility, not tasks. Our goal is to motivate and challenge people to do their best work. To do that, we have a very fluid structure and give people flexibility to work on projects that they enjoy the most. This develops more capable engineers, and keeps everyone engaged and happy.

Rubrik believes innovation starts with each Software Engineer. We encourage each engineer to try out new ideas. A lot of such ideas have become our products. All ideas, whether they are coming from newly graduated students or seasoned engineers, are all respected and valued the same way.

MINIMUM QUALIFICATION
Bachelor's and/or Master's degree
Demonstrated knowledge of Computer Science fundamentals
3+ years of Programming experience using Java/C++/Python/Golang
Strong background in programming and OS fundamentals
Experienced in Distributed Systems, Scalability etc
Rubrik provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age or disability. In addition to federal law requirements, Rubrik complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.","Rubrik
3.5",Bengaluru
Software Developer (Storage),"Introduction
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run today - planes and trains take off on time, bank transactions complete in the blink of an eye and the world remains safe because of the work our software developers do. Whether you are working on projects internally or for a client, software development is critical to the success of IBM and our clients worldwide. At IBM, you will use the latest software development tools, techniques and approaches and work with leading minds in the industry to build solutions you can be proud of.

Your Role and Responsibilities
At IBM Multi-Cloud Management Platform, we have a simple goal: to enable enterprises to manage in a world that spans legacy solutions on-premise to the latest NoOps based development approaches. Our platform enables our customers to acquire, operate and manage their application lifecycle across multiple clouds and container platforms. Our engineering team works with numerous cloud and container technologies including Helm, CloudForms, CloudFormation, Deployment Manager, Resource Manager, Prometheus, ServiceNow, VRA, Terraform and others. Our squads are constantly focused on innovating and seeking out better tools, technologies and techniques to deliver our solutions faster with higher scale and reliability. We are a pure microservices based team and our current technologies set is based on Ruby on rails, Angular, RxJS and MongoDB.
As part of this team, you are responsible for obtaining or developing all code (patterns, extensions); conducting testing using the standard DHS lab to analyze solutions; resolving bugs, conflicts, code issues; aligning with all applicable IBM standards, such as Global Server Build; setting up and implementing the DHS solution at the customer site; stabilizing the DHS solution; and completing the required documentation for steady state support.
Our Team is diverse and distributed across the world, and collaborates on daily basis over Github, WebEx, and Slack.
Develop VRO Workflow.
Terraform Templates Development
Python Development
Service now Workflow Development
Ansible playbook development and ansible Tower experience
Terraform templates development
Dive into new Container and Cloud technologies and resolve how we best integrate with them
If you thrive in a dynamic, collaborative workplace, IBM provides an environment where you will be challenged and inspired every single day. And if you relish the freedom to bring creative, thoughtful solutions to the table, there's no limit to what you can accomplish here.

Required Technical and Professional Expertise
Strong Storage Background, JavaScript/ GUI, Python and or Java and strong coding experience
Strong knowledge of data structures and algorithms
Windows administration experience
Install, configure as well as maintain storage hardware backup inclusive of physical plus virtual tape libraries or drives along with disk storage targets.
Ensure to install as well as configure NetBackup customer software on UNIX or Linux as well as Windows systems.
Supervise volume replication overnight jobs and execute improvements.
Administer entire server systems.
Good communication skills and self-managed profile and Initiative oriented
Strong problem-solving skills
Strong analytical, diagnostic and problem-solving skills.
Ability to prioritize and handle multiple tasks.
Experience with any Source code control system and any Defect Tracking system
Good understanding of Software development life cycle and methodology
Preferred Technical and Professional Expertise
Ability to work in a distributed team throughout the world
You love collaborative environments that use agile methodologies to encourage creative design thinking and find innovative ways to develop with cutting edge technologies
Knowledge Storage technologies including SAN, NAS, Quantastor, NetApp, OpenStack Cinder/Swift, and backup/recovery tools
Ambitious individual who can work under their own direction towards agreed targets/goals and with creative approach to work
Intuitive individual with an ability to manage change and proven time management
Proven interpersonal skills while contributing to team effort by accomplishing related results as needed
About Business Unit
At Global Technology Services (GTS), we help our clients envision the future by offering end-to-end IT and technology support services, supported by an unmatched global delivery network. It's a unique blend of bold new ideas and client-first thinking. If you can restlessly reinvent yourself and solve problems in new ways, work on both technology and business projects, and ask, ""What else is possible?"" GTS is the place for you!

Your Life @ IBM
What matters to you when youre looking for your next career challenge?

Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.

Impact. Inclusion. Infinite Experiences. Do your best work ever.

About IBM
IBMs greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.

Location Statement
For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.","IBM
3.9",Gurgaon
