Title,Location,Company,Salary,Sponsored,Description
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,Querying historical high-frequency market data to identify price patterns.Hands-on experience with large scale data warehousing and analytics projects.
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.Temporarily due to COVID-19.
Assistant Manager - Analytics,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"Experience with third-party data i.e., syndicated market data, Point of Sales, etc.Mine data through various technologies like BigQuery and SQL."
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,Collaborate with a team of software engineers and data scientists.Plan and manage data projects.Ensure data quality and integrity.
Data Engineer II / Sr Data Engineer,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture…"
Senior Associate - Pricing Analytics,"Delhi, Delhi",Clifford Chance LLP,None,Organic,"Support the Global Pricing Team, Business development teams, Management teams in driving the Firm's strategic objectives, commercial standards and pricing…"
Data Scientist,"Hyderabad, Telangana",ADCI HYD 13 SEZ,None,Organic,Derive actionable insights from large volumes of heterogeneous data.Demonstrated experience in SQL and/or NoSQL data modeling.Come join us in making history!
Senior Applied Scientist,"Hyderabad, Telangana",Amazon Dev Center India - Hyd,None,Organic,"Interested in modelling and understanding customer behavior through machine learning, artificial intelligence, and data mining over TB scale data with huge…"
Data Analyst,"Pune, Maharashtra",Live Connections,None,Organic,Creates and evaluates the data needs of support tickets and assures the integrity of the data.Explores and interpret large volumes of data in various forms.
DATA ANALYST,"Bengaluru, Karnataka",Inference Labs,None,Organic,Good knowledge of data objects.1.5+ years in a data analyst role.Use statistical methods to analyze data and generate useful business reports.
Applied Statistical Researcher,"Mumbai, Maharashtra",Morningstar,None,Organic,Significant expertise designing surveys and analyzing survey data.Partner with the data team to systematically load and process these data sources to make them…
Data Scientist / Data Analyst,"Bengaluru, Karnataka",Bloom Consulting Services,₹10 - ₹15 an hour,Organic,Develop custom data models and algorithms to apply to data sets.Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Machine Learning Engineer,India,Tavas Consultancy,None,Organic,"Company:Tradeindia com Infocom Network Ltd,."
Data Analyst,"Mumbai, Maharashtra",The Official Gift Co,"₹30,000 - ₹45,000 a month",Organic,O Navigating SQL and NoSQL (MongoDB) data warehouses and extracting necessary data.Investigating and testing APIs and other data sources for integration.
Data Engineer - Bangalore,"Bengaluru, Karnataka",Wabco,None,Organic,"Work closely with data scientists and analytics experts.Experience building and optimizing ‘big data’ data pipelines, architectures and data sets."
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.IT Data & Analytics Developer - Indore, India."
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,Querying historical high-frequency market data to identify price patterns.Hands-on experience with large scale data warehousing and analytics projects.
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.Temporarily due to COVID-19.
Assistant Manager - Analytics,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"Experience with third-party data i.e., syndicated market data, Point of Sales, etc.Mine data through various technologies like BigQuery and SQL."
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,Collaborate with a team of software engineers and data scientists.Plan and manage data projects.Ensure data quality and integrity.
Data Engineer II / Sr Data Engineer,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture…"
Data Analyst,"Raipur, Chhattisgarh",Indian Elites Outsourcing Services,"₹1,40,000 - ₹2,00,000 a year",Organic,Perform Market Research Activities and Market Mapping on Professional Networking Portals and Collect and load data on CRM.Proactive and a team member.
"Analyst, Data","Mumbai, Maharashtra",XPO Logistics,None,Organic,"At XPO Logistics, we’re constantly looking for ways to improve, enhance and adapt in an ever-changing marketplace.What you’ll do on a typical day:"
Senior Scientist - Analytical,"Bengaluru, Karnataka",String Bio,None,Organic,"We are looking for an enterprising, experienced and technically proficient candidate to lead the analytical chemistry efforts within String."
Senior Scientist I,"Mumbai, Maharashtra",Kemxtree,None,Organic,"Setting up of the reactions, monitoring and analyzing progress, workup and isolation of products and interpretation of the spectral data."
Senior Data Scientist,"Pune, Maharashtra",Innoplexus,None,Organic,Lead and mentor a small team of data scientists in applying existing learning algorithms and develop new ones.Higher education will add on it.
Data Scientist,"Hyderabad, Telangana",Amazon Dev Center India - Hyd,None,Organic,"5+ years of experience in data extraction, transformation, statistical analysis and data modeling.Implement and maintain a high-volume, highly available,…"
Data Analyst (Kolkata),"Kolkata, West Bengal",Sabse Sasta Dukaan,"₹45,000 - ₹55,000 a year",Organic,"Providing technical expertise on data storage structures, data mining, and data cleansing.Commissioning and decommissioning of data sets."
Fraud Analytics hiring for Chennai,"Chennai, Tamil Nadu",ICS Consultancy Services,"₹10,00,000 - ₹25,00,000 a year",Organic,"Roles and responsibilities for Fraud Analytics hiring for Chennai.: Role : Application Lead Role Description : Lead the effort to design, build and configure…"
Lead Algorithm/Analytics Data Science,"Bengaluru, Karnataka",Reliance Jio Infocomm Limited,None,Organic,Algorithms to correlate varied data and derive meaningful.Insights from themSets business rules and data sources required.
Sr Data Scientist - Product Development,"Chennai, Tamil Nadu",Ericsson,None,Organic,"Experience of data wrangling and data munging, using Big Data technologies.Experience with data visualization and dashboard creation."
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.IT Data & Analytics Developer - Indore, India."
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,Querying historical high-frequency market data to identify price patterns.Hands-on experience with large scale data warehousing and analytics projects.
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.Temporarily due to COVID-19.
Assistant Manager - Analytics,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"Experience with third-party data i.e., syndicated market data, Point of Sales, etc.Mine data through various technologies like BigQuery and SQL."
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,Collaborate with a team of software engineers and data scientists.Plan and manage data projects.Ensure data quality and integrity.
Data Engineer II / Sr Data Engineer,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture…"
Fraud Analytics hiring for Chennai,"Chennai, Tamil Nadu",ICS Consultancy Services,"₹10,00,000 - ₹25,00,000 a year",Organic,"Roles and responsibilities for Fraud Analytics hiring for Chennai.: Role : Application Lead Role Description : Lead the effort to design, build and configure…"
Lead Algorithm/Analytics Data Science,"Bengaluru, Karnataka",Reliance Jio Infocomm Limited,None,Organic,Algorithms to correlate varied data and derive meaningful.Insights from themSets business rules and data sources required.
Sr Data Scientist - Product Development,"Chennai, Tamil Nadu",Ericsson,None,Organic,"Experience of data wrangling and data munging, using Big Data technologies.Experience with data visualization and dashboard creation."
Data Scientist,"Navi Mumbai, Maharashtra",Aptus Health,None,Organic,"Transform business question into data requirements; collect and merge the data; analyse the data, link it to the business reality and present the results."
Data Engineer,"Bengaluru, Karnataka",Near,None,Organic,"Design, build and support existing data pipelines to standardize, clean and ingest data.Design and implement our data processing pipelines for different kinds…"
Senior Data Scientist - Mathematical Finance,Andhra Pradesh,Franklin Templeton Investments,None,Organic,"Collects data from disparate systems, analyzes and delivers the data as intelligence that is actionable.Performs ad hoc statistical and data mining analyses."
Artificial Intelligence / Machine Learning Engineer,"Kochi, Kerala",Immco Software Solutions Pvt Ltd,None,Organic,Experience in building ML/AI models to solve business problems.Computer vision ( hands on experience/must have ).Experience level - 1 years to 2 years.
Data Analyst,"Mumbai, Maharashtra",In Diverse Company,None,Organic,"Previous experience with data lakes and or data warehouses, preferably within AWS.Build data pipelines, data models & utilise predictive analytics that answer…"
Artificial intelligence/ Machine Learning Developer,"Ahmedabad, Gujarat",Staunchsys IT Services,None,Organic,"Must have knowledge of ML techniques, design and implementation experience around custom deep learning models trained on business-specific data."
Business Data Analyst,India,Crypto Mize,None,Organic,"Acquire data from primary or secondary data sources and maintain databases/data systems.Providing technical expertise on data storage structures, data mining,…"
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.IT Data & Analytics Developer - Indore, India."
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,Querying historical high-frequency market data to identify price patterns.Hands-on experience with large scale data warehousing and analytics projects.
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.Temporarily due to COVID-19.
Assistant Manager - Analytics,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"Experience with third-party data i.e., syndicated market data, Point of Sales, etc.Mine data through various technologies like BigQuery and SQL."
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,Collaborate with a team of software engineers and data scientists.Plan and manage data projects.Ensure data quality and integrity.
Data Engineer II / Sr Data Engineer,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture…"
Data Research Analyst,"Bengaluru, Karnataka",William O’Neil India,None,Organic,Assist where required in data projects and testing.To continue to provide expert data maintenance where required.
Data Scientist,"Mumbai, Maharashtra",TEQNirvana,None,Organic,"NLP, ML, Python/R, Hadoop, strong mathematical bacground.If you are intrested, please send us your resume at hr@teqnirvana.com."
Data Scientist,"Bengaluru, Karnataka",Quanticate,None,Organic, Develop custom data models and algorithms to apply to data sets. Present information using data visualization techniques.
Digital Data Analyst,India,Asymmetrique,None,Organic,"3 - 4 years practical experience on data processing, database programming and data analytics.Understanding of various data structures and hand-on with…"
[Government] Baba Farid University of Health Science May-202...,India,Baba Farid University of Health Science,"₹9,557 a month",Organic,"Baba Farid University of Health Science.Invites applications for the below posts :Research Scientist (Medical) – 28 Posts, Pay : ₹ 65000/- per month."
Scientific Data Research Analyst,"Chennai, Tamil Nadu",E-Merge tech,None,Organic,To Extract Scientifically Important Information and Data from the Scientific Research Articles.Understand the Process Standard Operating Procedure and…
DATA ANALYST IN KOCHI,"Ernakulam, Kerala",Star Solutions,None,Organic,Urgently Looking for an experienced Data Analyst in Kochi Kerala Job Details * Support Honeywell leaders to define requirements and assist with execution of…
Project Assistant,"Gandhinagar, Gujarat",Indian Institute of Technology (IIT) Gandhinagar,"₹22,000 a month",Organic,"Field work, data acquisition, Survey.Preferred Skills: Field work, data acquisition, Survey.IT Gandhinagar (IITGN) invites applications for the following…"
AVP- USCA- Specialized analytics,"Bengaluru, Karnataka",CITI,None,Organic,"Relevant work experience in data quality, data analytics, data management within the financial services industry required.To view the ""EEO is the Law"" poster ."
Scientist B,"New Delhi, Delhi",Recruitment and Assessment Centre,"₹80,000 a year",Organic,Iv) No request with respect to the change in any data submitted by the candidates will be entertained once the closing date of online submission is over.
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.IT Data & Analytics Developer - Indore, India."
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,Querying historical high-frequency market data to identify price patterns.Hands-on experience with large scale data warehousing and analytics projects.
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.Temporarily due to COVID-19.
Assistant Manager - Analytics,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"Experience with third-party data i.e., syndicated market data, Point of Sales, etc.Mine data through various technologies like BigQuery and SQL."
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,Collaborate with a team of software engineers and data scientists.Plan and manage data projects.Ensure data quality and integrity.
Data Engineer II / Sr Data Engineer,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture…"
Project Assistant,"Gandhinagar, Gujarat",Indian Institute of Technology (IIT) Gandhinagar,"₹22,000 a month",Organic,"Field work, data acquisition, Survey.Preferred Skills: Field work, data acquisition, Survey.IT Gandhinagar (IITGN) invites applications for the following…"
AVP- USCA- Specialized analytics,"Bengaluru, Karnataka",CITI,None,Organic,"Relevant work experience in data quality, data analytics, data management within the financial services industry required.To view the ""EEO is the Law"" poster ."
Scientist B,"New Delhi, Delhi",Recruitment and Assessment Centre,"₹80,000 a year",Organic,Iv) No request with respect to the change in any data submitted by the candidates will be entertained once the closing date of online submission is over.
Data Scientist,"Bengaluru, Karnataka",DMI,None,Organic,Overall 10+ years with atleast 5 years of your experience were related to data and data analysis.You are competent enough to roll up your sleeves and get…
Data Analyst,"Chennai, Tamil Nadu",BLEUMING TECHNOLOGIES,None,Organic,Data Driven: Sharp aptitude and excellent numerical acumen; ability to sift through large volumes of data.We are currently looking out for a Data Analyst for…
Analytics Scientist,"Bengaluru, Karnataka",OYE Loans,None,Organic,Coming up with data driven solutions to control risk and collections.Monitoring key portfolio metrics and take data driven actions based on the performance.
Bioinformatician,"Thiruvananthapuram, Kerala",TILTLABS,None,Organic,"Apply bioinformatics tools to visualize, analyze, manipulate, or interpret molecular data.Excellent written and oral communication skills, including an ability…"
AI / ML Data Scientist – Democratize commerce through Techno...,India,CareerXperts,None,Organic,The focus of our data science team is to work on highly scalable data-driven products that have massive impact on business.
Data Analyst,"Hyderabad, Telangana",Thoucentric,None,Organic,Relational Database design and data architecture fundamentals;Drive deep data profiling and analysis for insights.For our semantic and dashboards.
Vice President - Data Science ( AI & ML),"Bengaluru, Karnataka",[24]7.ai,None,Organic,Responsible for working with Finance on billing metrics and reports ensuring Finance has the data and support they need.How will you make an impact?
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.IT Data & Analytics Developer - Indore, India."
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,Querying historical high-frequency market data to identify price patterns.Hands-on experience with large scale data warehousing and analytics projects.
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.Temporarily due to COVID-19.
Assistant Manager - Analytics,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"Experience with third-party data i.e., syndicated market data, Point of Sales, etc.Mine data through various technologies like BigQuery and SQL."
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,Collaborate with a team of software engineers and data scientists.Plan and manage data projects.Ensure data quality and integrity.
Data Engineer II / Sr Data Engineer,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture…"
Jr. Data Analyst,"Navi Mumbai, Maharashtra",Sciative Solutrions,None,Organic,"Data engineering: Manage multiple data sources; Gather and parse data, as required; Clean up data, audit data for accuracy, consistency and completeness."
Senior Data Scientist,"Bengaluru, Karnataka",Noodle.ai,None,Organic,"And conversely, translate business needs and user needs into language and concepts that other data scientists can understand and work with."
Machine Learning Internship,"Ahmedabad, Gujarat",Episodiclabs Private Limited,"₹5,000 - ₹10,000 a month",Organic,Teckniklabs is an innovative sports-tech startup that's reinventing sports performance and entertainment.Selected intern's day-to-day responsibilities include…
Machine Learning -Trainer,"Thiruvananthapuram, Kerala",ACUWIN INNOVATIONS Pvt Ltd.,"₹15,000 - ₹25,000 a month",Organic,We are looking for a passionate machine learning expert who will be joining in the fastest growing company.Experience in Machine Learning or related field.
Analytics & Data Science,"Bengaluru, Karnataka",Kpro Solutions,None,Organic,"The candidate should be good in python,sql and data structure.Proficiency in using SQL, Hadoop/Spark for data extraction and analysis."
Senior SAS Programmer,"Thiruvananthapuram, Kerala",Genpro,None,Organic,"Genpro brings together an experienced team of statisticians, statistical programmers, data managers, medical writers and clinical data scientists."
Data Engineer,"Bengaluru, Karnataka",KhataBook,None,Organic,Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.
"Data Scientist, Pratham Digital",India,PRATHAM Education,None,Organic,"We need a data scientist who will help us discover the information hidden in vast amounts of data that we have collected over the years, and help us make…"
Data Analyst,"Pune, Maharashtra",PubMatic,None,Organic,"Should be involved in MIS functions requiring independent analysis of data.The Data Analyst will be expected to retrieve data from publishers, ad networks &…"
Associate Scientist,"Hyderabad, Telangana",GVK Biosciences,None,Organic,"Maintain records, data integrity and IP confidentiality:Analyze analytical data, comprehend results and identify the issues."
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.IT Data & Analytics Developer - Indore, India."
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,Querying historical high-frequency market data to identify price patterns.Hands-on experience with large scale data warehousing and analytics projects.
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.Temporarily due to COVID-19.
Assistant Manager - Analytics,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"Experience with third-party data i.e., syndicated market data, Point of Sales, etc.Mine data through various technologies like BigQuery and SQL."
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,Collaborate with a team of software engineers and data scientists.Plan and manage data projects.Ensure data quality and integrity.
Data Engineer II / Sr Data Engineer,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture…"
"Architecture, Data, and Analytics Lead","Bengaluru, Karnataka",Citizengage,None,Organic,"You will be responsible for our infrastructure, data, and algorithm layers.Geospatial Data - Experience with geospatial data and interfaces, especially…"
Associate Data Scientist - MFG,"Bengaluru, Karnataka",Noodle.ai,None,Organic,"1+ years of experience in applied artificial intelligence technologies including machine learning, predictive data analytics, and/or data science."
Senior Associate Central Monitor- Risk Based Monitoring,"Chennai, Tamil Nadu",Pfizer,None,Organic,"Set up dictionary for data quality assessment DQA in study system.Previous experience within a data management role, understanding key processes and principles…"
Data Analyst,"Pune, Maharashtra",Unbound B2B,None,Organic,Research online to identify and capture accurate contact information of clients.Quality contacts based on project requirement.
Business Analytics Consultant 5,Karnataka,Wells Fargo,None,Organic,Wells Fargo & Company (NYSE: WFC) is a leading global financial services company headquartered in San Francisco (United States).It all begins with you.
Data Science Engineer,"Bengaluru, Karnataka",AXA Business Services,None,Organic,Will be responsible for promoting data science topics through the local entities; helping entities in integrating data science in their organisation;…
Research Scientist Process Research,"Udaipur, Rajasthan",PI Industries Ltd.,None,Organic,"Ability to interpret analytical data such as NMR.Carrying out synthetic experiments safely, efficiently, capturing all the experimental procedures and data…"
data scientist,"Bengaluru, Karnataka",Novotree Minds Consulting Private Limited,None,Organic,"Candidate should have experience in Analytics.Random forest, decision trees, regression.EXperience- 3 to 12 years."
Business Analytics Internship,"Noida, Uttar Pradesh",UniConverge Technologies Private Limited,"₹2,000 a month",Organic,"We are a group of IIT/NIT alumni and professionals from a variety of fields like algorithms, system modelling, telecom, data analytics, cloud computing, it,…"
Application Engineer - Data Analytics,"Bengaluru, Karnataka",MathWorks,None,Organic,"Strong knowledge of data analytics, data science, statistics, and algorithm development principles.Developing data analytics and machine learning algorithms in…"
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.IT Data & Analytics Developer - Indore, India."
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,Querying historical high-frequency market data to identify price patterns.Hands-on experience with large scale data warehousing and analytics projects.
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.Temporarily due to COVID-19.
Assistant Manager - Analytics,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"Experience with third-party data i.e., syndicated market data, Point of Sales, etc.Mine data through various technologies like BigQuery and SQL."
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,Collaborate with a team of software engineers and data scientists.Plan and manage data projects.Ensure data quality and integrity.
Data Engineer II / Sr Data Engineer,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture…"
Senior Manager,"Pune, Maharashtra",Vodafone,None,Organic,"Provides deep technical analytical and data expertise to the business and other Data Scientists, using a wide variety of available data, to solve complex…"
Data/Research Analyst,"Mumbai, Maharashtra",PCDS Infotech,None,Organic,To analyse data for the research projects and prepare reports.Be strong in anlaytical skills and logic and love analysing data to reveal underlying patterns.
"Architecture, Data, Analytics Lead","Bengaluru, Karnataka",Citizengage,None,Organic,"You will be responsible for our infrastructure, data, and algorithm layers.Geospatial Data - Experience with geospatial data and interfaces, especially…"
Data Analyst,"Mumbai, Maharashtra",LogisticsNow,None,Organic,Experience with data analytics: analyse mountains of data in minutes and live deadlines.Solve the data problem at scale.You need to be awesome!
Manager Analytics,"Bengaluru, Karnataka",Dentsu Aegis Network,None,Organic,"Support the Analytics Division with specific client strategies, deliverables and projects.Work with Seer SEO and PPC Account Managers to support ongoing client…"
Data Analyst,"Bengaluru, Karnataka",Unacademy,None,Organic,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement databases, data collection systems, data…"
Data Analyst,"Pune, Maharashtra",SevenMentor.Pvt.Ltd,None,Organic,"Experience of data visualization tools like Tableau,ggplots etc.Job Description- Must Have Skills:R/ Python/SAS/SPSS programming skills."
Data Analyst (R/SAS),"Hyderabad, Telangana",DEFTeam Solutions,None,Organic,"Design, build and Deploy data mining and data analysis solutions for big data sets.Strong communication, problem solving ability and data presentation skills."
Analyst Data Scientist,"Mumbai, Maharashtra",Camsdata,None,Organic,"Professional experience as a data scientist or a related software engineering role.Experience in practical data processing, data mining, text mining and…"
Statistical Assistant,"Amravati, Maharashtra",National Health Mission (NHM) Amravati,"₹17,000 a month",Organic,"Applications are invited for the recruitment of following posts:No. of posts: 01 (OBC).Qualification: Graduate in Statistic Or Mathematics, MSCI."
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.IT Data & Analytics Developer - Indore, India."
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,Querying historical high-frequency market data to identify price patterns.Hands-on experience with large scale data warehousing and analytics projects.
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.Temporarily due to COVID-19.
Assistant Manager - Analytics,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"Experience with third-party data i.e., syndicated market data, Point of Sales, etc.Mine data through various technologies like BigQuery and SQL."
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,Collaborate with a team of software engineers and data scientists.Plan and manage data projects.Ensure data quality and integrity.
Data Engineer II / Sr Data Engineer,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture…"
Artificial Intelligence & Machine Learning - Corporate train...,"Thiruvananthapuram, Kerala",Oracuz Info Tech Pvt Ltd,None,Organic,"Responsible to deliver classroom & online training.Delivering training on AI, ML,modules for our clients.Preparing training content, presentation slides, Case…"
Data Analyst,"Bengaluru, Karnataka",Proziod Analytics,"₹15,000 a month",Organic,"Proven working experience as a data analyst or business data analyst between 1 to 2 years.The successful candidate will turn data into information, information…"
Data Analyst Executive,"Chennai, Tamil Nadu",SMART GLADIATOR,None,Organic,Coordinating with sales and marketing team for the data.Keeping the report data bank ready for any requests received from time to time.What’s In It For You?
Machine Learning Engineer,"Bengaluru, Karnataka",Involvio,None,Organic,"Understanding of data structures, data modeling and software architecture.Study and transform data science prototypes.Ability to work in a team."
Artificial Intelligence / Data Science/ Machine Learning,India,TATA ELXSI LTD.,"₹3,50,000 - ₹5,00,000 a year",Organic,TATA ELXSI Ltd. is conducting off campus drive across India for BE/B.Tech ( All Streams)/M.E/M.Salary : 3.5 Lacs-5 Lacs.BE/B.Tech ( All Streams)/M.E/M.
Account Manager (Data Success),Remote,Atlan,None,Organic,"You have experience with data analytics/management consulting, data warehousing.This is a role for someone yearning for an entrepreneurial opportunity to work…"
