Title,Location,Company,Salary,Sponsored,Description
Exp App developer (Android),"Delhi, Delhi",Teleone Consumers Product Pvt. ltd,"₹17,500 - ₹35,000 a month",Organic,"We need App developer (Android)
Should have minimum 1-2 year of experience .
Must be comfortable using any digital art creation tools such as Photoshop, pixelmator, procreate or other commonly used tools, to create digital art .
Designing and developing App features from prototype to full implementation.
Will be creating artwork for a mobile App for Android.
Job Type: Full-time
Salary: ₹17,500.00 to ₹35,000.00 /month
Experience:
work: 3 years (Required)
total work: 4 years (Required)
Developer: 4 years (Required)
Java: 1 year (Preferred)
Education:
Bachelor's (Required)"
SQL Developer,"Jaipur, Rajasthan",Precise Automation and Robotics,"₹25,000 - ₹35,000 a month",Organic,"Job Title – Edit
SQL Developer
Company – Edit
PRECISE AUTOMATION AND ROBOTICS
Location – Edit
Jaipur, Rajasthan
Salary – Edit
₹ 25,000.00 – ₹ 35,000.00 per month
Job type – Edit
Full-time
Job Description – Edit
Job Summary
We are looking for a Senior level SQL Server Developer/Lead who has in-depth experience with Microsoft SQL Server versions /2012/2014 and ideally 2016+. The Ideal candidate will have an extensive enterprise background using MS SQL Server and be able to understand complex SQL design concepts, practices and procedures. This position involves identifying business requirements, developing data models, performing data analysis, writing advanced SQL queries, designing and coding complex stored procedures and performance tuning existing database processes. None the less this role implements architecture-centric solutions in addition to providing guidance to the developers in delivering solutions that adhere to and meets the strategic objectives.
Responsibilities and Duties
o Good knowledge in Creating Tables, Views, Triggers, Stored Procedures, User Defined Functions, System Defined Functions and other SQL statements, Constraints and Indexes using various DDL and DML Commands like Joins, Constraints, Group by Clause, Distinct Clause, Sub Queries, String/Date/Numeric Functions.
o Experience in Creating & using of Temporary Tables
o Creating and managing SQL Server jobs
o Creating and Executing in Dynamic SQL
o SQL Programming concepts like IF, WHILE, FOR.EACH, CASE-WHEN-THEN and Exception handling
o Debugging Techniques using SQL Server Profile and SQL Server events
o Database Transacations
o Performance Tuning techniques
o Database Backup & Restore
Required Experience, Skills and Qualifications
o Knowledge in Master Data Services
o Configuring of Email in Database level
o Creating Replication
o Database Maintenance
o Knowledge on the SSIS packages
o Creating of Crystal Reports and SSRS
o SQL Server installations
Skills
o Good Listener
o Good in Analysis and database design
o Strong analytical and problem-solving skills
o Exposure to SQL best software practices
o Strong oral and written communication skills
o Team Player
o Good Documentation Skills
o Quick Learner
o IT Domain experience will be added advantage
Job Type: Full-time
Salary: ₹25,000.00 to ₹35,000.00 /month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)"
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"IT Data & Analytics Developer - Indore, India
The Developer shall work with the analysts to develop and maintain automation tools primarily to facilitate analysis and data-flow. The activities shall cover a wide range. It shall involve extracting, transforming and loading the data from various vendors and resources to databases, maintaining consistency in data sources. The developer shall be part of the initial team and will have an opportunity to design system and schemas from scratch.
Essential Job Functions
Build and Optimize the MS SQL Server Database around 3TB of data.
Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.
Perform data integrity, quality and audit checks.
Prototype and build dashboards integrating multiple data sources.
Performance Tuning of the SQL Server databases and tables.
Write SQL queries and stored procedures to surface data to business owners and applications.
Create, publish and maintain ETL jobs.
Pushing timely data to Tableau Server and prepare Tableau Reports.
Data Mining techniques.
Other Skills & Abilities
Bachelors in Engineering or Technology at a reputed University.
4-6 years’ experience at a major software development company or Team.
Advanced knowledge & experience of programming in SQL Server - stored procedures, views and SSIS.
Knowledge of reporting tools - Tableau Server/ Tableau Desktop/ Power BI.
Entrepreneurial spirit and ability to get things done under pressure.
Desire to work in a team-oriented culture.
BioUrja Group is an EEO employer. All qualified candidates will receive consideration for all positions without regard to race, color, age, religion, sex (including pregnancy), sexual orientation, gender identity, national origin, veteran status, disability, genetic information, or any other characteristic protected by law.
BioUrja Group is not currently accepting unsolicited resumes from search firms for this position. Regardless of past practice, all resumes submitted by search firms to any employee at BioUrja Group via-email, the Internet or directly to hiring managers at BioUrja Group in any form without a valid written agreement in place for that specific position will be deemed the sole property of BioUrja Group. As a result, no fee will be paid in the event the candidate is hired by BioUrja Group.
Job Type: Full-time
Pay: ₹358.00 - ₹438.00 per hour
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Industry:
Information Design & Documentation"
Java requirement,India,Larsen & Toubro Infotech Limited,None,Organic,"• Strong technical knowledge in Java , Spring and Hibernate • Experience in Oracle • Should involve in design, requirement gathering, Test Case preparation and unit testing. • Enthusiastic, driven, self-motivated with a focus on customer service • Good in communication skill • Familiarity with Framework tools • Very strong interpersonal skills including facilitation and coaching and able to lead and influence others • Committed to the development of all team members and continuous development of capability within the department"
Sr. Java Developer,"Ahmedabad, Gujarat",Global Vox,None,Organic,"Experience : 6+ Years
Qualification :
Number of Openings : 4
Job Location : Ahmedabad or Remote
Expectations
Sound knowledge of Core Java, JSP, Servlets & MVC, Spring
Good knowledge of Java Script, Ajax
Good knowledge of My SQL database server
Experience in working with IDE like Eclipse or Netbeans
Knowledge of Spring/Springboot would be an advantage
Great problem-solving attitude
Strong OOP & OOAD fundamentals
Knowledge of Java EE Design pattern
Technical hands on Spring, Spring Security, Hibernate, JPA, Struts, OO JS, XML, Webservices (Restful, JAX-WS).
Nice to have knowledge of Liferay, Amazon EC2, Google App Engine, Restful services, jQuery, YUI, EstJS (Sencha), frameworks.
Responsibilities
Understand the BRS / SRS document
Coordinate with Team lead/DBA to understand the System design and Database design
Development and Unit Testing
Bug fixing and Change Request implementation"
TTT - .Net Developer - Advanced Analyst,"Chennai, Tamil Nadu",EY,None,Organic,"Advanced Analyst

Position
EY’s GDS Tax Technology team’s mission is to develop, implement and integrate technology solutions that better serve our clients and engagement teams. As a member of EY’s core Tax practice, you’ll develop a deep tax technical knowledge and outstanding database, data analytics and programming skills.Ever-increasing regulations require tax departments to gather, organize and analyse more data than ever before. Often the data necessary to satisfy these ever-increasing and complex regulations must be collected from a variety of systems and departments throughout an organization. Effectively and efficiently handling the variety and volume of data is often extremely challenging and time consuming for a company.

EY's GDS Tax Technology team members work side-by-side with the firm's partners, clients and tax technical subject matter experts to develop and incorporate technology solutions that enhance value-add, improve efficiencies and enable our clients with disruptive and market leading tools supporting Tax. GDS Tax Technology works closely with clients and professionals in the following areas: Federal Business Tax Services, Partnership Compliance, Corporate Compliance, Indirect Tax Services, Human Capital, and Internal Tax Services. GDS Tax Technology provides solution architecture, application development, testing and maintenance support to the global TAX service line both on a pro-active basis and in response to specific requests.

Key Responsibilities
Design, development and implementation of ASP.Net MVC applications using Angular JS with WebAPI and SOA using Microsoft technology platforms.

Qualification & Experience Required
Bachelor’s / Master’s degree in Software Engineering / Information Technology / MBA / MCA.
An overall 3+ years’ experience with hands on work experience building, integrating and delivering enterprise-wide web and windows applications.
Should have Good communication skills.
Demonstrated expertise in web technology application design and construction, work breakdown structure of items, design and code reviews, unit test and build activities, deployment and performance related activities, documentation, support and training/ mentoring.
Maintains awareness of new and emerging technologies.
Strong understanding of the principles of Dev Ops - Continuous integration and delivery.
Should be an expert in design patterns, messaging queues and its usage.
Experience and understanding of technology tools such as -
ASP.Net MVC using Angular JS and Web API, ASP.Net Web Forms and Win Forms.
Strong in C#, Micro Services, Web Services, WCF, HTML 5 and JSON.
SQL Server 2014/16, SSRS, SSIS, BI Tools, Entity Framework, TFS and IIS.
Experience in Azure / Big data and other cloud based solution will be an added advantage.
Experience in Agile Scrum project development."
Software Engineer,"Hyderabad, Telangana",Gap Inc.,None,Organic,"About Gap Inc.
Our past is full of iconic moments — but our future is going to spark many more. Our brands — Gap, Banana Republic, Old Navy, Athleta, INTERMIX and Hill City — have dressed people from all walks of life and all kinds of families, all over the world, for every occasion for more than 50 years.
But we’re more than the clothes that we make. We know that business can and should be a force for good, and it’s why we work hard to make product that makes people feel good, inside and out. It’s why we’re committed to giving back to the communities where we live and work. If you're one of the super-talented who thrive on change, aren't afraid to take risks and love to make a difference, come grow with us.
About the role
Part of a Dev-Ops team responsible for the development and provide support for all applications and facilities.
Analyze, enhance, develop and maintain the code used to support logistics systems
Assist and lead troubleshooting high severity and high impacting production issues.
Assist with troubleshooting issues in development, test, and production.
Supports multiple retail Distribution Centers in the use of their specific applications and MHE systems, for retail stores.
Maintain and documents critical system parameters for the various WMS, WCS, WES, MHE systems.
Maintain and proposes system configuration changes for the WMS, WCS, WES, material handling systems.
Maintains and improves monitoring capabilities over our systems.
Ensures that quality is designed into the solution from requirements thru deployment.
Understands IT methods and applies them to complex problems/projects
Provides input on long-term requirements for the various logistic systems used within our fulfillment & distribution centers and supply chain systems.
Manages requirements throughout the Software Development Life Cycle. With an operational mindset. Ensures a Dev/ops model in all project deployments engagements.
Analyzes business requirements and processes and transform them into technical requirements.
Analyze business requirements and technical platforms and design creative solutions that maximize business functionality and minimize IT complexity and development overhead.
Research and analyze technical solutions in partnership with distribution and other vendors and internal IT teams.
Requires strength in articulating technical issues to diverse audiences, both internally and externally in technical and business terms; negotiating and influencing others to build consensus and collaborating with team members to reach solutions.


Who you are
Overall 5+ years of experience in IT Sector.
Minimum of 3 to 5 years’ experience in Warehouse Management Systems (WMS/LM).
Troubleshoot cross-functional technical issues with internal and external applications
Java and SQL development experience is required
Provide analysis and recommendations on overall system health.
Experience in Manhattan WMOS/LM is a plus.
Experience with MHE (Material Handling Equipment) is a plus
Supply chain experience is preferred
Good oral and written communication skills are essential
Exceptional trouble-shooting and problem-solving skills, with a focus towards root cause analysis and long-term resolution
Strong team player who works collaboratively with all members of the IT organization
Must be assertive self-starter with a “can do” attitude
Working experience in Java, OOPs
Working experience on Linux operating system is a plus.
Code Version Control GitHub is a plus
Java Build Tools Gradle is a plus
Having working experience / knowledge of CPP is a plus.
Analyzing skills of AWR, ASH, NMON reports is a plus

Benefits at Gap Inc.
One of the most competitive paid time off plans in the industry
Merchandise discount for our brand products at franchise stores and their websites
Comprehensive health coverage for employees and their families
Health and wellness program: free annual health check-ups, fitness center and Employee Assistance Program
Comprehensive benefits to support the journey of parenthood
Retirement planning assistance
See more of the benefits we offer."
Software Developer Trainee(FRESHER),"Chennai, Tamil Nadu",Piccosoft Software Labs Pvt Ltd,"₹2,00,000 - ₹4,00,000 a year",Organic,"Functional Area Other
Industry Type IT-Software-Software Services
Keywords C ,PHP,MySQL,Computer science,Training,Software Developer Trainee,C,Business Executive,SQL database,MS SQL,software,programming,developer,database,msc
Software Developer Trainee(FRESHER) Required skills: BE, MCA, BSc/ MSc Computer Science. Strong in aptitude, problem- solving and logical thinking skills. Quick learner with a great attitude.Fundamental programming skill is preferred but not mandatory. Knowledge of technologies like C, C++, PHP is a big plus. Knowledge of Database like MySQL, MSSQL is must 45 days training in Software Development. No salary during training period. After training, you will be absorbed as an employee
Desired Candidate Profile
Profile Description
NA
Under Graduate Qualification BE / B.Tech (Any Specialization)
PG Qualifications Any PG Course (Any Specialization)
Note: Candidate should have either UG or PG qualifications"
Intern Software Developer,"Mumbai, Maharashtra",EVA Software Solutions,None,Organic,"Job Summary
Developing a project on Google App Engine & Google Data Studio
Key Skills
Machine Learning, Data Science, Reporting & Analytics
Job Types: Full-time, Internship, Fresher
Education:
BE (Preffered)
Selection rounds:
Technical Interview
Industry:
Data Science & Analytics
Work Remotely:
All Time
Job Types: Full-time, Internship
Education:
Bachelor's (Preferred)"
Sr Software Engineer,"Bengaluru, Karnataka",GE Healthcare,None,Organic,"Role Summary:
This position is for a Sr. Software Engineer in the Healthcare Digital Team in GE Healthcare, Bangalore. The person will Design, Develop & Deliver software for the Enterprise Digital Solutions products. Knowledge of healthcare standards like DICOM, HL7, IHE etc. are essential to work on these products. The person will be responsible for building software products with highest quality in a timely manner.
Essential Responsibilities:
Skilled in breaking down problems, documenting problem statements and estimating efforts.
Ability to take ownership of small and medium sized tasks and deliver while mentoring and helping team members.
Has the ability to analyze impact of technology choices.
Helps drive pair programming practices and code reviews across the team.
Demonstrates awareness or product positioning and key differentiators.
Expert in writing code that meets standards and delivers desired functionality using the technology selected for the project.
Demonstrates the initiative to explore alternate technology and approaches to solving problems.
Skilled in core data structures and algorithms and implements them using appropriate chosen language.
Promotes transparency by proactively sharing design choices with appropriate audiences, with the appropriate level of detail and timeliness.
Demonstrates expert understanding of functional and nonfunctional requirements and their priority within the backlog.
Qualifications/Requirements:
Bachelor's Degree in Computer Science, Electrical Engineering or related computer field.
A minimum 8 years of experience in Software development.
A minimum of 5 years of hands on experience in software development in Java, micro services and database systems (Angular/Angular JS, Java/J2EE, RxJava, Javascript, Sprinboot/Apache Web framework, MS SQL or similar experience, Dockers, NodeJS, Java/J2EE)
Exposure to Agile methodologies, technology, theories, and techniques.
Good problem solving and analytical ability.
Excellent communication skills.
Experience working within Agile/Scrum software development methodologies. Strong Debugging and Troubleshooting Expertise
Desired Characteristics:
Excellent communication skills and the ability to interface with senior leadership with confidence and clarity
Excellent knowledge with development tools integrated build systems: Eclipse IDE,Git/Jenkins/Maven etc.
Exposure to BDD/ TDD practices.
Experience of driving activities to influence code quality and process rigor.
Experience with OpenStack technologies, deployment and configuration.
Experience in Healthcare domain Enthusiastically follow technology trends, software engineering best practice and technologies while enjoying the challenge of solving complex problems
About Us:
GE (NYSE:GE) drives the world forward by tackling its biggest challenges. By combining world-class engineering with software and analytics, GE helps the world work more efficiently, reliably, and safely. GE people are global, diverse and dedicated, operating with the highest integrity and passion to fulfill GE’s mission and deliver for our customers. www.ge.com
Additional Locations:
India;Bengaluru;"
NVH Software Testing Engineer,"Pune, Maharashtra",V.J. Coresoft Pvt. Ltd,"₹2,00,000 - ₹4,00,000 a year",Organic,"Functional Area Other
Industry Type IT-Software-Software Services
Keywords Software testing,Manager Quality Assurance,Testing,Software,phd
Job Description Quality Assurance and Testing of NVH SoftwareCandidate Profile PhD with Specialization in Acoustics and NVH
Desired Candidate Profile
Profile Description
NA
Under Graduate Qualification BE / B.Tech (Any Specialization)
PG Qualifications
Note: Candidate should have either UG or PG qualifications"
Software Engineer,"Bhubaneshwar, Orissa",Ziplr,"₹5,00,000 - ₹9,00,000 a year",Organic,"Functional Area Other
Industry Type IT-Software-Software Services
Keywords Javascript,Linux,Python,Enterprise applications,Object oriented design,MongoDB,Programming,Core PHP,Application software,Architecture,php,technical,development,design,software,code,applications,server
Software Engineer Ziplr is looking for techies in PHP to join our development team. •Are you the best programmer in your batch or office?•Do you lose your sleep till you have solved a technical problem?•Can you stay up the whole night just to write a beautiful piece of code which runs flawlessly?Note - If you answered yes to all above asked questions only then, read the below text. Location: BhubaneswarBrief: As a Software Engineer in the team, you will build new enterprise applications and consumers products. You will work with other developers, project manager, and business owners to create applications and services to solve a wide variety of business problems. Responsibilities and Role: •Work on variety of software tasks and projects. •Researches new technologies and incorporates them into new systems and products. •Takes initiative in leading projects and collaborating with others. •Tests, integrates, writes, troubleshoots, and debugs software applications. •Responsible for the architecture and implementation of critical software components. •Work to improve the efficiency and functionality of current systems and products. •Update current products and develop new ones to product specifications. Required Qualifications: •0-2 year of software development (php) . •Programming skills in core PHP, JavaScript frameworks•Object-oriented Design and Analysis experience•Any bachelor s degree•Minimum 75% in 10 th and 12 th •Fluent English (strongly preferred) •Experience in an Internet environment strongly preferred•Knowledge of Linux server environment preferred•Knowledge of mongoDB preferred•Programming skills in Python, Shell preferredPackage: We make compensation irrelevant for our mates. But just to give you an idea your package would fall in the range of 5 lakhs - 9 lakhs per annum.
Desired Candidate Profile
Profile Description
NA
Under Graduate Qualification
PG Qualifications Any PG Course (Any Specialization)
Note: Candidate should have either UG or PG qualifications"
Sr. Java Developer,"Pune, Maharashtra",Northern Trust Corp.,None,Organic,"About Northern Trust:
For more than a century, Northern Trust has worked hard building our legacy of outstanding service, expertise and integrity. From a Chicago-based bank founded in 1889, we now have more than 20 international locations and 18,500 employees globally. We serve the world’s most-sophisticated clients – from sovereign wealth funds and the wealthiest individuals and families, to the most-successful hedge funds and corporate brands.
We burnished our reputation as a global leader delivering innovative investment management, asset and fund administration, fiduciary and banking solutions enabled by sophisticated, leading technology. And through it all, we continually laid a solid, forward-looking foundation on which future generations can continue growing and achieving greater.
As of March 31,2020, Northern Trust Corporation had:
$10.9 trillion in assets under custody/administration
$8.3 trillion in assets under custody
$1.1 trillion in assets under management
$162 billion in banking assets
Northern Trust is looking for an Application Developer. This individual as part of an Agile development team, will be responsible for analysis, design and development of user interface and web services components that meet business and technical requirements.

Major Duties
Design and develop Micro services based on design documents that fit within technical framework as outlined by technical architects
Develops software solutions by studying information needs; conferring with users; studying systems flow, data usage, and work processes; investigating problem areas; following the software development lifecycle.
Translate application requirements and use cases into functional applications
Design, build, and maintain efficient, reusable, and reliable applications.
Ensure code meets standards and tested appropriate to the platform
Provide technical guidance to the development team
Communicate status (written and verbal) to project team and management
Ensures adherence to organizational policies, guidelines and processes
Design, build, and maintain efficient, reusable, and reliable applications.
Ensure the best possible performance, quality, and responsiveness of the applications
Identify bottlenecks and bugs, and devise solutions to these problems.

Knowledge/Skills
Agile Methodology
Detailed knowledge of Micro Service development frameworks, Java, Application servers
Knowledge of full software development lifecycle
Strong analytical and problem solving skills
A positive goal orientated attitude with a focus on delivery
Experience utilizing frameworks and technologies such UML, Spring, Junit, XML, XSL transformations, JAXB.
Java Web application development.
Strong database skills - SQL, PL/SQL, Oracle.
Experience with Web Services, SOA and messaging technologies MQ and JMS
Experience with continuous integration tools: Maven, Bamboo, TFS, ANT and Sonar.
Micro Service development
Experience in Spring Frameworks and Spring Boot
Knowledge in Secure Software Development Life Cycle (SSDLC)
Experience in REST API Development experience.
Oracle PL/SQL or SQL Server experience.
Ability to write Unix/Perl scripts if needed.
Familiarity with Financial market/instrument/Trade lifecycle.
Ability/experience in implementing test automation

Preferred/ Recommended:
Experience working with Capital Markets/Trading applications.
Experience and skills with automated testing strongly preferred.
Experience developing within an agile development environment
Familiarity with Design Patterns and development tools like Eclipse, Oracle tools.
Some exposure to .Net/ C# development.
Ability/experience in implementing test automation.
Spring Test & Spring Boot Test — Utilities and integration test support for Spring Boot applications.
Knowledge Pivotal Cloud Foundry(PCF) is an big advantage
Experience
Bachelor degree in Computer Science or a related discipline
Overall 5+ Years of Industry experience
Experience in agile development methodology"
Node js developer,"Cannanore, Kerala",Livetronics Pvt Ltd,"₹30,000 - ₹45,000 a year",Organic,"Duties and Responsibilities
- Work as part of a team developing applications and services using Agile development methods.
- Contribute to team and organizational improvements in process and infrastructure.
- Build customer-facing UI and back-end services for payment processing administration and management.
- Code, test and operate node.js based services.
- Effectively use tools and ingenuity to identify and fix defects before they become a problem.
Requirements and Qualifications
- Previous working experience as a Node.js Developer for at least 3 years.
- In depth knowledge of Node.js.
- Hands on experience with HTML, CSS, and AJAX
- Familiarity with the whole web stack, including protocols and web server optimization techniques.
- Strong analytical skills and problem solving aptitude.
- Attention to details.
- Knowledge of Node.js frameworks such as Loopack will be an added advantage.
Job Type: Full-time
Salary: ₹30,000.00 to ₹45,000.00 /year
Experience:
node js: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Yes"
"Software Consultant (ASP.Net Core, Asp.Net MVC and MS SQL Se...","Bhubaneshwar, Orissa",ITPlusPoint Solution Pvt. Ltd.,None,Organic,"Develops code and supporting documentation
Works in a team environment to develop, test and deploy software changes
Works with clients to understand and implement new requirements
Provides operational support when necessary
Works the product backlog of features and bugs
Provides input on new designs and architecture as needed
Develops a well-tested, high performance, scalable web application
Stays current on new technologies and best practices
Strong experience with Microsoft ASP.Net Core, ASP.Net MVC and Web API
Experience with Microsoft SQL Server.
Experience with database normalization and design.
Experience with Microsoft .Net, MVC, Entity Framework, Web form, Window form/Desktop application WCF, Web API and business layer and front-end technologies.
Working experience in Agile development environment.
Experience with integration of third party API will be plus point
Experience with AJAX, HTML5, JavaScript/jQuery and CSS3.
Xml and Angular JS, node js .
Experience with Object-Oriented Design (OOD), distributed architectures.
Experience with multi-tier and cross-platform architectures.
Experience with developing of IT architecture plans and software development methodologies.
Deep knowledge of the .NET & MVC Framework, including Visual Studio, ASP.NET, ASMX and WCF, Web Services, and ADO.NET.
Strong knowledge of software implementation best practices.
Strong experience designing and working with n-tier architectures (UI, Business Logic Layer, Data Access Layer) along with some experience with service-oriented architectures (SOA).
Ability to design and optimize SQL Server stored procedures.
Experience with JQuery or similar technologies.
Ability to adapt quickly to an existing, complex environment.
Ability to quickly learn new concepts and software is necessary.
Candidate should be a self-motivated, independent, detail oriented, responsible team-player and exhibit exceptional relationship management skills.
Passionate about building high-quality systems with software implementation best practices while leading and mentoring a team of developers.
Remote / Work from Home - till Covid -19 pandemic situation
Work Location : Bhubaneswar, Odisha, India
Job Types: Full-time, Part-time
Experience:
ASP.Net Core, ASP.Net MVC and MS SQL Server : 2 years (Required)
total work: 2 years (Required)
Work Remotely:
Temporarily due to COVID-19"
Dot Net Developer,"Jaipur, Rajasthan",Codunite Private Limited,"₹10,000 - ₹16,000 a month",Organic,"We have an urgent opening for ASP.Net with c# Developers in our organisation.Position : Developer, Very good knowledge for development on ASP.NET * Strong understanding of Object Oriented Programming with knowledge in Database. Hands-on experience in C#, ASP.Net MVC, Web API, Entity framework, Exposure in JQuery, AJAX & JSON or any JavaScript Libraries /JQuery/Node.JS) and SQL Server Database.* Integration of the front-end and back-end aspects of web applications. Design of the overall architecture of web applications and internal API* Strong knowledge writing and optimizing SQL queries, stored procedures, database triggers and indexes. * Experience in any Software Industries.
Job Type: Full-time
Salary: ₹10,000.00 to ₹16,000.00 /month
Experience:
Sql Dba: 1 year (Required)
C#: 1 year (Required)
DOTNET: 1 year (Required)
HTML: 1 year (Required)
Education:
Secondary(10th Pass) (Required)
Work Remotely:
Yes"
Drupal Developer(Only from IT background) (Jr/Sr.),"Ahmedabad, Gujarat",KrishaWeb Technologies Pvt Ltd,"₹15,000 - ₹45,000 a month",Organic,"Required Qualification: B.CA, M.CA, BE, B.TECH, M.SC.IT with working experience in IT
Having Knowledge about :
Drupal CMS including D7 & D8.
Theme integration, Custom module development,
e-commerce and multilingual platform.
Drush, Composer, Drupal console.
updating core and module with migrate data form 3rd party server.
Knowledge of PHP & Twig template.
Having experience with HTML/CSS/JavaScript/JQuery.
Write Good Quality Software that Complies With Drupal Coding Standards.
Code Versioning Tool GIT, SVN.
Pantheon and Acquia environment
FTP, SFTP, and SSH to upload and download files.
Understand the client’s business needs and develops a solution with necessary validations.
Maintain Existing Web Applications and Appropriate Documentation With Code.
Undertake Quality Assurance and Testing For Functionalities Developed.
English communication skill is required.
Drupal 8, Drupal 9, Web developer
Job Type: Full-time
Salary: ₹15,000.00 to ₹45,000.00 /month
Experience:
work: 2 years (Preferred)
total work: 2 years (Preferred)
Education:
Master's (Preferred)"
Sr. Ruby on Rails Developer,"Ahmedabad, Gujarat",AppLocum International,None,Organic,"Job Summary
Solid understanding of Ruby and object-oriented programming.
Experience with Ruby on Rails, along with other common libraries such as RSpec and Resque
Good understanding of the syntax of Ruby and its nuances
Experience with Ruby On Rails MVC app and REST APIs.
Basic understanding of front end technologies, such as HTML, javascript, bootstrap, CSS.
Experience working with background and Cron-jobs.
Experience in testing frameworks such as Rspec, Cucumber.
Good knowledge of relational database and have worked with PostgreSQL/MySql.
Ability to integrate multiple data sources and databases into one system
Understanding of fundamental design principles behind a scalable application
Able to create database schemas that represent and support business processes
Able to implement automated testing platforms and unit tests
Proficient understanding of code versioning tools such as Git
Familiarity with development aiding tools such as Bower, Bundler, Rake, etc
Familiarity with continuous integration
Knowledge or Experience working with Graphql API and AWS
Responsibilities and Duties
Design, build and maintain efficient, reusable, and reliable Ruby code
Integration of data storage solutions {{may include databases, key-value stores, blob stores, etc.}}
Integration of user-facing elements developed by front-end developers with server-side logic
Identify bottlenecks and bugs, and devise solutions to these problems
Help maintain code quality, organization and automatization
A knack for writing clean, readable Ruby code
Key Skills
Ruby on Rails, REST APIs, PostgreSQL/MySql, Graphql API and AWS,
Required Experience and Qualifications
4-5 Years
Job Type: Full-time
Experience:
work: 3 years (Preferred)
Industry:
IT Operations & Helpdesk
Work Remotely:
Temporarily due to COVID-19"
"Vb.net Developer, Software Developer","Surat, Gujarat",Onfingers Technology,"₹15,000 - ₹25,000 a month",Organic,"We are looking for VB.NET Desktop Developer.
Who can work individual on Desktop Application.
Work and collaborate with the rest of the engineering team.
* Self Driven person
* Coordinate with other software professionals and developers.
* Qualification : BE.IT, MCA, M.SC.IT, M.SC.ICT. BE COMPUTER, COMPUTER SCIENCE.ETC
* Required skills : Strong knowledge of OOPs & SQL-server
* Good command over VB.Net and SQL is required.
* Upgrading, configuring and debugging existing systems.
* Candidate should be excellent technical expertise in VB.Net.
* should align with project management System
* Requirement gathering to deployment and provisioning activities
Job Types: Full-time, Walk-In
Salary: ₹15,000.00 to ₹25,000.00 /month
Experience:
vb.net developing: 1 year (Required)
software development: 1 year (Required)
total work: 1 year (Required)
vb: 1 year (Required)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
SQL Developer,"Jaipur, Rajasthan",Precise Automation and Robotics,"₹25,000 - ₹35,000 a month",Organic,"Job Title – Edit
SQL Developer
Company – Edit
PRECISE AUTOMATION AND ROBOTICS
Location – Edit
Jaipur, Rajasthan
Salary – Edit
₹ 25,000.00 – ₹ 35,000.00 per month
Job type – Edit
Full-time
Job Description – Edit
Job Summary
We are looking for a Senior level SQL Server Developer/Lead who has in-depth experience with Microsoft SQL Server versions /2012/2014 and ideally 2016+. The Ideal candidate will have an extensive enterprise background using MS SQL Server and be able to understand complex SQL design concepts, practices and procedures. This position involves identifying business requirements, developing data models, performing data analysis, writing advanced SQL queries, designing and coding complex stored procedures and performance tuning existing database processes. None the less this role implements architecture-centric solutions in addition to providing guidance to the developers in delivering solutions that adhere to and meets the strategic objectives.
Responsibilities and Duties
o Good knowledge in Creating Tables, Views, Triggers, Stored Procedures, User Defined Functions, System Defined Functions and other SQL statements, Constraints and Indexes using various DDL and DML Commands like Joins, Constraints, Group by Clause, Distinct Clause, Sub Queries, String/Date/Numeric Functions.
o Experience in Creating & using of Temporary Tables
o Creating and managing SQL Server jobs
o Creating and Executing in Dynamic SQL
o SQL Programming concepts like IF, WHILE, FOR.EACH, CASE-WHEN-THEN and Exception handling
o Debugging Techniques using SQL Server Profile and SQL Server events
o Database Transacations
o Performance Tuning techniques
o Database Backup & Restore
Required Experience, Skills and Qualifications
o Knowledge in Master Data Services
o Configuring of Email in Database level
o Creating Replication
o Database Maintenance
o Knowledge on the SSIS packages
o Creating of Crystal Reports and SSRS
o SQL Server installations
Skills
o Good Listener
o Good in Analysis and database design
o Strong analytical and problem-solving skills
o Exposure to SQL best software practices
o Strong oral and written communication skills
o Team Player
o Good Documentation Skills
o Quick Learner
o IT Domain experience will be added advantage
Job Type: Full-time
Salary: ₹25,000.00 to ₹35,000.00 /month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)"
