Job Title,Job Description,Company Name,Location
System Administrator,"Roles and Responsibilities
Installation and monitoring of Big Data Stack.
Installation and monitoring of Java Applications.
Installation and monitoring Databases.
Monitoring of Systems in productions
Installation and monitoring of web applications like PHP, AngularJS.
Design and deployment of infrastructure.

Please mail your CV to career@torcai.com",torcai digital media,Pune
System Administrator,"Experience

2 + years

Education

B.E IN EC/E/& TC, Computers/MCA/BCA

JobType

System admin Experience on Linux, Hardware & Software, Windows

Location

Pune

You can also send email id.
info@m-techindia.com","M-Tech
3.9",Pune
System Administrator II,"Position Type :

Full time

Type Of Hire :

Experienced (relevant combo of work and education)

Education Desired :

Bachelor of Information Technology

Travel Percentage :

0%

About the team

In todays highly competitive private equity market, firms must not only deliver superior returns, but also respond to more stringent reporting requirements and increasing demands for information both from within and outside their organization. Throughout the industry there is mounting pressure on organizations to do more, requiring a clear technology strategy that not only addresses the demands of today, but also enables the growth and performance of tomorrow.

What you will be doing
Installs, maintains and upgrades internal computer hardware and software systems used for designing and developing company products.
Controls user access and passwords.
Proposes and implements system enhancements that will improve reliability and performance of system.
Monitors usage and performance.
Trains personnel on system usage.
Troubleshoots server, software and hardware issues.
Assists with recommending, scheduling and implementing system hardware and/or software upgrades or repairs.
Researches, evaluates and recommends software and hardware products.
Supports Web access and electronic messaging services and maintains a secure systems environment.
Provides new hardware specifications to users based on application needs and anticipated growth.
Other related duties assigned as needed.
What you bring:
AS400 System Administrator.
User Profile Management creating, modifying & deletion process.
Daily and Weekly backup administration.
Media management activity using BRMS.
Creating and updating control groups for backup as per client's request.
Restoration Process Performing restoration process as per client requirement and maintaining backup policy.
Printer Management.
Working with SST and DST.
PTF installation of latest list or -1 position as per business / application requirement.
Working with hardware vendor to in case of hardware failure and get the faulty part replaced.
Working with HMC operation and administration activity.
Participated in OS upgrade from V7R1 To V7R3.
Troubleshooting software related issues and coordinate with IBM if required.
Troubleshooting the MIMIX errors.
What we offer you:
A range of benefits designed to help support your lifestyle and wellbeing
A multi-faceted job with a broad spectrum of responsibilities
An international work environment and a dedicated and innovative team
An extensive range of personal development opportunities
A work environment built on collaboration, flexibility and respect
Privacy Statement

FIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the Online Privacy Notice.

Sourcing Model

Recruitment at FIS works primarily on a direct sourcing model; a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company.","FIS
3.6",Gurgaon
System Administrator,"GotPrint, a rapidly-expanding online printing company, has an opening for a System Administrator.
The System Administrator is responsible for effective monitoring and maintenance of systems hardware
and software and related infrastructure. The qualified candidate will ensure that networking
infrastructure; system hardware, operating systems,
software systems, scheduled backups and related procedures are operational.

This individual is accountable for the following systems: Linux, Windows and network systems that support GotPrint infrastructure;
Windows and Application systems that support Accounting and Order management. Responsibilities on these
systems include SA engineering and provisioning, operations and support, maintenance and research and
development to ensure continual innovation.

The ideal candidate will have the following qualifications:
Install new / rebuild existing servers and configure hardware, peripherals, services, settings, directories, storage, etc. in accordance with standards and project/operational requirements.
4+ years of administrating Linux environments (Debian, RedHat, CentOS or Ubuntu)
2+ years of administrating Windows Active Directory and servers
3+ years of troubleshooting hardware and software bugs (know how to debug installation issues, missing drivers, bootloaders, etc.)
Robust TCP/IP networking knowledge including switching/routing (HP Procurve, Cisco, Checkpoint or Sonicwall)
Understanding of networking security concepts. (Being able to setup sandboxed/jail environments)
Experience working in a culturally diverse environment
Excellent written and oral communication skills
Strategic and forward thinking
Ability to be proactive and work independently with limited direction
Develop and maintain installation and configuration procedures.
Contribute to and maintain system standards.

About Us:
GotPrint has led the industry with its web-based Global operations and began building a nationwide network of offset printing facilities to provide faster,
more responsive service to our customers. What began in Burbank, CA has now evolved across the United States with facilities in Kentucky and Texas and an
international office in India.

Compensation/Benefits:
Medical benefits after 6 months probationary period
Provident Fund
Clean and safe work environment

To apply for this position, please email careersIN@gotprint.com with the job title in the subject of the email and your resume or CV attached.","GotPrint
3.1",Pune
System Administrator,"Job Description
X
Fair Knowledge of Networking, Good Communication Skills, Good Problem Solving Skills, Good working knowledge of OS as per profile Windows NT/2000/2003, Linux, Sun Solaris, AIX","Allied Digital Services
3.1",Pune
Support Engineer,"You will be joining a team where colleagues with different competencies work closely together to solve challenging tasks. There are always engaged people with lots of commitment and energy around you. You will find an energetic, welcoming and informal work environment that supports collaboration and creativity to make success happen. Many of us choose to stay here for a long time.

The primary responsibility of a support engineer in the TDV Product Support team is to troubleshoot and solve customer issues that may arise during the use and implementation of the TDV product suite. In addition to solving problems, the support engineer will also provide answers to questions and assist/advice customers with use, configuration, and optimization of the TDV product suite.

A TDV support engineer with data/analytics support profile primarily handles support cases related data access, data management, database administration and data analysis/visualization. Cases must often be solved in collaboration with team members in both the local and remote teams, and in collaboration with members of other departments, such as the Engineering and Product Management. The support engineer also participates in side-projects aimed at improving our processes and tools, and the usability, supportability and quality of products being supported.
You will be focused on data access, data management, and database administration related cases, such as assisting customers with accessing data from various data sources, and with troubleshooting and optimizing data access, as well as with preparing data for analysis, and with the actual data analysis in TDV.
This includes: Collecting all relevant information to fully understand customer issues to be able to troubleshoot, isolate, and resolve in a timely manner
Systematically analyzing TDV’s native log files and third-party log files to understand/describe chains of events
Setting up test environments to replicate customer environments and reproduce customer issues
Troubleshooting and assisting customers with accessing data from various data sources (e.g. relational databases, OLAP cubes, web services, …)
Assisting customers with optimizing data access performance, such as reviewing SQL or MDX queries and/or analyzing data transfer and suggesting improvements
Providing guidance and troubleshooting issues related to data analysis/visualization in TDV
When needed, analyzing network traffic to understand problems, using tools like Wireshark, Fiddler, and web browser debugging tools
Closely collaborating with team members in both local and remote support teams, as well as members of the Product Development and Product Management departments, in solving complex support cases
Mentoring and training less senior members of the team, e.g. by coaching them in case troubleshooting or by providing knowledge transfer/training sessions
Creating customer self-service content, e.g. in the form of knowledge base articles, community forum posts and videos.
Participating in side-projects aimed at improving our processes and tools, and the usability, supportability and quality of products being supported.
Flexibility to work in shifts(12:30 PM to 21:30 IST)
BE/ME in Information Technology, Computer Science or related
Experience – 0 to 5 years with strong experience in Database
Superior verbal and writing skills
Learning new technologies and learning them quickly
Exceptional multi-tasking skills and being able to manage different responsibilities pertaining to this role
High attention to details and ability to articulate complex concepts
Ability to handle demanding and difficult customers and their expectations
Taking ownership of your time with the team and making a difference
Hands on experience with Linux Operating System & Windows Server OS’s
Deep academic knowledge or hands on experience on at least 2 below listed areas: o TIBCO Data Virtualization/Composite/ADS o Databases(Oracle MS-SQL), SQL, PL-SQL, connectors, drivers o Java o Network Communication o Authentication Protocols (LDAP) o Encryption (HTTPS) and Network Security
#LI-PB1","TIBCO Software
3.9",Pune
System Administrator,"Send your resumes to : hr@tecgemini.com
Requirements

Communicate with you about products, services, news and events.

> B.E/B.Tech/Diploma or any graduates
> Familiarity with the Fundamentals of Linux and knowledge in Linux Commands.
> Basic knowledge of servers and switches.","Tecgemini
3.7",Thiruvananthapuram
System Administrator,"We are looking for an Enthusiastic and self-motivated System administrator.

JOB DESCRIPTION

Manage hardware, software, and utilities for installation, modification, troubleshooting, maintenance, and upgrades of operating systems and workstation environments.
Hands-on experience in Linux Server Administration including security configurations, patching, and troubleshooting.
Set up accounts and workstations. Administrate infrastructure, including firewalls, databases, malware protection software and other processes.
Ensure security through access controls, backups and firewalls.
Knowledge in Plesk/cPanel Hosting platforms and backup management.
Ability to manage and maintain Internal hardware, networking devices and connectivity solutions.
Knowledge in PHP, MySQL, Android, iOS development will be an added advantage.

Interested candidates mail your resumes in .DOC or PDF to hr@brahmanet.com specifying the designation for which you are applying in the subject.",Brahmanet IT Solutions,India
System Engineer - Linux,"Position Type :

Full time

Education Desired :

Bachelor's Degree

Job Description

Are you curious, motivated, and forward-thinking? At FIS youll have the opportunity to work on some of the most challenging and relevant issues in financial services and technology. Our talented people empower us, and we believe in being part of a team that is open, collaborative, entrepreneurial, passionate and above all fun.

About the team

The FIS Acquiring Platform team is Responsible for the maintenance and support of multiple server environments and virtual desktops, to enable Worldpay to provide a highly available enterprise quality service to our merchants and customers, working alongside Infrastructure and Operations teams based in the UK, USA, Romania and pune.

What you will be doing

You will work on projects where person will play an active role Support and administration of Production, Pre-Production (PPE) and Test/Development environments. Windows engineer Always be searching to continuously improve Worldpay From FIS catalogue of products and services, we will create and maintain stable, reliable systems for our clients and partners.

What you bring: -

Knowledge/Experience
Work with Peer teams within FIS Infrastructure & Acquiring Support
Receive general supervision and is competent in most phases of programming to work on own
Positive outlook, strong work ethic, and responsive to internal and external clients
Be flexible to learn and work on new technologies
Skills

3+ years of experience with Linux Administration.
Support and administration of Production, Pre Production (PPE) and Test/Development environments.
Proactive management of the Worldpay Linux estate and recommendation of measures to improve service delivery to the Worldpay customer base.
Ensure that Linux systems are kept as current as possible within business constraints.
Evaluate system performance and produce reports to recommend and implement platforms improvements as appropriate.
Produce and maintain relevant technical and operational documentation.
Provide effective cover for other members of the data Linux as required during absence.
Rapid response to and resolution of Worldpay Linux incidents.
Execution of authorised and controlled change for Worldpay Linux changes.
Management and implementation of upgrades to services.
Fault diagnosis and resolution.
Escalation of critical issues in accordance with relevant process and procedures.
Deliver services to agreed Service Level and Operating Level Agreements.
Work with the Worldpay Enterprise Architecture team to help evaluate and recommend products to improve the availability of services.
Participation in 24x7 on-call rota and be available for out-of-hours work as required.
Participate in discretionary projects/engineering tasks as agreed.
Development and automation of services processes and procedures.
Manage installations and software upgrades to ensure all services are kept as current as possible and that license audit is performed and all licenses are in place.
Manage the configuration and operation of Worldpay Linux services.
Ensure that Worldpay Information Security policies and guidelines are adhered to for all platform services.
Interface and maintain relations with other Worldpay IT teams.
Deliver reporting on Linux performance metrics.
Competencies
Fluent in English
Excellent communicator ability to discuss technical and solutions to customers and other stakeholders and adapt depending on the technical or business focus of the discussion
Attention to detail track record of authoring high quality documentation
Organized approach manage and adapt priorities according to client and internal requirements
Self-starter but team mindset - work autonomously and as part of a global team
Ability to work on multiple projects simultaneously
Ability to demonstrate interpersonal and team building skills and establish and maintain effective working relationships with team members
Ability to work in an agile development environment where developers and testing personnel work closely together to deliver quality product
What we offer you
A multifaceted job with a high degree of responsibility and a broad spectrum of opportunities
A broad range of professional education and personal development possibilities FIS is your final career step!
A competitive salary and benefits
A variety of career development tools, resources and opportunities, With a 50-year history rooted in the financial services industry, FIS is the world's largest global provider dedicated to financial technology solutions. We champion clients from banking to capital markets, retail to corporate and everything touched by financial services. Headquartered in Jacksonville, Florida, our 53,000 worldwide employees help serve more than 20,000 clients in over 130 countries. Our technology powers billions of transactions annually that move over $9 trillion around the globe. FIS is a Fortune 500 company and is a member of Standard & Poors 500® Index.

FIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the FIS Online Privacy Notice.

Privacy Statement

FIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the Online

Privacy Statement

FIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the Online Privacy Notice.

Sourcing Model

Recruitment at FIS works primarily on a direct sourcing model; a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company.","FIS
3.6",Pune
System Administrator or Analyst,"We have the below 3-roles with us -

System Administrator
1 Troubleshoot and maintain client/server applications and systems
2 Install new software releases, support patching activities and resolve software and OS related problems
3 Perform system backups and recovery as needed
4 Manage system accounts, permissions, access rights, and storage allocations in accordance with best-practices regarding privacy, security, and regulatory compliance
5 Conduct incident triage and resolve incidents per SLAs
6 Participating in client meetings
7 Create documentations - client deliverables, knowledge based articles
8 Be available for on-call rotation and perform on-call duties as needed
9 Will take reverse KT sessions of the trainings provided i.e., they will be into continuous and regular evaluations.

Skills- Active Directory, Windows server, Linux, DNS, Virtual server, Shellscripts/Powershell, JSON/XML, SQL
Good to have - IDM, Load Balancer, Reverse Proxy, LDAP, VM Ware, Password Vault, Routers, Switches, Firewalls

System Analyst
1 Troubleshoot and maintain client/server applications and systems
2 Install new software releases, system upgrades & install patches and resolve software and OS related problems
3 Perform system backups and recovery as needed. Monitor system configurations, interfaces and jobs to ensure data integrity
4 Manage system accounts, permissions, access rights, and storage allocations in accordance with best-practices regarding privacy, security, and regulatory compliance
5 Conduct incident triage and resolve incidents per SLAs
6 Participating in client meetings
7 Be a first level of escalation for all critical items
8 Create documentations - client deliverables, knowledge based articles
9 Be available for on-call rotation and perform on-call duties as needed
11 Work on critical incidents or system related issues
12 Perform requirement gathering, analysis and design
13 Investigate system and security issues and provide recommendations for improvements
14 Verification of information on all work items
15 Addition and validation of time estimate on all work items
16 Providing training to team members on the required skillsets and process training

Skills- Active Directory, Windows server, Linux, IDM, Load Balancer, Reverse Proxy, DNS, Virtual server, Shellscripts/Powershell, JSON/XML, SQL, Routers, Switches, Firewalls
Good to have- SOA, Java, LDAP, eDirectory, VM Ware, Cyberark, SAML

Project Engineer
Perform requirement gathering, analysis and design
2 Develop, create, and modify software applications
3 Complete Unit Testing
4 Integration and deployment
5 Initial Validation after deployment
6 Participating in client handling to provide consultations & solutions
7 Create documentations - client deliverables, knowledge based articles
8 Point of Contact for any critical item implementation/troubleshooting/solution
9 Guide team members & train new joinees
10 Actively participating in POC-proof of concept as per business use cases
11 Primary technical lead for any development or enhancement or configuration work
12 Responsible for Code Review
13 Ensure error free code/module/component of software
14 Participate in technical design creation and finalization
15 Handling critical deliverables with ownership
16 Should have good knowledge of System/Application/Project architecture
17 Providing inputs for Process automation

Required Skills- Hands-on experience on Core Java,Advance Java, Collection , Javascripts/ECMA, JSON/XML, REST/SOAP , Spring , Hibernate/JPA,IDM, SOA,
SAML, BPM, Web Services, Databases, SQL, eDirectory
Should have sound knowledge on Design Pattern, SOA, LDAP
Good To have- Shell Script/Powershell script, Angular JS/Node JS/ReactiveJS, Python, AWS, Cloud Servers, LB, Reverse Proxy, DNS

If interested please share your resume @
tanushri.akuli@sath.com

Regards,
Tanushri Akuli
HR Manager
www.sath.com
00-7.00 Years",Sath Infotech Private Limited,Kolkata
Systems Administrator,"5 years administrating, maintaining operations with CommVault data protection tool in large, global IT environments with many external, customer facing, online products.

Experience configuring and administrating CommVault IntelliSnap, Global Deduplication, DASH copy, Live Sync, and Instant Recovery for VMware.

Experience configuring and administrating NetBackup OST, SLP, Pure Disk dedupe, Vault, and Instant Recovery for VMware.

Experience with SAN fiber switches including WWN zoning and troubleshooting; Brocade and Cisco MDS preferred.

Experience troubleshooting tape library issues and media management including offsite tape rotation

Experience administrating and maintaining backup disk targets; Data Domain, Pure Disk, and E-series a preferred

Working knowledge of VMware and ESX environments

Strong understanding of SQL & Oracle backups and their integration with CommVault and NetBackup

Understanding and experience with various disk arrays snapshot and mirroring technologies

Strong OS skills on Windows, Unix, and Linux platforms; scripting capabilities a plus

Experience with Zerto, Rubrik, Actifio or other Data Protection products a plus.

Additional Job Description

Provide business critical support and maintenance of the backup environments across the APAC, EMEA and US regions.

Proactively manage backup infrastructure; monitoring alerts, troubleshooting hardware and performance issues, provisioning, audit reporting and patch management for all systems.

Provide technical support for CommVault and NetBackup data protection tool.

Manage automated fault call logging, hardware inventory for maintenance contracts, documentation and diagrams.

Create and maintain operational documentation and provide technical support for auditing and capacity management activities.
IHS Markit is committed to providing equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by the laws and regulations in any of our locations.
We are proud to provide reasonable accommodations to applicants with disabilities. If you are interested in applying for employment with IHS Markit and need special assistance or an accommodation to use our website or to apply for a position, please contact or call +1 212 849 0399. Determination on requests for reasonable accommodation are considered on a case-by-case basis. This contact information (email and phone) is intended for application assistance and accommodation requests only. We are unable to accept resumes or provide information about application status through the phone number or email address above. Resumes are only accepted through the online application process, and only qualified candidates will receive consideration and follow-up.

IHS Markit maintains a substance-free workplace; employees may be asked to submit to a drug test (where permitted by law). In addition, as a federal contractor in the United States, the company participates in the E-Verify Program to confirm eligibility to work.","Ipreo
3.5",Hyderabad
System Administrator,"System Administrator

Job Description:
Hands-on experience with RHEL 6.x & 7.x , Ubuntu, Centos installation, configuration, administration and upgradation
Experience in Shell script, LVM, User management, Ansible, Git, Jenkins
Installation and maintain knowledge of Apache(http), Redis, Nginx & Mysql
Maintain and develop all Linux infrastructure technology to maintain 24x7x365 uptime service
Good understanding of Networking concepts like TCP/IP, DHCP, IP Routing and Name Resolution
Monitoring system performance and capacity planning
Strong problem solving and communication skills

Experience Range:

3 - 5 years

Educational Qualifications:

Any graduation,

Job Responsibilities:
Hands-on experience with RHEL 6.x & 7.x , Ubuntu, Centos installation, configuration, administration and upgradation
Experience in Shell script, LVM, User management, Ansible, Git, Jenkins
Installation and maintain knowledge of Apache(http), Redis, Nginx & Mysql
Maintain and develop all Linux infrastructure technology to maintain 24x7x365 uptime service
Good understanding of Networking concepts like TCP/IP, DHCP, IP Routing and Name Resolution
Monitoring system performance and capacity planning
Strong problem solving and communication skills

Skills Required :

linux,

aws,","Angel Broking
3.1",Mumbai
System Administrator,"System Administrator

Chennai, INDIA - Information Technology

Job Description

The Opportunity

Love to deal with multiple systems in complex environments? Ready to support the modern infrastructure, Systems, Hardware, Display and Voice systems? We invite you to materialize your aspirations in a company where opportunities abound for building an amazing future.

As a System Administrator, you will be part of the APAC support team with operational responsibilities that support our internal users, IT setup and vendor management. Responsibilities include new user asset setup, user creation on firewall and on-boarding of new resources, providing service to existing users, managing end-to-end IT operations daily tasks such as query handling, problem fixing asset management, vendor coordination and network device management like switch, firewall, access point, Voice, internal user ticket handling, reporting, and process improvement projects. Some tasks will have global responsibility, while others may be regionally focused.

Join an international team in pursuing mastery, value and success in a global environment.

Your Responsibilities

The Systems Engineering team is in charge of operating and evolving global user applications and services, both for internal and external audience; tools for devops teams together with the required environments; and general IT infrastructures and assets.

As a System Administrator, your activities include
Install and configure software and hardware (level 1,2 Desktop Support)
Coordinate with Vendors for problem resolution
Manage network servers and technology tools
Set up user accounts, workstations, manage hardware and software inventory
Monitor performance and maintain systems according to requirements
Troubleshoot issues and outages
Ensure security through access controls, backups and firewalls
Upgrade systems with new releases and models
Maintain the internal wiki with technical documentation, manuals and IT policies
Location

Chennai, INDIA
Function

Information Technology
Qualifications

Proven experience as a System Administrator, Network Administrator or similar role with minimum 3 years of experience

Hands on with L1 & L2 support with Desktop / Laptop , Voice and Internet systems.

Knowledge of system security (e.g. intrusion detection systems) and data backup/recovery

Ability to create scripts in Python, Perl or other language

Familiarity with troubleshooting on various operating systems and platforms (Windows, Linux)

Experience working with Network protocols and services: IP, TCP, UDP, ICMP, DNS, DHCP, LDAP, NFS.

Service oriented approach to work.

Problem solving.

Self-driven, curious, and keen to learn.

Excellent communication skills (oral and writing)

Diploma / B.Sc. in Information Technology / Computer Science or a related discipline; Professional Certification (e.g. Microsoft Certified Systems Administrator (MCSA)) is a plus

Employment Practices


We are committed to equal employment opportunity. We respect, value and welcome diversity in our workforce.

We do not accept resumes from headhunters or suppliers that have not signed a formal fee agreement. Therefore, any resume received from an unapproved supplier will be considered unsolicited, and we will not be obligated to pay a referral fee.","Denodo
3.0",Chennai
Systems Administrator,"Canberg Global Sourcing Pvt. Ltd. is hiring for Systems Administrator position for Head Office in Kolkata.

Position: Systems Administrator (Sr. profile)

Work Exp.: 3 to 5 years

CTC Range: Upto Rs. 20K/m
Skills Required: (Candidates with the below skills ONLY are requested to apply).
Web-based server and systems management off-site
Google G-Suite complete profile maintenance and handling
Microsoft Enterprise complete profile
Data and server security
Knowledge of web based programs & Cloud based system, internet and intranet security protocol
Mail servers and Remote server security and handling
Interested candidate needs to send CV to careers(at)canberg.com

Job Type: Full-time

Experience:
system administration: 2 years (Required)
total work: 3 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
No",Canberg Global Sourcing Pvt. Ltd.,Kolkata
System Administrator,"System Administrator Apply Job
Location: Mohali
Years of Experience: 4+ years Refer Friend

Responsibility: • Working with Enterprise Infrastructure (+200 Servers) on both Virtual and Physical Server Infrastructure.
Troubleshooting of Windows OS related issues. (Windows Server 2016/2012/2008, Win10/Win8/Win7/Win Vista).
Hands on Experience in large Data Center with both physical and virtual Server environments.
Handle issues on Clusters and Storage environment.
AD server creation / management (group policies and user accounts).
Troubleshoot issues related to Virtualization (VMWare).
Microsoft Certification will be preferred.
Have knowledge of Cloud computing (Microsoft Azure is preferred).
Have knowledge of creating / managing domain and subdomains. Domain hosting.
Good Knowledge of Hardware Firewall, Troubleshoot IIS related issues, Desktop connectivity troubleshooting.
Printer installation and support, Client VPN installation and support, Microsoft Office Suite support.
Maintaining Infrastructure availability.
Hands on Experience in managing Blade Servers, switches & Storages.
Maximizes network performance by monitoring performance; troubleshooting network problems and outages; scheduling upgrades; collaborating with network architects on network optimization.
Secures network system by establishing and enforcing policies; defining and monitoring access. Configure routing and switching equipment, hosted IP voice services and firewalls.
Assist the Systems Engineering team, Support the Virtual Infrastructure / Support and manage the VDI Infrastructure.
Analyze and Suggest Improvements and Fine tune the performance and capacity planning for the Infrastructure.
Suggest changes to the application installation / configuration to the operating system, and hardware.
Familiar/aware of ITIL procedures (CM/PM Procedures).
Be a team player who is able to work with peers and other team members in solving a range of interoperability and integration issues that may exist within the
environment.
Facilitate the sharing of best practices across the Team.
Ensure closure of tickets within the SLA terms.
Ensure day to day co-ordination with the internal support team for smooth operations between teams.
Knowledge of Networks, Storage and Server Setup (Protocols, Design concepts).
Flexible coverage schedule to accommodate occasional evening, weekend work (time off in lieu).","Safaltek
3.1",SAS Nagar
Systems Administrator,"5 years experience.
Job entails & requires experience in: Installing and Configuring, Sonicwall Pro Firewall with VPN connectivity; installing & maintaining desktops with Windows, Linux & Sun Solaris.
Implementing network security; designing the network topology, and cabling using CAT5 cabling.
Configure DNS, WINS, fax, and print services on servers
Creating and Maintaining NIS domain in Sun Solaris environment
Installing DB server on Dell Poweredge 6300 & Application Server with MSSQL/Cold Fusion/IIS/ on Poweredge 2400 servers
Email your resume to careers@perfectus.com with Job Code – SA in the subject line.","Perfectus Technology
2.9",India
System Administrator,"» Current/valid RHCE
» Thorough knowledge of Linux server management
» Outstanding troubleshooting skills
» Shell/Perl scripting knowledge an advantage
» Exposure to control panels (cPanel, WHM, Plesk)
» Web hosting experience an advantage.
» Basic database management skills

Candidate should be comfortable working on rotational shifts (24/7 support coverage)

Future Requirement

Kochi, Thiruvananthapuram
General candidate profile

Candidates are expected to have excellent written English communication skills as they will need to directly interface with International clients. You need to be a good team-player while also having the ability to independently handle challenging projects. Professionalism and good work ethics will ensure steady career progress while building your leadership skills and technical abilities.

Interview process

Depending on the position you are applying for, you would have different interview stages. In general, when invited for an interview in our office, please be prepared to attend an online test involving technical, logical/reasoning and English communication questions. A technical interview and HR interview will follow. Designers will be required to attend a design test.

Candidates who have applied for current open positions will be contacted within seven working days from the interview date if they have qualified.","Vanilla Networks
2.9",Thiruvananthapuram
System Administrator,"Location: [[req_workLocation]]
Location Address: Pune, State of Mahārāshtra 600011 India (IN)

Careers with CDK Global – where to next?
So who are we and what do we do?
CDK Global is the largest global provider of integrated information technology and digital marketing solutions to automotive dealerships and manufacturers in more than 100 countries worldwide for the world’s biggest car brands. Although we operate on a global scale, we are small by comparison and that is a good thing. It means that we are still a business where every person matters and where anyone can make an impact on our growth and success. We have opportunities in a wide range of business areas so wherever in the world you join us, you will get the support, training and tools you need to make significant steps forward in your career.

Are you interested helping maintain a large footprint, multi-region, cloud-based infrastructure? Do you enjoy finding problems and automating solutions so it doesn't happen again? Do you like architecting at the systems level and working with DevOps to continuously improve speed of deployment, time to recovery, and resiliency?

Responsibilities:
Linux system administration for correcting problems and writing automation for systems management.
Windows system administrations for Active Directory, Exchange, and Sharepoint
System level security and vulnerability scanning/reporting
Administration for users/groups
Active Directory
SaaS providers
Management of SaaS providers
Escalation support for Internal IT
Escalation support for devops based on subject matter expertise
Required Skills:
In-depth Linux system administration
Good networking (LAN/WAN) skills
Security background; intrusion detection, pen testing, access controls
Working knowledge of at least one programming language such as Python, Java, or C#
Experience with Puppet/Chef/Ansible or another orchestration system
Creative problem-solving, proficient debugging, and profiling
Excellent written and verbal communication skills
Bachelor's degree or equivalent in IT, computer science or related field is preferred, with a minimum of 3 years work experience in one of these fields (work experience may be used in place of degree)
(work experience may be used to in place of degree)
Experience working with distributed teams
Preferred Skills:
Active Directory / Exchange management experience
Cisco networking experience; CCNA
Splunk administration
Tableau administration
Infrastructure automation using Terraform/CloudFormation/Python/Java
Familiarity with Tomcat, nginx, and similar application servers / load balancers
Building AWS Images using Packer or similar tools
Experience with Agile/Scrum methodologies
Familiarity with test driven development
Who do we look for? We look for people with the right cultural fit. That means being passionate and enthusiastic and having what it takes to drive our business forward. We also look for people who are keen to develop new knowledge and skills, because our growth is ultimately dependent on yours. What can we offer you? To help us attract and retain the best, we pay people according to performance, not tenure. Excel in your role here and the rewards will be excellent too. We will also help you to grow your career, not only through focused investment in learning and development but also by enabling you to explore the opportunities our global market has to offer. Start your Journey with CDK Global.","CDK Global
3.1",Pune
System Administrator,"Role:
Ability to work in a customer environment taking end to end responsibility of IT infrastructure & enabling end users with a stable IT environment at all times.

Skills:
Windows 7/10 administration Experience
Apple/Mac admin experience
MS Office troubleshooting
Laptop imaging
General trouble shooting
Basic Active Directory skills
IP Telephone and soft phones
Basic network administration skills
Good spoken / written English","Opt IT Technologies (I) Pvt. Ltd
3.6",Bengaluru
System Administrator,"BECIL Recruitment 2020 - System Administrator Vacancies - 60000 Salary - Apply NowBECIL Recruitment 2020-21: Employees State Insurance Corporation (BECIL) announced Job notification to hire candidates who completed B.Tech/B.E,M.Sc,MCA for the position of System Administrator. To Apply for the job posting from BECIL, please click on the Apply Now button below.Company Name: BECIL
Post Name: System Administrator
No of Posts: 1
Salary: 50,000 - 60,000 ()
Experience: 4 - 5 years
Education: B.Tech/B.E,M.Sc,MCA
Location: Bangalore
Last Date: 01-08-2020

Selection Procedure:
Only shortlisted candidates will be eligible for interview.

How To Apply:
Applicants should ensure that the mail should be sent to soumyamendegar@gmail.com on or before 1st August 2020.
Broadcast Engineering Consultants India Limited, Regional Office (Ro), #162,1st Cross, 2nd Main, Ags Layout, Rmv 2nd Stage, Bangalore-560094. Phone: 080-23415853. For Any Queries, Candidates Can Call To The Landline No: 080-23415853 And Also Can Send Their Queries To Hr.bengaluru@becil.com. For Any Updates Please Visit Our Website Www.becil.com.
3. Note: Canvassing in any manner would lead to disqualification of candidature.

General Conditions
Only Indian Nationals are eligible to apply. Age, Qualifications and Experiences stipulated above should be as on 01st of August 2020. BECIL reserves the right to increase/decrease the number of vacancies advertised as per the need or cancel the recruitment of a particular post or cancel the advertisement itself without any notice.
BECIL reserves the right to fill or not to fill the posts and mere fulfillment of qualifications and other requirements laid down does not entitle a candidate to be called for Interview. BECIL reserves the right to increase/decrease the minimum eligibility criteria, etc. in order to restrict the number of candidates to be called for selection process.
BECIL reserves the right to increase/ decrease the specifications given in the advertised posts depending upon the response. BECIL reserves the right to fill up or otherwise cancel any or can cancel all the notified posts as per the rules of the company. BECIL reserves the right to discontinue the services or extend the services of any contract employee.","BECIL
2.9",Bengaluru
