Title,Location,Company,Salary,Sponsored,Description
Software Programmer,"Nahan, Himachal Pradesh",Sheikh Arms & Ammunition (OPC) Pvt,"₹1,80,000 - ₹2,00,000 a year",Organic,"Looking for young and dynamic who want to work for long relationship with company having quality of hardworking and honesty.
Job Types: Full-time, Volunteer
Salary: ₹180,000.00 - ₹200,000.00 per year
Experience:
designer and programming expert in solid cam software: 3 years (Preferred)
Education:
Diploma (Preferred)"
Software Engineer,"Pune, Maharashtra",Virtusa,None,Organic,"Responsible for maintaining MiddleWare and Distributed File system such as Redis, Ceph , Kafka, etc.
Responsible for tech architecture review, capacity planning, cost optimisation, tracking and troubleshooting, and building acomponent monitoring system to maintain overall stability and efficiency.
Responsible for the maintenance and development of the MiddleWare ops automation platform, and improve the operation and maintenance management level of MiddleWare and Distributed File system.
Owner and the first incident responder for MiddleWare/DFS component
Primary Location: IN-MH-Pune
Schedule: Full Time
Employee Status: Individual Contributor
Job Type: Experienced
Travel: No
Job Posting: 16/07/2020, 1:01:27 AM"
Software Developer (WEB),"Bengaluru, Karnataka",HOKO,"₹3,60,000 - ₹5,50,000 a year",Organic,"Job Description
We are looking for an experienced Software developer to join our team! As a Software Developer, you will be responsible for the server-side web application logic as well as for the integration of the front-end part. Back-end developers are usually responsible for writing the web services and APIs used by front-end developers and mobile application developers. A back-end web developer is responsible for server-side web application logic as well as the integration of the front-end part. If you have outstanding programming skills and a great passion for developing beautiful, innovative applications, then you will love this jobRoles & Responsibilities
- Design, build, and maintain advanced web applications using JavaScript, Node.js, React, Python and MySQL
- Collaborate with cross-functional teams to define, design, and develop new features
- Work with APIs
- Identify and debug issues with code and suggest changes or improvements for usability reliability of application
- Develop, construct, test, and maintain architecture with databases, large scale data processing, APIs, and intuitive user interfaces
- Basic understanding of front-end technologies, such as HTML5, and CSS3
- Creating database schemas that represent and support business processes
- Proficient understanding of code versioning tools, such as Git
- monitor the system for bugs, user feedback, performance and suggest fixes and improvements which will enhance the product
- Development of back-end software and APIs for mobile apps, web services and marketplaces.
- Experience with package managers NPM
Job Types: Full-time, Contract
Salary: ₹360,000.00 - ₹550,000.00 per year
Experience:
AWS: 2 years (Required)
Nodejs: 2 years (Required)
total work: 3 years (Required)
MySQL: 2 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
Magento Developer,"Jaipur, Rajasthan",WDP Technologies Pvt. Ltd,"₹2,00,000 - ₹4,00,000 a year",Organic,"Candidate will work in PHP/MySQL/Magento. Job responsibilities include laying out the architecture / base for Magento based websites, full lifecycle application development including analysis, design and coding.
Candidate will be required to create and maintain technical documentation. Candidate will work in a team environment, as well as independently. He is also required to adhere to coding standards and other development processes (using tools like Jira, SVN etc).
The candidate should be able to work without supervision to complete project task and must possess initiative to address issues and opportunities.
Candidate would be required to lead and guide the junior/mid-level developers over their implementations, integrate their works and maintain integrity of application and its architecture
Candidate would be required to participate in client calls, gather requirements to be led by him and members working under him, prepare WBS (work breakdown structure), provide estimates and cover deliveries of assigned modules.
Interested Candidate can directly call us at 9829309900
Job Type: Full-time
Salary: ₹200,000.00 - ₹400,000.00 per year
Experience:
work: 2 years (Preferred)
total work: 2 years (Preferred)
Education:
Bachelor's (Preferred)"
Dot Net Developer,"Kochi, Kerala",ItAndTechs,None,Organic,".Net Developer
We are an established IT company based in Dubai-UAE currently expanding our development team in India.
The Position:
We are looking for .Net developer.
Minimum Requirements:
· Bachelor's degree in computer science.
· 2-6 years of solid Programming Experience.
· Minimum 2+ year of experience in .Net.
Skills Required:
· Should have technical skills in ASP.Net, C#, AJAX, JavaScript, jQuery, Windows Services development
· Strong at OOPs concept and hands on experience in developing web applications
· Working experience with ODP.Net and oracle database will be a plus
· Strong analytical, problem-solving, and conceptual skills
· Exposure to Software coding standards and standard documentation procedures will be an added advantage
· Should have good communication skills.
The Location: kakkanad, Kochi, Kerala
Job Types: Full-time, Contract
Experience:
.net: 1 year (Preferred)
total work: 1 year (Preferred)
C#: 1 year (Preferred)
HTML: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Developer - Web & App,None,MAGAS International,None,Organic,"Job description:
· Must be able to develop platforms on Laravel Technology or PHP Framework.
· Should be able to write scripts for process automation and to troubleshoot.
· Reviewing & editing product description to avoid any disparities and to integrate new features.
· Experience on creating HTML, CSS Files for new design changes which will be mobile responsive.
· Must have solid knowledge of CMS and data recovery.
· Improving on UX/UI & suggesting changes to website as per user feedback
· Make sure the site is compatible and responsive on all browsers and keep the platform updated at all times.
· Provide support on development & maintenance to ensure 99.999% uptime and accessibility and take security back-ups.
· Supporting the Content & Digital Marketing teams to make changes to the code as per search engine criteria.
· Monitoring Platform Analytics & KPI’s
· Protect the privacy of the web users and also ensure security from external threats.
· API code integration as needed.
· Any other adhoc task as per business requirement.
Qualifications & Skills:
· Degree in IT, Communications or equivalent work experience in a web admin related role.
· Minimum 5 years’ experience on PHP, Laravel, Node JS, etc.
· Experience using a content management system (CMS), and managing content.
· Perform under pressure with tight deadlines, while handling multiple projects.
· You will be able to maintain a consistent tone and voice across all content, messages, and different platforms as per the content guidelines.
Job Types: Full-time, Part-time
Experience:
PHP: 5 years (Required)
Laravel: 5 years (Required)
Content Management System: 2 years (Preferred)
Education:
Bachelor's (Required)
Work Remotely:
Yes"
Web developers,"Jaipur, Rajasthan",kadamtech,None,Organic,"No. Of Vacancies : 2
Experience : 2-3 Years
Required Skills: PHP, Laravel and CakePHP framework, MySQL, JavaScript
Salary: Decent hike on current salary
Location: Jaipur
Job Description
If interested then please share your resume at info@kadams.in Also, refer your friends."
Mobile App Developer,"New Delhi, Delhi",BrandMommy Markcom LLP,"₹22,000 - ₹27,000 a month",Organic,"We are looking for a qualified Application Developer to design and code functional programs and applications. You will work as part of a team and individually with little supervision. A great Application Developer has excellent knowledge of at least one programming language. They must be familiar with a variety of operating systems and platforms. The ideal candidate will have an analytical mindset and a keen eye for detail. The goal is to write “clean” and flawless code to produce fully functional software applications according to requirements.
Responsibilities
Understand client requirements and how they translate in application features
Collaborate with a team of IT professionals to set specifications for new applications
Design creative prototypes according to specifications
Write high quality source code to program complete applications within deadlines
Perform unit and integration testing before launch
Conduct functional and non-functional testing
Troubleshoot and debug applications
Evaluate existing applications to reprogram, update and add new features
Develop technical documents and handbooks to accurately represent application design and code
Skills
Proven experience as application developer
Experience in designing and building applications
Ability to program in at least one programming language such as C#, Java (J2EE) etc.
In-depth knowledge of programming for diverse operating systems and platforms using development tools
Excellent understanding of software design and programming principles.
A team player with excellent communication skills
Analytical thinking and problem-solving capability
Great attention to detail and time-management skills
BSc/BA in computer science or relevant field; MSc/MA will be appreciated
Certified application developer is a plus
Job Type: Full-time
Salary: ₹22,000.00 - ₹27,000.00 per month
Experience:
work: 2 years (Preferred)
total work: 2 years (Preferred)
Developer: 2 years (Preferred)
Java: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Industry:
Marketing
Work Remotely:
No"
IBM MDM Developer,India,Larsen & Toubro Infotech Limited,None,Organic,"• Hands-on experience and knowledge in IBM MDM . • Ability to work with the Onsite Solution Architect to develop and maintain MDM Data Model. • Good understanding of java ,J2EE, EJB , webservices and oracle • Experience in IBM WebSphere server. • Has hands on knowledge Additions, Extensions, Composites, Business Proxies, Business rule validations, Request Response Framework, o Batch Processor modules in IBM MDM 11.x • Good to have knowledge around Suspect Duplicate Processing (Deterministic/Probabilistic), Transaction audit Logging, Messaging, Notifications & DSUI o customizations. • Has knowledge of the data model provided in IBM MDM & can perform data mapping activities based on requirements. • Good client interaction skills Technical/Business/Management experience • Should be able to guide teams on complex design and configurations. • Should have solid IBM MDM (Virtual Or/And Physical) concepts and hands-on proficiency in customization and configuration of IBM MDM (Virtual Or/And Physical) 11.x. • Should be proficient in develop solution architectures and technical design for IBM MDM (Virtual Or/And Physical) including integration with other enterprise systems and recommend data flows and process flows. • Development of Oracle SQL (DDL, DML, triggers) statements • Develop mappings for land, stage and load, match-merge configuration, Deployment and configuration • Knowledge in designing and developing using an integration tool within an MDM development project. • Unit test and create deployment packages for code migration from development to QA to Production. • Support testing cycles, defect resolution. • Hands on creation of documentation to support deployment and production operations."
Software Engineer,"Pune, Maharashtra",Virtusa,None,Organic,"Responsible for maintaining MiddleWare and Distributed File system such as Redis, Ceph , Kafka, etc.
Responsible for tech architecture review, capacity planning, cost optimisation, tracking and troubleshooting, and building acomponent monitoring system to maintain overall stability and efficiency.
Responsible for the maintenance and development of the MiddleWare ops automation platform, and improve the operation and maintenance management level of MiddleWare and Distributed File system.
Owner and the first incident responder for MiddleWare/DFS component
Primary Location: IN-MH-Pune
Schedule: Full Time
Employee Status: Individual Contributor
Job Type: Experienced
Travel: No
Job Posting: 16/07/2020, 1:01:27 AM"
Mobile App Developer,"Chennai, Tamil Nadu",Teknuance Info Solutions Pvt. Ltd.,None,Organic,"Greetings from Teknuance
Responsibilities:
· Developing new features and user interfaces from wireframe models
· Familiar with server-side technologies like Java and understanding of web programming
· Ensuring the best performance and user experience of the application
· Fixing bugs and performance problems
· Writing clean, readable, and testable code
· Create multi-platform apps for iOS/Android using Flutter development framework
· Good knowledge in JAVA and OOP context
· Cooperating with back-end developers, designers, and the rest of the team to deliver well- architect-ed and high-quality solutions
· Maintain the Version Controlling system using tools such as Github, Git, Bit bucket etc.
Requirements:
· Good understanding of Android/iOS design guidelines, SDK and excellent JavaScript skills.
· Good knowledge in React, Angular, Redux, Typescript.
· Extensive knowledge in Hybrid app development (Flutter, React native, Apache Cordova, Ionic and Angular frameworks).
· Good experience in mobile application development (From development to publishing on Playstore / Appstore).
· Knowledge in HTML/CSS is must.
· Strong experience in mobile UI design (Multi resolutions)
· Preferable with Reactive knowledge
· Good knowledge on working with RESTful API&Third-party libraries.
· Basic understanding of Android extensions/custom keyboards
· Familiar in GIT.
· Good understanding in Push notifications.
· Native Application development for Core IOS / Android is a plus
Job Types: Full-time, Internship
Experience:
React native: 1 year (Required)
HTML/CSS: 1 year (Required)
React.js, Redux, Typescript: 1 year (Required)
RESTful API: 1 year (Required)
Education:
Bachelor's (Preferred)
Location:
Chennai, Tamil Nadu (Required)
Language:
English (Required)
Work Remotely:
Temporarily due to COVID-19"
Dot Net Developer,"Kochi, Kerala",ItAndTechs,None,Organic,".Net Developer
We are an established IT company based in Dubai-UAE currently expanding our development team in India.
The Position:
We are looking for .Net developer.
Minimum Requirements:
· Bachelor's degree in computer science.
· 2-6 years of solid Programming Experience.
· Minimum 2+ year of experience in .Net.
Skills Required:
· Should have technical skills in ASP.Net, C#, AJAX, JavaScript, jQuery, Windows Services development
· Strong at OOPs concept and hands on experience in developing web applications
· Working experience with ODP.Net and oracle database will be a plus
· Strong analytical, problem-solving, and conceptual skills
· Exposure to Software coding standards and standard documentation procedures will be an added advantage
· Should have good communication skills.
The Location: kakkanad, Kochi, Kerala
Job Types: Full-time, Contract
Experience:
.net: 1 year (Preferred)
total work: 1 year (Preferred)
C#: 1 year (Preferred)
HTML: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Python/Django Developer,"Trichur, Kerala",Gl Infotech,"₹15,000 - ₹20,000 a month",Organic,"Should have minimum of 1 year experience in Python - Django Framework
* Should be willing to join on an immediate basis
Job Type: Full-time
Experience:
Python - Django: 1 year (Preferred)
Python: 1 year (Preferred)
Job Type: Full-time
Salary: ₹15,000.00 - ₹20,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Dot Net Developer,"Jaipur, Rajasthan",JOVI VENTURES PVT LTD,"₹20,000 - ₹40,000 a month",Organic,"Urgent requirement of VB.NET Developer (VB.Net, DESKTOP APPLICATIONS) for software development company in Jaipur. We are seeking a Full-time Developer with VB. NET Developer experience in developing desktop application & MS SQL strongly desired. Developer to join our ERP Software Engineering team based in Jaipur, Rajasthan for a full-time position. This position is an immediate need, and the hiring manager is looking to have someone who can join at the earliest.
Required Experience, Skills and Qualifications
- A Bachelor’s degree (in Computer Science or equivalent)
- Min 2 years Full-time relevant work experience
- Self-confidence, flexibility and a results-driven attitude
- Positive attitude with a willingness to help team members and provide excellent customer service to clients
Job Type: Full-time
Office Hours: 9 am- 6 pm
Salary: 20k- 40k
Only experienced candidates apply.
Seniority Level
Mid-Senior level
Industry
Information Technology and Services
Computer Software
Program Development
Employment Type
Full-time
Job Functions
Job Type: Full-time
Salary: ₹20,000.00 - ₹40,000.00 per month
Experience:
software development: 1 year (Preferred)
Developing Desktop Application: 1 year (Required)
SQL Server: 1 year (Preferred)
Vb.Net: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Software Engineer,"New Delhi, Delhi",Arnowa,None,Organic,"Should know C, C++11/17, Databases(SQL/NoSQL), Python 3+,Linux,Bash.
The role involves engagement with the business on advising the Complete technical side of product conceptualization, development, testing, commissioning, and management of new APIs and Plugins. The role of this international startup demands a self-motivated individual to deliver operationally with minimal support and complete ownership. The Company comes with the vision to develop this business in many countries and scale up the technical team.
Exceptional communication (written and oral) skills required to interact with team members based in different countries
Excellent knowledge, experience, and understanding of the complete Software Development Life Cycle.
Strong programming and problem-solving.
Experience or knowledge of cloud-based platforms/solutions like AWS, Azure or Watson, API design and development, Cassandra, Apache Kafka, Message Queueing services, Monit, docker, git, Jenkins, or other dev-ops tools would be desirable but not mandatory.
Strong references desirable to demonstrate the capabilities of writing clean and well-structured code.
Must be able to apply innovative thinking at work.
Should maintain cordial relations with peers and work towards the organization's growth.
Capability to take ownership to manage multiple works at the same time.
Patient and Open to share information, learning, and coach other team members as required
Experience with extraordinary capabilities on development would be desirable for this role. The experience requirement may be waived off by demonstration of live products and / or relevant startup experience. Extraordinary Freshers who can showcase their skills and are confident of working independently may also apply
Job Type: Full-time
Experience:
.Net: 1 year (Preferred)
software development: 1 year (Preferred)
total work: 1 year (Preferred)
Java: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Advanced software engineer- ADAS,"Bengaluru, Karnataka",Aptiv,None,Organic,"Privacy Notice - Active Candidates: https://www.aptiv.com/privacy-notice-active-candidates
Aptiv is an equal employment opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, gender identity, sexual orientation, disability status, protected veteran status or any other characteristic protected by law."
Software Engineer,"Hyderabad, Telangana",legatohealth.com,None,Organic,"Coordinates operations support and application maintenance functions pertaining to the applications in scope.
Development and defect fixes
Interface with the Network Operations Center (NOC), Incident Management, Infrastructure and Applications support teams to facilitate outage resolution.
Perform root cause analysis and complete required documentation for high-severity outages that impact business partners.
Perform code changes as required.
Collaborates with geographically diverse associates to get work accomplished.
Ensures adherence to enterprise and team processes, procedures and guidelines.
Assists with the team’s reporting needs as required.
Applies and mentors use of tools to define requirements.
Anticipates and identifies opportunities for improvement.
Flexible to provide 24X7 support or on-call support and monitors the system."
Magento Developer,"Jaipur, Rajasthan",WDP Technologies Pvt. Ltd,"₹2,00,000 - ₹4,00,000 a year",Organic,"Candidate will work in PHP/MySQL/Magento. Job responsibilities include laying out the architecture / base for Magento based websites, full lifecycle application development including analysis, design and coding.
Candidate will be required to create and maintain technical documentation. Candidate will work in a team environment, as well as independently. He is also required to adhere to coding standards and other development processes (using tools like Jira, SVN etc).
The candidate should be able to work without supervision to complete project task and must possess initiative to address issues and opportunities.
Candidate would be required to lead and guide the junior/mid-level developers over their implementations, integrate their works and maintain integrity of application and its architecture
Candidate would be required to participate in client calls, gather requirements to be led by him and members working under him, prepare WBS (work breakdown structure), provide estimates and cover deliveries of assigned modules.
Interested Candidate can directly call us at 9829309900
Job Type: Full-time
Salary: ₹200,000.00 - ₹400,000.00 per year
Experience:
work: 2 years (Preferred)
total work: 2 years (Preferred)
Education:
Bachelor's (Preferred)"
