Job Title,Job Description,Company Name,Location
Research and Analysis Analyst II,"Summary:
The Research Analyst, Steel Raw Materials position requires a junior to mid-level research analyst with 2 to 3 years of experience in researching steel raw materials. The Research Analyst, Steel Raw Materials is expected to work within the Coal, Metals & Mining team to perform research, insight and data functions, as well as additional analysis as needed, including contributions consulting projects.

Job Duties:
Contribute to and/or maintain supply-demand balance sheets for iron ore, scrap, and minor metals used in the steel making process.
Contribute to and/or maintain price forecasts for these steel raw materials
Contribute to monthly and ad hoc deliverables on the steel raw materials markets
Engage with clients of IHS Markit’s Steel Raw Materials service, delivering key messages and insights.
Collect data from a wide variety of global sources, with very high accuracy and attention to detail. Maintain data in optimal formats that are accessible by research analysts globally.
Develop new deliverables, including data visualizations in Power BI.
Analysts will be encouraged to contribute to regular reports and original research, collaborating with the broader Coal, Metals & Mining team, and other groups within IHS Markit.

Required Education:
Graduate degree in mathematics, engineering, economics, statistics or industry-related field required. Graduate degree with quantitative skills a plus.

Required Experience:
At least 2 years of experience in a steel raw materials research, or within the steel or steel raw materials industry

Other Skills:
Strong numerical and data analytical skills
Strong writing ability
Effective verbal communication skills
Advanced proficiency with MS Office applications required (Excel, Word and PowerPoint). Knowledge of Power BI, Tableau, VBA advantageous.

What You'll Love About Us – Do ask us about these!

Total Rewards. Monetary, beneficial and developmental rewards!
Work Life Balance. You can't do a good job if your job is all you do!
Prepare for the Future. Academy – we are all learners; we are all teachers!
Employee Assistance Program. Confidential and Professional Counselling and Consulting.
Diversity & Inclusion. HeForShe!
Internal Mobility. Grow with us!

Company overview

IHS Markit harnesses deep sources of information, analytics and expertise to forge solutions for the industries and markets that drive global economies. Our company partners with clients in business, finance and government to provide the unrivalled insights and perspectives that lead to well-informed, confident decisions. We call this The New Intelligence.

IHS Markit serves more than 50,000 key customers in more than 140 countries, including 80 percent of the Fortune Global 500. We help decision makers apply higher-level thinking to daily tasks and strategic issues across a host of industries and disciplines including energy, finance, automotive, engineering, technology, maritime and trade, chemical, and economics and country risk.

Headquartered in London, IHS Markit (Nasdaq: INFO) is committed to sustainable, profitable growth.
IHS Markit is committed to providing equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by the laws and regulations in any of our locations.
We are proud to provide reasonable accommodations to applicants with disabilities. If you are interested in applying for employment with IHS Markit and need special assistance or an accommodation to use our website or to apply for a position, please contact or call +1 212 849 0399. Determination on requests for reasonable accommodation are considered on a case-by-case basis. This contact information (email and phone) is intended for application assistance and accommodation requests only. We are unable to accept resumes or provide information about application status through the phone number or email address above. Resumes are only accepted through the online application process, and only qualified candidates will receive consideration and follow-up.

IHS Markit maintains a substance-free workplace; employees may be asked to submit to a drug test (where permitted by law). In addition, as a federal contractor in the United States, the company participates in the E-Verify Program to confirm eligibility to work.","Ipreo
3.5",Gurgaon
Junior Data Analyst,"Role: Junior Data Analyst

Location: Gurgaon, India

GroundTruth is the leading global location platform that leverages data and insights to drive business performance. Using its proprietary Blueprints technology, GroundTruth is able to learn about mobile users and reach them at the right place and right time, ultimately helping companies make smarter marketing decisions, increase sales, and grow their businesses. Since its foundation in 2009, GroundTruth has launched several innovative products and won numerous awards, including Inc. 5000’s Fast Growing Private Companies and Deloitte's Fast 500 Technology companies. Today, we're proud to employ over 400 employees across three continents and serve millions of marketers across 21 countries. Learn more: www.groundtruth.com

This will be an exciting and challenging role that will enable you to work with very large data sets, expose you to cutting edge analysis techniques, work with the latest components in cloud architecture and gain experience in the usage of location data to drive businesses. As an early member you will have significant opportunities for growth within the organization. A successful applicant will be passionate about technology and developing a deep understanding of human behavior in the real world. They would also have excellent communication skills, be able to synthesize and present complex information and be a fast learner.

You will:
Learn about location-driven marketing and how companies are using location signals to drive their business
Work closely with marketing, growth strategy and sales teams based out of our offices in USA, Germany
Develop re-usable tools and templates to quickly create data driven narratives
Gather requirements, design analyses, identify data sources and define measurement metrics to present insights and recommendations for ready consumption
Be responsible for managing your work pipeline and creating re-usable analysis and documentation
You have:
BA/BSc/B.E./BTech degree in Computer Science, Statistics, Mathematics, Economics, Physics or related fields from Tier 1/Tier 2 colleges
6 months - 2 years of experience in working with data and conducting statistical and/or numerical analysis
Strong understanding of how data can be stored and accessed in different structures
Experience with writing computer programs to solve problems
Strong understanding of data operations such as sub-setting, sorting, merging, aggregating and CRUD operations
Ability to write SQL code and familiarity with R/Python, Linux shell commands
Be willing and able to quickly learn about new businesses, database technologies and analysis techniques
Ability to tell a good story and support it with numbers and visuals
Strong oral and written communication
How you can impress us:
Experience working with large datasets
Experience with AWS analytics infrastructure (Redshift, S3, Athena, Boto3)
Experience building analytics applications leveraging R, Python, Tableau, Looker or other • Experience in geo-spatial analysis with POSTGIS, QGIS
We operate in a fast paced, dynamic environment where everyone on the team is committed to the success and growth of GroundTruth. Our culture is highly entrepreneurial and our success comes from our employees who voice their opinions and ideas to facilitate growth to our bottom line. We reward hard work, support career development, offer comprehensive benefits, and foster a fun and friendly work environment.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status","GroundTruth
3.4",Gurgaon
Research Analyst,"Job Summary:
The South Asia Regional Office of the International Food Policy Research Institute (IFPRI) seeks a qualified candidate to serve as a Research Analyst. This position is a one-year, renewable appointment based in New Delhi, India.

The successful candidate will be responsible for conducting scholarly research in understanding the contribution of key social and economic expenditure towards agricultural income and poverty reduction across different states of India and other South Asian Countries.Interested applicants must have work authorization to work in India.

Essential Duties:
Specific Duties include but are not limited to:
Assist in handling public expenditure data at disaggregated level

Assist with development of research instruments and analytical tools

Conduct data analysis, statistical analysis, econometric analysis

Conduct literature reviews & synthesis

Assist in preparing large datasets for public access

Co-author reports and edit publications.

Assist in preparation of discussion papers, donor reports

Maintain applicable websites, annotated bibliographies &/or project inventories.

Develop data documentation manuals or other learning materials, as needed

Reply to internal/external data requests

Other duties as assigned.

Required Qualifications:
Bachelor's degree in Economics, Agricultural Economics, Statistics, Public Policy or a closely related field plus two years of relevant experience or Master's degree in the above mentioned fields of study

Demonstrated experience in coordinating activities in the field

Experience assisting in coordinating data compilation and field survey in South Asia

Demonstrated experience in effective interaction and coordination with collaborators and project partners

Ability to travel

Excellent drafting skills and analytical mind

Excellent econometric skills on cross-section and panel data analysis.","IFPRI (International Food Policy Research Institute)
3.8",New Delhi
Research Analyst,"Post-graduate (Preferably an MBA) with more than 1 year of experience with a market research agency in data processing, data analysis. Knowledge of SAS & SPSS will be an added advantage.
KeynoteResearch is looking for qualified, motivated individuals with exceptional interpersonal, analytical thinking, communication (verbal & written) and problem solving skills.

If you are interested in working in a fast paced, dynamic and rewarding work environment, and if you meet the requirements of the role, please forward your CV with cover letter mentioning the relevant position to careers@keynoteresearch.com",Keynote Research,Mumbai
Research Analyst,"Job Purpose:

Research analyst perform research and gather data to help a company market and its services.

Job Roles and Responsibilities:

Gathering and analyzing data is the main responsibility of Research analysts. They must be detail oriented because they often do precise data analysis. Research Analyst will work in the Digital marketing team and AMBC new projects (LMS). He/ She will receive training and coaching from colleagues of their team.

Education and Experience Requirements:

· Experience in Research.

· Active listening, critical thinking, complex problem solving are needed.

· Convert complex data and findings into understandable Documents, PPTs, tables, graphs, and written reports.

· Knowledge of media production, communication, and dissemination techniques and methods.

· Familiar with the techniques of market research such as focus groups, interviews, questionnaires, surveys, polls, and Internet search.

· Good organization skills, Presentation skills, Professionalism are required.

· interpersonal skills with strong written and good analytical and numerical skills, accuracy, and attention to detail.

· Ability to effectively prioritize and execute tasks.

· Gather Consumer, Competitor, and Market Condition Data.

· Responsible to find anything in google world for our AMBC team of recruiters, analysts, leaders and developers.

· Responsible To find better candidates, provide best practice solutions to our clients or price match the best solution to our competitors. It starts with a sound research from the research analyst

· Involve in the interaction with the Recruitment Team and understand their requirements and provide Job Description, profiles of candidates accordingly

· Preparing Research Report with JD for given Onshore/Offshore (IT -Technical) client Opening positions

· Responsible to find, chisel & convert information precisely for required target audience.

Job Type: Full-time

Experience:
total work: 1 year (Preferred)
Work Remotely:
Temporarily due to COVID-19","AMBC Inc.,
4.3",Madurai
Research Analyst,"Overview:
Work on research and consulting projects related to Information & Communication Technology
Author research reports and insights on the industry periodically.
Liaise with industry participants across the ecosystem to track trends in the market

Responsibilities:
Continuously monitor the market, and provide insightful quantitative and strategic analysis to our clients through research reports
Interact with executives from corporates, government & public sector enterprises, and other specialists in the ecosystem to understand and analyze market trends
Collate, dissect and analyze data to conduct opportunity analysis, competitive benchmarking and strategic recommendations for business growth
Create compelling research reports and powerpoint presentations
To contribute directly to confidential market intelligence projects, using specialist industry knowledge and research/strategic analysis skills.

Strategic Contribution: Create incisive market intelligence documents on companies, markets, and sector that can be leveraged by C-level executives for their short, mid and long-term business planning

Qualifications:
2 – 5 years of experience
Bachelors: Engineering in Any Group
Masters preferred: MBA/ MS
Minimum experience required is 2 years of market research/analysis in commercial, or academic environment, writing industry reports, or consulting in any industry, or, 2 years of marketing (not sales) experience. Alternatively, experience in corporate strategy divisions of companies would be an advantage. In the absence of either, experience in the industry with a desire to work for a B2B intelligence and consulting company and equipped with strong acumen in data and analytics is acceptable.
Strong ability to acquire, analyze and manage information
Excellent verbal and written communication skills
Natural team player
Self-starter with strong ability to work independently
Good organizational, time management and project management skills
Excellent command of Microsoft Excel
Adept at creating compelling Powerpoint Presentations
Competent business writing skills

Benefits:
Best in the industry","Frost and Sullivan, Inc.
3.1",Maharashtra
Analyst Research Analytics & Insights (HEOR),"Experience:
00 - 3.00 years
Position Type:
Full Time – FT
Functional Area:
Intelligence & Analytics
Education:
B.Pharm,M.Pharm,M.B.A/PGDM
Work Location:
Bangalore

This Job requirement is for our Indegene Inc entity for a Analyst Research Analytics & Insights (HEOR) in Bangalore Location
Role:
Analyst Research Analytics & Insights (HEOR)

About Indegene:

At Indegene, we look to change healthcare for the better. Being an Indegene employee is not just doing a job, but it is about real contribution and outcomes. We are a global team of over 1,200 employees across 14 global locations. Our singular focus is to deliver real outcomes that are measurable, impactful, and sustainable. This has made us a recognized global leader and partner to some of the largest and most respected healthcare organizations.

Joining us means you will be part of a great company, one that joins hands to really improve patient and business outcomes using analytics, technology, operations, and medical expertise. Our people are exceptionally bright, motivated, and customer focused. Even though they are from diverse cultural and academic backgrounds, they have three things in common—they are really passionate about healthcare, they are committed to their customers and teams, and they sincerely believe that collaboration is the key to achieving their personal and professional goals.

Job Summary:

An Analyst HEOR needs to systematically review chart and literature (drug and disease area) by analyzing healthcare data both quantitatively and qualitatively. He or she develops and implements health economics and outcomes research strategy, including development of study design and conduct, identification of data source, and publication plan.

Job Description:

The roles and responsibilities of the Analyst HEOR include the following:

· Being responsible for conducting outcomes research studies using health economics, patient-reported outcomes, and retrospective data analysis

· Generating reports and reviewing documents for top pharmaceuticals and healthcare companies

· Working on database for reporting of efficacy and safety data

· Adhering to compliance procedures and internal/operational risk controls in accordance with any and all applicable regulatory standards, requirements, and policies

Desired Skills and Experience:

· Education—Master’s degree in pharma, life sciences, public health, health economics, or medicine

· Experience—1-3 years of relevant experience

· Good exposure to US and global markets with a strong grasp of the fundamental concepts pertaining to HEOR

· Should be fully independent in data analytics

· Experience in pharmaceutical forecasting and analytics

· Should be a self-starter and capable of operating on minimal management oversight

· Ability to work under pressure to meet agreed deadlines

· Passion, energy, and enthusiasm to drive results","Indegene
3.5",Bengaluru
Analyst - Research,"Job Title

Analyst - Research

Job Description

Position Statement

Serve as key support for Bangalore primary research projects on U.S. Consumer Insight (CI) team on assigned brands/business units or to Manager in Bangalore

Key Responsibilities

Under supervisor’s direction, manage various aspects of primary research project implementation including, but not limited to:

Questionnaire designing
Data analysis
Report/presentation development
Follow-up questions and information requests

Support manager by leveraging existing research conducted for assigned brands/business unit as well as across Meredith to respond to client inquiries Participate in CI’s departmental initiatives and execute special projects as directed by supervisor

Skills and Expertise

The individual must possess strong project management experience and the ability to handle multiple activities across a host of projects simultaneously. Knowledge of and passion for the American marketplace and at least 2-3 of the content areas served by Meredith: Celebrity, Pop Culture, Current Events/News, Cooking & Food Culture, Fashion/Beauty, Healthy Living and other women’s “home centric” topics

Other skills demanded:
Excellent English communication skills both spoken and written, with proven proficiency in writing clear and concise insights centric presentations, not simply data reporting
Work experience in an overseas firm (preferably in a US firm) would be an added advantage
Knowledge of quantitative data analysis and statistics
Proven ability to handle full execution of research projects
Keen attention to detail and accuracy
Good to have but not mandatory: experience with self-service survey tools
Strong analytical capabilities and statistical skills
Experience with a broad range of primary research approaches
Knowledge of media research approaches, whether content or publishing related, a plus
Solid computer skills in Word, Excel, and PowerPoint

An analyst should have 1-2 years of primary research experience, preferably at a research supplier. Post Graduate degree required, preferably MBA

It is the policy of Meredith to provide equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, Meredith will provide reasonable accommodations for qualified individuals with disabilities.

Meredith participates in the federal E-Verify program to confirm the identity and employment authorization of all newly hired employees. For further information about the E-Verify program, please click here: http://www.uscis.gov/e-verify/employees

#INDIA#","Meredith Corporation
3.0",Bengaluru
Research Analyst,"OBJECTIVES OF THE POSITION

To support the research team on accumulation of knowledge and research initiatives.

Over time, research analyst will become Senior Research Analyst and Lead Analysts or Team leaders with specialist skillsets and domain experts.

This is a remote position and we prefer analysts who can work US timings.

RESPONSIBILITIES
Administer coverage of global locations and suppliers: Collect and update data with the latest available information for assigned targets through both primary and secondary sources.
Should have knowledge about financial terms and should be able to read, understand, analyse data from annual reports
Should have in-depth knowledge about economic indicators such as GDP, inflation and their impact on economy.
Should have adequate knowledge about outsourcing industry and economic and geo-political situation of different countries.
Should be able to identify risk and opportunities of doing business in particular location by undertaking secondary and primary research.
Should be able to retrieve information for any data point by using relevant key words through various free to air search engines
Should be able to analyze data and write high quality professional research reports and provide insights and guidance to our clients.
Monitor news and events that happen across the globe and produce event alerts for clients as and when it occurs (with actionable guidance) for clients as and when they occur.
Contribute new ideas for the development of value-added analysis for our customers and subscribers
Should be able to analyze data and provide relevant insights to our clients.
QUALIFICATION
Post Graduate in any stream from a well-known university.
1 to 4 years of experience in business/market research (specifically secondary research) covering outsourcing buyers, providers and emerging market trends.
Sound analysis and data interpretation ability
Computer Knowledge: MS Word, MS Excel and MS Power Point
EXPERIENCE
IT/BPO industry knowledge
Excellent communication and interpersonal skills
Multi-tasking ability, quick learning skills and ability work under strict timelines
APPLY TODAY

Send your updated profile/resume","Neo Group
1.7",Bengaluru
Research Analyst,"Primarily responsible for aggregating the data, manually and leveraging the automation tools.
Work with the Business Development Lead to understand the data needs.
Identifying the target market, industry and domains for generating research database for the company
Understand and leverage the sources of information.
Understand the tools to research the data and also capture the data.
Keep adding to the sources of information.
Update the platform with the researched information.
Understand and implement the data aggregation rules.
Ensure the quality of the researched data and communicate the confidence level
Achieve daily targets as assigned to you
Internet Research, Email Discovery, Contact Details, Name Generation & List BuildExperiences in sales and marketing preferably from IT industry.

Expected Start Date: 6/7/2020

Job Type: Full-time

Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19","Talkd Pvt Ltd
3.0",Pune
Research Analyst,"Job type: Full Time

Job Responsibility:
Candidate will be principally responsible for creating research reports on diverse topics of Finance, Business Strategy and Economics across multiple industry domains

He/she will be involved in conducting primary and secondary research and preparing customized research reports for our clients under stringent deadlines

This role would involve extensive understanding and analysis of multiple industry sectors and a sound knowledge of business fundamentals and a flair for writing

Candidate will be responsible for conducting secondary research on topics from management and business studies and prepare reports/presentations/case studies/term papers

Most of all the candidates must have to be very fluent in English language along with a good vocabulary and grammatical skills

The candidates have to be creative to produce quality works and the candidate applying for this post must have a profound knowledge about the subject matter to produce a quality report

Required Background: Bachelor Degree, Masters will be given preference

Job Location: Kolkata

Email Us : hr@picknpaper.com",Picknpaper,Kolkata
Research Analyst,"Keyskills:
Research Operations,Market Research,primary research,research,Secondary research,quantitative research,MBA,Marketing research,Business research

Specialization:
Freshers

Qualification:
Any Post Graduate

Job Description:
Primary Research Profile:
Position Required : 24 vacancy into Primary Research

Location : Udyog Vihar, Gurgaon

Shift timings : 5 days working in rotational shifts depends on the projects.

Qualification : Must be graduated from any stream-Freshers can be apply for the same

Salary : Depends on their interview and upto 25 k in hand + other benefits + both side cab facilities
*Excellent communication skills are required**
Responsibilities are as below:
. Conducting telephonic interviews with respondents such as C-level executives, Directors and
Manager level etc; compiling and recording the results and data obtained from the interviews
Collecting data on customer demographics and preferences/needs
Helping in secondary research as and when required in accordance to the project assigned
Taking out sample from tools like Hoovers and One Source
**If Interested please share me your Availability ASAP***
Industry:
KPO

Functional Area:
Research Operations

Contact No:
8750003480

Contact Email:
cocentrus@gmail.com",COCENTRUS,New Delhi
Research Associate II or III - Modeling and Simulation,"Research Associate II - Modeling and Simulation
We are looking to fill this position in our Gurgaon, India office.
Evidera is a global research consulting group that partners with life sciences organizations worldwide to develop, capture, and communicate the clinical and economic evidence required to substantiate the value of their products and optimize their products’ market access and commercial success. Our research and consulting services are driven by world-class science and thought leadership and leverage a unique combination of capabilities in health economics, outcomes research, market access, data analytics, and epidemiology.
Our multidisciplinary Modeling and Simulation experts design and implement health economic models that describe complex medical processes to understand and evaluate the implications of clinical trials; demonstrate the value of interventions beyond efficacy, and assess benefits, risks, and the economic consequences associated with healthcare interventions. If you have a passion for health economic modeling to conduct cost-effectiveness analyses of healthcare interventions and have experience conceptualizing and implementing simulation models (e.g., discrete event simulation) and other decision-analytic models (e.g., decision trees, Markov, individual state-transition, survival partition), a position in Modeling and Simulation at Evidera is waiting for you!

Position Overview
Implement simulation models (e.g., discrete event simulation) and other decision-analytic models (e.g., decision trees, Markov, individual state-transition, survival partition) to assess the cost-effectiveness of healthcare interventions. Support scientific and financial project management, scoping, tracking progress, and team work for multiple projects.

Essential Duties and Responsibilities: (other duties may be assigned)
Implement one or more of the following under direction:
Design and development of health economic modeling to conduct cost-effectiveness and budget impact analyses of healthcare interventions, using simulation models (e.g., discrete event simulation) and other decision-analytic models (e.g., decision trees, Markov, individual state-transition, survival partition).
Program the models using Microsoft Excel with Visual Basic for Applications (VBA) or simulation specialized software (e.g., Arena).
Conduct literature reviews with emphasis on extracting data pertinent to health economic evaluations and cost-effectiveness analyses.
Conduct basic statistical analyses (e.g., descriptive statistics and regression analysis)
Support development and maintenance of scientific resources (e.g., model templates, modeling training manuals).
Draft project deliverables (e.g., Excel with VBA based models, user guides, model specifications and technical reports) and draft abstracts and sections of manuscripts with possible co-authorship.
Track budget and expenses and monitor timelines and deliverables for multiple projects.
Support other ""non-billable"" activities as needed (e.g., draft proposals; informal mentoring of junior staff; develop relations with colleagues within the company).
Travel may be required.
Education and Experience
PhD or Master’s degree in Operations Research or Industrial Engineering or Bachelor’s degree in Operations Research or Industrial Engineering with more than two years of relevant work experience. PhD or Master’s degree in other fields will be considered (e.g., Mathematics, Economics, Epidemiology) with relevant experience programming simulation models (e.g., discrete event simulation) and other decision analytic models (e.g., decision trees, Markov, individual state-transition, survival partition) in Microsoft Excel with VBA.
What you bring to Evidera
Practical knowledge of research project implementation.
Familiarity with mathematical and simulation modeling.
Experience working with modeling/simulation software, in particular Microsoft Excel using VBA.
Excellent computer skills, including Microsoft Word and PowerPoint.
Strong quantitative skills, with solid understanding of basic statistics.
Energy, a great work attitude and fit well with our team.
Strong organization skills.
Language Skills
Competent in written and spoken English.
Computer Skills
Required: Excel and VBA expertise, Microsoft Word, Microsoft PowerPoint
Desired: Experience using other simulation and/or decision-analysis software (e.g., Arena, TreeAge).
Evidera offers a competitive salary and benefits package. Our office locations have great amenities and frequent social events. We are committed to providing training and professional development, with ample opportunity to advance, for all of our staff.
Evidera, Inc. provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, genetics, sexual orientation, gender preference, disability, or status as a qualified individual with a disability or protected veteran.","Evidera
3.8",Gurgaon
Research Analyst,"Manage at least one client from end to end; would include regular interaction with the client to strengthen the relationship and be on top of identifying opportunities to act as a solutions provider.
Identify opportunities to cross-sell and provide value-adds to his/her clients.
Writing proposals and conduct scoping and effort estimation for projects in the pipeline to provide prior visibility to the client.
Aid in decision making related to client management.
Location -

INDIA
Experience -

1-4 years
Desires Qualification -

Graduate or Post Graduate with relevant subject.","Exuberant Solutions
3.3",Noida
Associate Tax Research Analyst,"Job Summary:

The Associate Tax Research Analyst works with a team to perform multistate sales and use tax research. The Associate Tax Research Analyst will also make taxability determinations, formulate and compile opinions regarding tax ramifications to complex transactions, manipulate and test client data, and maintain a knowledge base of current taxability issues.

Duties and responsibilities, as they align with Ryan’s Key Values

People:
Create a positive team experience.
Client:
Proactive status work status update to International / India liaison.
Value:
Research changes in state, county, and municipal product taxability, Forms and rates, and analyze the consequences of those changes. Collect data for input into master repository using internal tools.
Communicates with state and local tax agencies, clients, and others through written and verbal channels.
Researches through various sources including legal online databases and the internet.
Monitor state web sites for changes in sales and use taxes, as well as various special tax rates including but not limited to: food and beverage taxes, motor vehicle taxes and prescription drugs.
Works with databases, data entry forms, and queries used in the tax research review process.
Collaborate with development resources and product management to improve internal tools and ensure tax data is being implemented correctly.
Other duties as assigned.
Education and Experience:
Bachelor’s degree or Master’s degree or equivalent in Accounting and/or Finance. Legal background a plus.
0-2 years of experience.
Computer Skills:
To perform this job successfully, an individual should have intermediate knowledge of Microsoft® Word, Excel, Access, Power Point and Outlook. Advanced knowledge of internet and research software is required.
Business Skills:
The successful candidate should have a strong command of the English language (verbal and written).
Supervisory Responsibilities:
This job has no supervisory responsibilities.
Work Environment:
50+ hour standard workweek requirement.
Standard indoor working environment.
Long periods of sitting while working at computer.
Position requires regular interaction with employees at all levels of the Firm.
Equal Opportunity Employer: disability/veteran","Ryan, LLC
4.7",Hyderabad
Research Analyst,"Reports to : Founder

Summary:
Responsible for overseeing the execution and analysis of custom marketing research projects from inception through reporting, with a focus on study set up and management.

Essential Duties and Responsibilities:
Ability to manage projects through to completion
Must be able to work in a team, with the supervision of a Senior Analyst or Group Manager
Commitment and dedication to get the job done
Ownership of the work
Strong communication skills
Must be proactive and take initiative to learn more about market research and existing clients' businesses
Be able to solve problems quickly and concisely

Qualification/Requirements:
Experience conducting research for pharmaceutical clients is key
Experience with a variety of research methodologies, including on-line, telephone and face-to-face

Knowledge of all operational components including:
Questionnaire development
Questionnaire program checking
Development of coding structures
Specking and checking computer tables
Some writing experience
Some exposure to multivariate techniques
Must be detail-oriented
Understanding of sampling issues
Must be a team player

Education/Training/Experience:
A Bachelors or Masters degree is required with at least 1 to 2 years market research experience.

email your resume to careers@arrowpointindia.com with the Position name in the subject line.","Arrow Point Market Research and Insights Solutions
5.0",India
Research Analyst,"Research assignments would primarily focus on B2B respondents and the candidate will be required to call-up these respondents and convince them to participate in our research surveys further take them through the questionnaire and capture responses over the phone.

Responsibilities :
Primarily will be involved in conducting research surveys over the phone with national and international respondents.
Perform secondary research and generate leads using various tools, directories and websites.
Conduct survey with C level industry experts and collect feedback over the call.","High Beam Global
3.8",Gurgaon
Research Analyst,"Join GreyB's Operations Team
We are looking for people who think that they can develop an in-depth understanding of a technology very quickly. To be more precise – any individual who thinks that he/she is a tech enthusiast or better to say tech geek, and wants to stay up-to-date with what’s happening in an industry should apply for this job.

Essential Skills:
Should be able to understand any technology accurately and quickly.
Should have good analytical skills i.e. he/she should be able to derive insights from any task.
Should have independent and creative thinking (We do not require people who are “Do As Directed”)
Should be able to adapt to new technologies.
Should be fluent in written and verbal communication.
Should have exposure to MS office (though not mandatory)","GreyB
3.6",India
Research Analyst,"Job Responsibilities:
The primary responsibility will be to find relevant information and data about Customer and Prospect Organizations across the world from the Internet, Social Media, Online Databases and Print Media.

More specifically,

Conduct Internet-based primary and secondary research to find the required information about target organizations
Write and document the information and present it in a pre-decided format
Monitor and document all relevant developments and news about the target organizations
Identify through Internet research new sales opportunities from target organizations
Maintain up-to-date information on target organizations and their industry

Candidate Profile:
First class graduate/ postgraduate with 1-2 years’ experience in similar roles MBAs/ Commerce/ Economics Graduates/ PGs with work experience in market research/ market intelligence/ Equity Research will be preferred
Research-oriented person who is comfortable with qualitative and quantitative data
Good written and oral communication skills
Should be detail-oriented with a strong analytical bent of mind
Should have good presentation skills
Should be an excellent team player","CommLab India
3.0",Secunderabad
