Title,Location,Company,Salary,Description
Junior Devops,"Bengaluru, Karnataka",Rakuten,None,"1 to 2 years of inexperience as a system engineer, software engineer, system admin, or similar role
Solid knowledge in Linux fundamentals, scripting skills, source code management
Tracking and assessing release performance (CI/CD pipelines) using any automation tools (Ex. Jenkins )
System Monitoring and Alerting
Knowledge in any cloud platform (AWS/GCP/Azure)"
Devops Engineer,"Jaipur, Rajasthan",Data Infosys,None,"Location
Jaipur

Education
B.Tech/ MCA

Functional Area
Linux,AWS,JS Framework,Jenkins,Docker,Developing CI/CD Pipelines"
DevOps Engineer,"Jaipur, Rajasthan",Hivesure Infosolutions,None,"Experience
2-4 Yrs

Work location
Jaipur

Base location
Jaipur

CTC/Budget
Upto 14 LPA

Technology
DEVOPS

Additional Information

Skill Required (Technical)
Technical Experience/Knowledge Needed-

Cloud hosted services environment.
Proven ability to work in a Cloud-based environment.
Ability to manage and maintain Cloud Infrastructure on AWS
Must have strong experience in technologies such as Dockers, Kubernetes, Functions, etc.
Knowledge in orchestration tools Ansible
Experience with ELK Stack
Strong knowledge in Micro Services, Container based architecture and the corresponding deployment tools and techniques.
Hands-on knowledge of implementing multi-staged CI / CD with tools like Jenkins and BigBucket.
Sound knowledge on tools like Kibana, Kafka, Grafana, Instana and so on.
Proficient in bash Scripting Languages.
Must have in-depth knowledge of Clustering, Load Balancing, High Availability and Disaster Recovery, Auto Scaling, etc.

Skill Required (Other)
Good command English communication skills for the purpose of communicating with clients outside India
Strong ability to work independently on complex issues
Collaborate efficiently with internal experts to resolve customer issues quickly
No objection to work in night shifts as the production support team works on 24*7 basis. Hence rotational shifts will be assigned to the candidates on weekly basis so that everyone in the team gets equal opportunity to work in day and night shifts. But if you get candidates willing to work in night shift on need basis do discuss with us.
Early Joining
Willingness to work in Jaipur, Rajasthan

Responsibilities"
DevOps Engineer,"Hyderabad, Telangana",Forefront,"₹35,000 - ₹70,000 a month","a DevOps engineer responsible for CI/CD process and for required infrastructure provisioning and maintenance.
Candidate requirements:
CI/CD process
Knowledge of infrastructure as a code process
AWS (EC2, S3, RDS, CloudFormation), Kafka, Zookeeper, Kubernetes, Airflow, Docker, Docker-Compose, Jenkins
Job Type: Full-time
Salary: ₹35,000.00 - ₹70,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 7 years (Preferred)
DevOps: 5 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
DevOps/Cloud Engineer,"Borivali, Mumbai, Maharashtra",BeeDev Solutions,"₹10,000 - ₹30,000 a month","Our company is located in Borivali West
We require a candidate with following experience -
Minimum 1+ year of experience
Must have thorough knowledge for AWS cloud architecture
Must know how to create EC2, RDS, Monitoring Instances
Must have worked with NGinX, cPanel/WHM or Node Server
Must have experience with Linux, Windows or Both server
Job Type: Full-time
Salary: ₹10,000.00 - ₹30,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
DevOps: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Sr. DevOps Engineer,None,Sinelogix Technologies,"₹35,000 - ₹45,000 a month","We are looking for a senior DevOps engineer with working project experience, at least 3-4 years.
Specifically experience with AWS, Docker containerization, monitoring, and if possible security experience.
Job Type: Full-time
Salary: ₹35,000.00 - ₹45,000.00 per month
Experience:
work: 3 years (Preferred)
total work: 5 years (Preferred)
DevOps: 4 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Yes"
DevOps / Build & Release Engineer,"Bengaluru, Karnataka",Sentry AI,None,"Roles & Responsibilities:
1. Deploy and manage secured, scalable, highly available, and fault-tolerant systems in the Cloud platforms.
2. Manage Releases for different cloud platforms
3. CI/CD and test automation for feature deliveries.
4. Create, monitor system health check reports
Required Expertise:
1. 2-4 years of experience in Dev Ops, CI/CD and Cloud development (AWS, GCP or Azure)
2. Expertise in at least one high-level programming language, preferably Python.
3. Skills for developing, deploying & debugging Backend Applications in Cloud.
4. Knowledge of CI tools, such as Jenkins, Bitbucket Pipelines
5. Agility to work in a fast-paced startup environment
6. Knowledge of Serverless Architecture is a plus
Academic Qualification:
BE/BS/MS in Computer Science or related fields
Job Type: Full-time
Experience:
total work: 2 years (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Devops Guru,"Pune, Maharashtra",Pivotchain Solution Technologies,None,"Requirements
You are an automation maniac
You are a Linux (Centos, Ubuntu) ninja
You are an open source evangelist
You have exceptional knowledge of encryption, security & networking
Good Communication Skills
Team Player
What We Expect.?
You have hands-on cloud experience (At least one of the three: AWS, Azure or bluemix)
You are a talented engineer with mastery of GitHub, Jenkins, Dockers, vagrant, Ansible, Python, Powersh
Understanding what a blockchain is would be an added advantage (although not necessary)"
DevOps Engineer,"New Delhi, Delhi",Sentieo,None,"Sentieo is powering the future of financial and corporate research in a $30B market. Our vision is to create a world where competitive organizations have the insights they need to win. Built by former hedge fund analysts, we empower competitive investors and corporations to rapidly discover insights so they can make smarter investments and execute winning strategies. Supporting a global customer base of over 900 clients, we are excited to propel Sentieo into the next phase of our company’s global growth - from advanced, unprecedented product development to accelerated team scaling and expansion. Join our team as we reimagine the future of fintech.

As a DevOps Engineer, you'll be responsible for building and maintaining the servers and infrastructure and help us scale, automate and monitor the growing infrastructure at Sentieo. You will be playing a key role in shaping the architecture of company that is growing exponentially.
Your key responsibilities would be:
Work on existing AWS infrastructure and scaling.
Implement processes to automate deployments of various applications and services.
Assist development teams with any infrastructure needs.
Diagnose complex issues affecting performance and scaling.
Review,monitoring and setup alerts for all the various services.
Help with cost optimization of infrastructure.
Work with terabytes of data.

Requirements:
2 to 4 years of relevant experience in either systems engineering, infrastructure engineering or DevOps engineering role.
Sound knowledge of Linux (ubuntu server preferred), Linux containers and deployment methodologies (blue,green methodologies preferred).
Hands on experience with AWS services (EC2, VPC/Private cloud configurations, elasticache, Route53, and others).
Experience working with Jenkins and CI/CD pipelines.
-Knowledge of Configuration Management tools such as- Puppet, Chef, Ansible.
Hands on experience on working with ELK (Elasticsearch, Logstash and Kibana) stack.
Experience with deploying and maintaining high traffic infrastructure (performance testing is a plus).
Hands on experience with database performance analysis (NoSQL/MongoDB) and scaling.
Hands on experience with scripting languages (high five on python and/or shell)
Knowledge of Monitoring framework like Nagios, Datadog, New Relic.
Good knowledge of git.
Experience with web servers and application load balancing using Nginx/HAProxy/ELB and handling/analyzing large amount of logs and anomaly detection.
Inquisitive nature to learn about new tools & technologies and implement the same
Self starter who can implement with minimal guidance.
What You Get:
Competitive base salary, full benefits, annual and spot bonuses.
Fantastically rewarding work environment.
Flexible work timings.

EEO

Our company values diversity and believes diverse teams make innovation possible. We work on complex, difficult problems with no linear or clear solutions. We believe that a diverse team can bring different perspectives and approaches, and whose experiences reflect the full set of clients we seek to serve. As such, Sentieo is committed to a diverse representation among our employees."
DevOps Engineer,"Jaipur, Rajasthan",Cohere Recruit,"₹4,00,000 - ₹6,00,000 a year","1.Position: DevOps Engineer
Experience - 2 to 3 years
Salary : Upto 6 LPA CTC ( Not More Than This)
Description:
Love working full-stack, from creating elegant mobile UI to building powerful APIs with optimization in mind.
Experience of Continuous delivery tools for mobile deployments, especially with React native apps and related cloud infrastructure and excellent command on Linux and AWS.
Backend deployment with SQL databases in the cloud (Postgres preferred)
Experience with container orchestration
Experience with scalable databases for real-time applications
Push out releases quickly for testing and production via one-click automation
Version control of the software codebase and release branching/tagging and release process.
Having good knowledge or experience of JS frameworks or embedded systems would be a huge plus.
Job Type: Full-time
Salary: ₹400,000.00 - ₹600,000.00 per year
Experience:
work: 1 year (Preferred)
total work: 2 years (Preferred)
DevOps: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Work Remotely:
Temporarily due to COVID-19"
DevOps Engineer (Ansible/Docker) 4-7yrs exp,"Bengaluru, Karnataka",Visa,None,"Company Description
Common Purpose, Uncommon Opportunity. Everyone at Visa works with one goal in mind – making sure that Visa is the best way to pay and be paid, for everyone everywhere. This is our global vision and the common purpose that unites the entire Visa team. As a global payments technology company, tech is at the heart of what we do: Our VisaNet network processes over 13,000 transactions per second for people and businesses around the world, enabling them to use digital currency instead of cash and checks. We are also global advocates for financial inclusion, working with partners around the world to help those who lack access to financial services join the global economy. Visa’s sponsorships, including the Olympics and FIFA™ World Cup, celebrate teamwork, diversity, and excellence throughout the world. If you have a passion to make a difference in the lives of people around the world, Visa offers an uncommon opportunity to build a strong, thriving career. Visa is fueled by our team of talented employees who continuously raise the bar on delivering the convenience and security of digital currency to people all over the world. Join our team and find out how Visa is everywhere you want to be.

Job Description
Are you interesting in working on one of the most exciting domain and fast-growing space? The payment industry, in parallel with technology in general, is experiencing a period of rapid, disruptive innovation. At the same time, mobile connectivity is growing rapidly and, with it, comes the opportunity to extend financial products to the 2.5 billion people around the world who are financially excluded.

Real-time payments (RTP) is a new strategic initiative at Visa, focused on building the next generation payment network connecting, individuals and businesses with banks, fin-tech players, countries and regions with the flexibility to use a variety of payment instruments.

Part of the broader Digital and Developer Platform organization, RTP team is undergoing a major ramp-up, looking to hire the best and brightest technologists with ambition and drive to build the next generation of payment network that would further extend the reach and scale of Visa’s payment network. This is once in a lifetime opportunity and you feel excited about joining and leading the revolution- come join us!

Qualifications
Basic Qualifications:
MS or BS in Computer Science or equivalent
Must like and be comfortable with being hands on infrastructure automation tasks
. Knowledge ansible language for automation
Self-motivated and drive for excellence
Preferred Qualifications
2 years of experience as DevOps engineer working on automating infrastructure tasks.
2 years of experience managing production Kubernetes infrastructure
Extensive experience automating system tasks and infrastructure using a scripting language
Experience using and optimizing monitoring and trending systems (Sysdig, Prometheus, Grafana), log aggregation systems (ELK, Splunk, Fluentd), and their agents.
Basic experience in Service Mesh (Istio or Linkerd)
Deep understanding of the Software Development Life Cycle including Continuous Integration and Continuous Deployment (CI/CD) pipeline architecture (Jenkins, GitLab, Drone) including deployments into Kubernetes environments using tools such as Flux or Keel.
Experience with developing microservice-based HTTP applications and servers
Able to understand the security tools and best practices: CIS Benchmarking, OS hardening, vulnerability scanning, system auditing
Strong analytical skills, able to work independently to solve complex engineering problems. Make independent judgments/decisions within established guidelines
Communicate well with others both verbally and in writing and be able to effectively interact with peers, management and other outside contacts
The ability to gather and understand business requirements, translate them into technical/operational requirements
High degree of initiative and sense of urgency, comfortable with ambiguity as needs change on a regular basis
Self-confident, commands technical authority and respect at all levels
Desire to be part of an incredible team. That means being someone the team can count on, who communicates honestly and respects others and their views, who adapts quickly to changing priorities, drives positive change, and is committed to giving 100%

Additional Information
All your information will be kept confidential according to EEO guidelines.
REF27262J"
AWS/DevOps Engineer,"Mumbai, Maharashtra",VTOR LABS,"₹10,000 - ₹15,000 a month","We are looking for someone who can take failures, accepts them, and learn from them and are always willing to work when things get harder.
Selected Candidates required skill set:
1. AWS Developer.
2. Familiar with Lambda.
3. Familiar with Auto scaling of the server.
4. Automate deployment using CI/CD or any other.
Selected candidates day-to-day responsibilities include:
1. Provide AWS support for the current ongoing project.
2. Setup an AWS environment for the under development projects.
3. Setup different environments like, test , pre-prod, prod.
3. Deploy application to the production server after the development is complete and make it live.
4. Above roles and responsibilities are for deploying two on-going applications.
Job Types: Part-time, Temporary, Contract
Salary: ₹10,000.00 - ₹15,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
DevOps: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Application Question:
Any certification done
Work Remotely:
Yes"
Principal Engineer - DevOps Tools,"Bengaluru, Karnataka",BlueJeans,None,"Summary of Responsibilities
DevOps Engineers are responsible for ensuring BlueJeans Cloud services highly available, reliable, secure and scalable.
Automation, Orchestration and tools creation
Develop automation to improve our ability to rapidly deploy, effectively and proactively monitor applications in a large-scale environment.
Work closely with engineering teams and function well in a fast-paced, rapidly-changing environment
Primary Responsibilities & Objectives
Clear understanding of Agile development methodologies, DevOps best practices, and the product development lifecycle
Employ deep troubleshooting and scripting skills to improve the availability, capacity, and security of BlueJeans Cloud Services.
Design, build, integrate, improve and manage our CI/CD tools and pipelines
Implementation of proactive monitoring, alerting, trend analysis and self-healing systems
Experience with root cause analysis of critical business and production issues and professional in incident triage & response; effective working under pressure
Design system support documents and production application service run books where needed

Education, Experience, & Skills Required
7+ years experience in a DevOps Engineer role working on a SaaS product running on Private and Public Data centers
Bachelor’s Degree or equivalent
Leader with technical Hands on and 1+ years of Team mentoring Experience with handling highly skilled professional.
Advanced knowledge of programming languages such as Python/GoLang/ Groovy/Java and writing code and scripts.
Deep Understanding on Public Cloud AWS [ Atleast 2+ years experience]
Deep understanding on SaaS product Reliability, Capacity and Monitoring [At least 2+ years experience]
Deep understanding and Hands-on in IaaC (Terraform), Configuration Management (Ansible/Chef/Puppet) [At least 2+ years experience] .
Deep understanding on building CI/CD and Deployment Automation [At least 4+ years experience]
Deep understanding and Hands-on in Build Release Management (Creating Build Pipelines using Jenkins) [At least 2+ years experience] .
Deep understanding and Hands-on in Docker Orchestration tools (AWS ECS, EKS, Kubernetes). [At least 2+ years experience] .
Deep understanding and Hands-on in monitoring application and infrastructure performance and reliability (Using New Relic/DataDog/Nagios AWS CloudWatch) [At least 2+ years experience] .
Experience with elastically scalable, fault tolerance and other cloud architecture patterns
Experience with modern cloud development practices (microservices architectures, REST interfaces, etc.)
Managing metrics monitoring systems like Graphite, Prometheus, etc.
On-call rotation to support our OnCall
Ability to oversee and mentor junior software developers, as well as report to management.
Additional Knowledge and Skills

Must possess good communication and inter personal skills
Must demonstrate a willingness to learn, have a desire to improve on a daily basis
Aggressive timelines
Dealing with conflicts
Prioritization changes quickly based on customer needs
Run scrums and in agile environment"
Sr. DevOps Engineer,"Bengaluru, Karnataka",AH Infotech,None,"Job Description
(1) AWS Associate Solutions Architect or AWS Associate Developer.
(2) Solid experience in developing terraform modules.
(4) Experience with general system operations/admin on a Linux environment.
(5) Maintenance and Troubleshooting current system and stacks.
Job Type: Full-time
Experience:
Terraform Modules: 1 year (Required)"
Sr. DevOps Engineer,"Ahmedabad, Gujarat",EDUCARTIX DISCIPLINA PRIVATE LIMITED,"₹20,000 - ₹25,000 a month","Job Detail :
Looking only for Immediate DevOps Engineers. AWS experience is mandatory. Looking for resources predominantly from Infra background but development experience is also good to have. Resources with prior product engineering background and work experience with multicultural / global teams a must.
Our infrastructure is as important to us as the quality of our code and tests. Our servers are deployed on cutting edge infrastructure and require a person that’s highly familiar with the newest technologies and server architecture. We’re looking for a devops Rockstar who can find the right tool for the right job, keep a neat production environment and automate our internal processes.
REQUIREMENTS
- University degree or college of higher education in Computers or
- Configuration and automation management experience with Jenkins, GIT and AWS (Mandatory)
- Experience managing AWS environments
- Networking skills like routing, fire-walling
- Operating experience with Apache HTTPD, Tomcat/Java, MySQL, AWS
- Strong troubleshooting skills and ability to work under pressure
- JIRA/Confluence Administration and Maintenance
- Experience setting up and operating CI/CD environments
RESPONSIBILITIES
- Engineer and operate our Amazon cloud SaaS Platforms
- Interact with our Product and Development Teams, designing solutions to automate development and infra tasks
- Support our Project Teams with administration and operational tasks for the projects.
- Participate in on-call duty rota for out-of-office support and deployments
- Handle day to day Infra operational issues (Oncall) for AWS Cloud, Private Cloud and Data Center.
- Provide Support To Engineering Teams in New Initiatives (Build new infra and services like DBs, LBs, VMs).
- Build And Operate monitoring Infrastructure for all services.
- Release Management.
- MySQL DB Operations.
- Strong familiarity with JIRA, SCM/GIT including branching and merging strategies.
- Deep knowledge of CI (Continuous Integration) and CD (Continuous Deployment) methodologies with Continuous Integration Servers such as Jenkins .
- Experience in Virtualization, Disaster Recovery, Backup, and Security Processes.
- Experience with automation/ configuration management using either Puppet, Chef, Ansible, or an equivalent.
- Experience with Logs monitoring tools such as ELK, Grafana, or an equivalent.
- Knowledge in microservice architecture and deployments.
- Strong experience with SQL and MySQL (NoSQL experience is a plus too since we are also using Redis, Elasticsearch, and Cassandra.
- Working understanding of code and script
Job Types: Full-time, Part-time
Salary: ₹20,000.00 - ₹25,000.00 per month
Experience:
GIT: 1 year (Preferred)
DevOps: 1 year (Preferred)
AWS / Database: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Yes"
DevOps Engineer,"Bengaluru, Karnataka",Pingala Software India Pvt. Ltd.,None,"Job Summary
*
*
The candidate must be having total 5 to 8 years of experience for the position of DevOps Consultant will be responsible for coaching and mentoring all aspects of DevOps implementation in software life cycle. Responsible for driving DevOps transformation strategy at organization level
Responsibilities and Duties
Strong automation skills (tool aagnostic) and the ability to drive initiatives to automate processes.
Effective cross-functional leadership skills: working with engineering and operational teams to ensure systems are secure, scalable, and reliable.
Configuration management solutions to meet the needs of application deployment and management.
Ability to review deployment and operational environments, i.e., execute initiatives to reduce failure, troubleshoot issues across the entire infrastructure stack, expand monitoring capabilities, and manage technical operations.
Experience implementing continuous delivery and DevOps solutions.
Design and build solutions that move data from internal solutions to cloud-based solutions.
Monitor the delivery of solutions between architecture, development and quality.
Lead and influence the architectural design of features by determining quality and adhering to specifications.
Expert skill in any of the following tools and systems: (will vary depending on the job): Docker, Jenkins, Chef, Puppet, Salt, Git, MongoDB (or other NoSQL DB).
Required Experience, Skills and Qualifications
Strong operational experience in Window, Linux/Unix environment and scripting languages: Shell, Perl, Python, Groovy.
Jo
Job Type: Full-time
Experience:
work: 5 years (Preferred)
total work: 5 years (Preferred)
DevOps: 5 years (Preferred)
Education:
Bachelor's (Preferred)
Location:
Bengaluru, Karnataka (Preferred)
Industry:
Software Development"
DevOps Engineer,"Bengaluru, Karnataka",ADCI - Karnataka,None,"A degree in Computer Science or at least one years relevant experience in a large-scale online technical operations environment
Excellent written and verbal communication skills to facilitate efficient and effective interaction with peers and customers
Effective organisational skills to maintain a consistently high standard of operations in a busy environment
Confidence to initiate, drive and manage company-wide conference calls
Strong knowledge of the computer science fundamentals and good understanding of multi tiered software systems
Excellent troubleshooting skills and a proven documentation methodology

Amazon India is seeking world class DevOps Engineers for their Platform Development team located in Bangalore. The ideal candidate is expected to provide quality first-tier systems and event management for the global technical operations of various customer facing systems. He/she will have experience working in a busy online operations environment and have previously participated in operational support for at least one large-scale enterprise environment. A strong knowledge of the Linux operating system is required in addition to a passion for working with new technologies and pushing the envelope on existing technologies, particularly open source technologies. Amazon DevOps Engineer are expected to build or enhance their own tools, develop and operate best practices, and always think and act proactively and innovatively. This is an excellent opportunity to join Amazon’s world class technical teams, working with some of the best and brightest engineers while also developing your skills and furthering your career within one of the most dynamic, innovative and progressive technology companies anywhere. In addition to a stimulating working environment, Amazon offers mentoring programs with experienced engineers, regular tech talks with technology Principals and defined career paths within multiple streams for motivated engineers who want to contribute to our culture of operational excellence and relentless customer-focused technical innovation.
Get there first; be the first to detect and diagnose service impacting events
Provide critical technical support, incident response and incident management to seller experience internal customers to include monitoring and management of communications during high impact events (via conference calls utilizing an established Event Management process) and close collaboration with level-two and level-three resolvers
Drive down mean time to resolution for all incident types
Automate select systems administration tasks through creation and maintenance of scripts and tools
Automate various system configuration and maintenance tasks
Troubleshoot Application issues
Website and corporate load balancer configuration and troubleshooting
Respond to and complete customer requests to SLA via Remedy trouble ticketing system
Provide monitoring support for all customer-facing services
Identify and troubleshoot recurring platform issues. Effective escalation of same to mid and senior level engineering teams for full resolution
Engage disparate resolver teams to resolve application/platform interaction issues
Create and review documentation and process regarding recurring issues, new standard operating procedures, knowledge transfer material, etc.
Mentor junior staff in basic Linux system administration, and assist in the formulation of a structured training plan
Participate in entry level interviewing"
